timestamp,position,velocity,acceleration,attitude,body_rate,actuator
567667464,0,0,0,0,0,1
567699616,0,0,0,0,0,1
567795221,0,0,0,0,0,1
567896957,0,0,0,0,0,1
567996341,0,0,0,0,0,1
568094748,0,0,0,0,0,1
568197137,0,0,0,0,0,1
568295618,0,0,0,0,0,1
568394211,0,0,0,0,0,1
568494316,0,0,0,0,0,1
568593963,0,0,0,0,0,1
568695483,0,0,0,0,0,1
568795358,0,0,0,0,0,1
568893512,0,0,0,0,0,1
568995841,0,0,0,0,0,1
569094316,0,0,0,0,0,1
569194639,0,0,0,0,0,1
569293617,0,0,0,0,0,1
569395234,0,0,0,0,0,1
569496979,0,0,0,0,0,1
569595255,0,0,0,0,0,1
569694487,0,0,0,0,0,1
569794125,0,0,0,0,0,1
569894843,0,0,0,0,0,1
569995508,0,0,0,0,0,1
570098038,0,0,0,0,0,1
570195962,0,0,0,0,0,1
570294173,0,0,0,0,0,1
570395524,0,0,0,0,0,1
570496002,0,0,0,0,0,1
570594841,0,0,0,0,0,1
570697370,0,0,0,0,0,1
570795148,0,0,0,0,0,1
570893249,0,0,0,0,0,1
570994747,0,0,0,0,0,1
571095625,0,0,0,0,0,1
571195784,0,0,0,0,0,1
571293635,0,0,0,0,0,1
571394089,0,0,0,0,0,1
571496141,0,0,0,0,0,1
571595212,0,0,0,0,0,1
571696441,0,0,0,0,0,1
571794638,0,0,0,0,0,1
571896941,0,0,0,0,0,1
571995379,0,0,0,0,0,1
572095847,0,0,0,0,0,1
572198094,0,0,0,0,0,1
572293900,0,0,0,0,0,1
572397920,0,0,0,0,0,1
572493686,0,0,0,0,0,1
572594138,0,0,0,0,0,1
572695541,0,0,0,0,0,1
572794956,0,0,0,0,0,1
572899138,0,0,0,0,0,1
572993114,0,0,0,0,0,1
573096274,0,0,0,0,0,1
573193273,0,0,0,0,0,1
573297477,0,0,0,0,0,1
573394359,0,0,0,0,0,1
573496004,0,0,0,0,0,1
573595677,0,0,0,0,0,1
573696645,0,0,0,0,0,1
573798515,0,0,0,0,0,1
573895736,0,0,0,0,0,1
573996913,0,0,0,0,0,1
574095778,0,0,0,0,0,1
574194487,0,0,0,0,0,1
574298552,0,0,0,0,0,1
574396520,0,0,0,0,0,1
574495570,0,0,0,0,0,1
574592356,0,0,0,0,0,1
574694488,0,0,0,0,0,1
574793001,0,0,0,0,0,1
574894911,0,0,0,0,0,1
574992540,0,0,0,0,0,1
575094867,0,0,0,0,0,1
575198201,0,0,0,0,0,1
575293137,0,0,0,0,0,1
575396685,0,0,0,0,0,1
575492207,0,0,0,0,0,1
575596253,0,0,0,0,0,1
575697949,0,0,0,0,0,1
575795053,0,0,0,0,0,1
575894247,0,0,0,0,0,1
575996623,0,0,0,0,0,1
576096556,0,0,0,0,0,1
576193602,0,0,0,0,0,1
576292805,0,0,0,0,0,1
576396941,0,0,0,0,0,1
576495195,0,0,0,0,0,1
576597821,0,0,0,0,0,1
576691621,0,0,0,0,0,1
576797651,0,0,0,0,0,1
576891829,0,0,0,0,0,1
576997019,0,0,0,0,0,1
577099432,0,0,0,0,0,1
577194253,0,0,0,0,0,1
577292723,0,0,0,0,0,1
577394218,0,0,0,0,0,1
577493449,0,0,0,0,0,1
577595648,0,0,0,0,0,1
577696719,0,0,0,0,0,1
577793854,0,0,0,0,0,1
577893703,0,0,0,0,0,1
577993889,0,0,0,0,0,1
578093790,0,0,0,0,0,1
578194859,0,0,0,0,0,1
578293901,0,0,0,0,0,1
578393332,0,0,0,0,0,1
578499143,0,0,0,0,0,1
578595132,0,0,0,0,0,1
578697258,0,0,0,0,0,1
