timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
957113140,2490378,2490378,0,0,0,0,0,0,1,1,791.5796,791.5796,7915.7954,7915.7954,0.39284226,0.014279185,1.5342102e-09,0.4013449,0.11426172,-9.844011,-0.013463033,-0.009964142,-0.008229327,0.28017822,0.32706192,0.29956022,0.00021250588,0.00030620326,0.00031493514,32.082066,32.082066
958049234,2490378,2490378,0,0,0,0,0,0,1,1,791.5788,791.5798,7915.788,7915.7983,0.4705374,0.012495576,1.1072324e-09,0.45386037,0.13799497,-9.861787,-0.01601794,-0.014833686,-0.002182853,0.17048305,0.20605515,0.042777892,8.640748e-05,0.0001047652,0.00018379434,31.943092,31.94302
959090253,2490378,2490378,0,0,0,0,0,0,1,1,791.5784,791.5784,7915.784,7915.784,0.33758816,0.008647517,8.7111474e-10,0.47710097,0.118480265,-9.8476925,-0.009853363,-0.013939933,0.0034989286,0.18305188,0.21728058,0.0411466,0.00014039686,0.00010931208,0.00015120319,31.846886,31.846886
960122237,2490378,2490378,0,0,0,0,0,0,1,1,791.57996,791.57996,7915.799,7915.799,0.31139567,0.0073576355,8.560985e-10,0.46403483,0.13709727,-9.85672,-0.010204194,-0.009144948,-0.0043080025,0.1457766,0.21052428,0.046785027,8.7714994e-05,4.720546e-05,0.00013271169,31.792797,31.792797
961049635,2490378,2490378,0,0,0,0,0,0,1,1,791.57904,791.57904,7915.7905,7915.7905,0.8411974,0.02344254,3.980676e-08,-0.05736416,-0.027957626,-10.881236,-0.06662668,-0.10569894,0.15742038,24.172579,17.953379,2.5845456,0.0023670688,0.009286055,0.0058649383,31.656778,31.656778
962089416,2490378,2490378,0,0,0,0,0,0,1,1,791.5782,791.5782,7915.7817,7915.7817,1.2005605,0.034774028,1.06489715e-08,-0.18567224,0.01565047,-9.49882,-0.032880217,0.0062620305,-0.08255569,24.166471,21.163351,1.2643923,0.0005474139,0.012639412,0.011426742,31.439617,31.439617
963126383,2490378,2490378,0,0,0,0,0,0,1,1,791.5798,791.5798,7915.798,7915.798,1.3554972,0.036285356,5.4289067e-09,-0.26475114,0.001999028,-9.94261,-0.025662307,-0.014249178,0.027769841,24.672548,15.506188,2.406556,0.0010780558,0.011211646,0.01741301,31.245329,31.245329
964058701,2490378,2490378,0,0,0,0,0,0,1,1,791.57996,791.57996,7915.7993,7915.7993,1.3785673,0.036740664,4.8958384e-09,-0.14380766,-0.059871227,-9.32017,-0.025437512,-0.0010624807,-0.019216057,11.956938,35.094933,2.3667436,0.0007113475,0.009282121,0.01122399,31.12318,31.12318
965098520,2490378,2490378,0,0,0,0,0,0,1,1,791.57794,791.57794,7915.7793,7915.7793,1.3453984,0.035419557,5.2563274e-09,-0.17979893,-0.063019566,-9.933102,-0.012811803,-0.006032655,-0.0049674134,19.525248,13.4541235,3.069198,0.0010121672,0.008587758,0.0146154715,30.895203,30.895203
966141943,2490378,2490378,0,0,0,0,0,0,1,1,791.5802,791.5802,7915.802,7915.802,1.337453,0.034284983,3.8547565e-09,-0.13987824,-0.07976045,-9.979606,0.0024567114,-0.01416888,-0.031955898,9.702281,20.221804,3.167772,0.0017285058,0.005637551,0.010825534,30.669165,30.668583
967062889,2490378,2490378,0,0,0,0,0,0,1,1,791.5796,791.5796,7915.7954,7915.7954,1.3583179,0.03767844,1.7460222e-08,-0.12818046,-0.083990656,-9.710686,-0.03231689,-0.054006096,0.08288512,17.657154,21.21963,3.2581706,0.002039455,0.008159051,0.02185772,30.515024,30.515024
968099985,2490378,2490378,0,0,0,0,0,0,1,1,791.58026,791.58026,7915.8027,7915.8027,1.4916625,0.04066179,1.0483901e-08,-0.2057245,-0.062539935,-9.98226,-0.04143619,0.009910202,0.081493035,20.260672,23.013979,2.8301132,0.001081895,0.013027353,0.010809888,30.352922,30.352922
969135812,2490378,2490378,0,0,0,0,0,0,1,1,791.58093,791.58093,7915.81,7915.81,1.4454079,0.038610373,1.0562231e-08,-0.07525884,0.011617564,-9.864429,0.017511897,-0.05322726,0.0338774,15.878343,21.061829,1.5731964,0.001320024,0.009054083,0.022374453,30.16237,30.16237
970066924,2490378,2490378,0,0,0,0,0,0,1,1,791.5799,791.5799,7915.7983,7915.7983,1.4996428,0.0403026,5.708329e-09,-0.14176008,-0.09483571,-9.8701105,-0.011662291,0.019310346,0.001756879,19.978891,19.763556,2.5404751,0.00086492393,0.012944648,0.017081227,30.016113,30.016113
971107801,2490378,2490378,0,0,0,0,0,0,1,1,791.58057,791.5812,7915.805,7915.812,1.4146112,0.039212123,6.187208e-09,-0.19661444,0.0058427528,-9.82589,0.019782772,-0.014968847,0.008319346,15.46243,16.268127,2.1572134,0.0004393164,0.0073122103,0.027502172,29.881897,29.880428
972142299,2490378,2490378,0,0,0,0,0,0,1,1,791.67444,791.67444,7916.744,7916.744,1.4117523,0.044320773,3.587888e-08,-0.33296043,0.14696416,-10.182383,0.24046358,0.20448144,-0.00029032747,19.81513,15.236597,2.0331516,0.00186691,0.013278784,0.010514239,29.718262,29.718262
973072096,2490378,2490378,0,0,0,0,0,0,1,1,791.6068,791.6068,7916.0684,7916.0684,1.4020046,0.040639088,1.8705014e-08,-0.09881777,-0.008552074,-9.995837,-0.15376636,-0.054163598,-0.007197335,25.484316,18.124584,1.5341034,0.00095173327,0.011943519,0.020090606,29.569967,29.569967
974124392,2490378,2490378,0,0,0,0,0,0,1,1,791.6229,791.6229,7916.2295,7916.2295,1.4085983,0.041760884,4.2463797e-09,-0.11212913,0.034750894,-9.944356,0.0072825863,-0.012548644,0.023408534,13.138756,21.956572,2.1124358,0.0012035178,0.0057928814,0.02614447,29.484327,29.484327
975058147,2490378,2490378,0,0,0,0,0,0,1,1,791.5969,791.5969,7915.969,7915.969,1.4527937,0.040284652,6.743089e-09,-0.055111233,-0.058863923,-9.930261,0.033665255,-0.012120803,0.024165314,11.638352,24.562725,3.0327575,0.0012499739,0.010257542,0.016520977,29.402103,29.402103
976102475,2490378,2490378,0,0,0,0,0,0,1,1,791.60846,791.60846,7916.085,7916.085,1.4591084,0.038805783,6.3802217e-09,-0.14250681,-0.00012253225,-9.869999,0.021721238,-0.019727357,-0.005495393,24.066063,23.851015,1.783642,0.0013945915,0.012570948,0.01720688,29.266378,29.266378
977140974,2490378,2490378,0,0,0,0,0,0,1,1,791.62256,791.62256,7916.226,7916.226,1.3197747,0.047223035,1.01117834e-07,-0.011356473,-0.48534843,-9.6861725,-0.62753093,-0.20490815,-0.022819918,10.998301,23.08183,2.6859906,0.0023696837,0.01579912,0.021490544,29.142729,29.142729
978079437,2490378,2490378,0,0,0,0,0,0,1,1,791.6289,791.6289,7916.289,7916.289,1.447243,0.04017583,5.5238434e-08,-0.22623128,-0.04930719,-9.9009,0.3291657,-0.06269356,0.0031680565,13.102614,17.368755,3.2865064,0.0018247818,0.007954859,0.018554976,29.030256,29.030256
979110224,2490378,2490378,0,0,0,0,0,0,1,1,791.63153,791.63153,7916.3154,7916.3154,1.3032161,0.039475676,1.3872182e-08,-0.19254194,-0.03921392,-9.870415,-0.04806998,0.09034388,-0.005732279,16.810793,28.533327,2.2992268,0.0008813893,0.012520304,0.015202774,28.947386,28.947386
