timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping,gyro_clipping,accel_calibration_count,gyro_calibration_count
956395186,-0.0038542505,0.0025148364,0.010270511,9937,0,0.54561484,0.061526254,-9.850585,9937,0,32,1,1
956404051,-0.0012458087,0.00089433574,0.0380998,8865,0,0.73236835,0.23293017,-9.866626,7601,0,32,1,1
956414180,-0.0105334,-0.00047539905,0.046753004,4989,0,0.4080138,0.19563669,-9.771705,4989,0,32,1,1
956419253,-0.007343005,-0.0052273627,0.032621857,5073,0,0.41451466,0.04467282,-9.776882,5073,0,32,1,1
956424425,-0.0064483667,-0.002051395,0.023797713,5172,0,0.62555456,0.039998498,-9.782565,5172,0,32,1,1
956429270,-0.006245003,-0.003922749,0.014108226,4845,0,0.60775363,0.13366121,-9.813386,4845,0,32,1,1
956434352,-0.007106663,-0.0017888854,-0.0039252248,5082,0,0.54187447,0.038651504,-9.831224,5082,0,32,1,1
956439430,-0.009602465,-0.0033863005,-0.012435737,5078,0,0.607233,0.036198966,-9.834193,5078,0,32,1,1
956450963,-0.008719806,-0.008826598,-0.004350752,6381,0,0.5013953,0.21043403,-9.795334,6381,0,32,1,1
956455810,-0.011016749,-0.012993241,-0.0039157127,4847,0,0.5762461,0.14534733,-9.7806425,4847,0,32,1,1
956464675,-0.014133871,-0.013155103,-0.03290019,8865,0,0.5129056,0.047728006,-9.756649,8865,0,32,1,1
956469701,-0.0111423675,-0.013658472,-0.044563096,5026,0,0.5037452,0.124873765,-9.85056,5026,0,32,1,1
956476042,-0.0119925365,-0.014475027,-0.035645686,6341,0,0.65108263,0.25362065,-9.892662,6341,0,32,1,1
956481133,-0.014141165,-0.016282504,0.023548257,5091,0,0.56434363,0.17414981,-9.996283,5091,0,32,1,1
956491343,-0.028035572,-0.01969816,0.062341694,10210,0,0.6044711,0.32311207,-10.140387,8827,0,32,1,1
956496223,-0.046182547,-0.037113704,0.056778286,4880,0,0.50948536,-0.12153313,-9.978158,5022,0,32,1,1
956501279,-0.053057972,-0.075833865,0.051780555,5056,0,0.89702076,0.0491747,-9.894913,6297,0,32,1,1
956506358,-0.054594703,-0.11137604,0.029509082,5079,0,0.7789535,-0.062158067,-9.472598,5079,0,32,1,1
956517777,-0.04067572,-0.1782294,0.05196203,6383,0,1.1470298,-0.17536132,-9.311408,6383,0,32,1,1
956526656,-0.05095221,-0.18514161,0.04684873,8879,0,0.99960977,-0.024468353,-9.184656,7672,0,32,1,1
956531674,-0.06868002,-0.18957077,0.031874694,5018,0,1.0743829,0.39689803,-9.782822,4906,0,32,1,1
956536704,-0.064063,-0.19225039,0.029638473,5030,0,0.5803108,0.109056875,-9.735709,6349,0,32,1,1
956541750,-0.07527091,-0.21464536,0.022501389,5046,0,0.346655,0.06989371,-10.069205,5046,0,32,1,1
956546831,-0.06704004,-0.23552933,-0.00053503027,5081,0,0.3175437,0.20596443,-10.232815,5081,0,32,1,1
956556980,-0.057882283,-0.26684266,-0.012969644,5125,0,0.15148123,0.2620861,-10.437938,5125,0,32,1,1
956562231,-0.05913564,-0.27110973,-0.015652202,5251,0,0.37449098,0.16362499,-9.566509,5251,0,32,1,1
956567026,-0.061721697,-0.24473765,-0.019300105,4795,0,0.43966836,0.3603008,-10.238672,4795,0,32,1,1
956578423,-0.06546479,-0.20295925,-0.067840226,6365,0,0.68875414,0.3142967,-9.806488,6365,0,32,1,1
956583424,-0.048293173,-0.18843886,-0.06663904,5001,0,0.20676616,0.39158684,-9.348088,5001,0,32,1,1
956588496,-0.036396995,-0.18715295,-0.086920425,5072,0,0.2055207,0.23184443,-9.746717,5072,0,32,1,1
956593525,-0.014049189,-0.18286437,-0.06192389,5029,0,0.47033903,0.25444365,-9.606744,5029,0,32,1,1
956599861,-0.012897621,-0.18492004,-0.07302913,6336,0,0.067137,0.48753121,-9.963692,6336,0,32,1,1
956610027,-0.0012222747,-0.16685979,-0.09529039,10166,0,0.13360912,0.44937608,-10.103213,8820,0,32,1,1
956615062,-0.0027470666,-0.1500228,-0.08973186,5035,0,0.026804572,0.18246312,-10.036088,6381,0,32,1,1
956626454,0.006103692,-0.10440483,-0.04866221,6386,0,0.09222775,0.41457695,-10.08654,6386,0,32,1,1
956636471,0.016328001,-0.08656687,-0.070765816,10017,0,0.2312336,0.22320959,-9.686778,8761,0,32,1,1
956641531,0.03180889,-0.0753704,-0.04921732,5060,0,-0.05212846,0.3740072,-9.530429,6316,0,32,1,1
956646573,0.039353892,-0.07509195,-0.057189513,5042,0,0.273244,0.06541888,-10.043001,5042,0,32,1,1
956656746,0.03916977,-0.060837064,-0.03878395,5101,0,-0.12367309,0.29037115,-10.053481,5101,0,32,1,1
956661799,0.04665129,-0.046832968,-0.027223244,5053,0,0.28787163,0.10660711,-9.641379,5053,0,32,1,1
956671874,0.034435246,-0.023744008,-0.01048643,4985,0,0.24825531,0.124615595,-9.553404,4985,0,32,1,1
956676910,0.036775492,-0.015633168,0.0047432575,5036,0,0.083805524,0.4011435,-10.294496,5036,0,32,1,1
956688340,0.04517667,-0.015499778,0.0006055143,6354,0,0.3557666,-0.00013438612,-9.824596,6354,0,32,1,1
956693393,0.041585,-0.0032711045,0.00056352624,5053,0,-0.12119795,0.39020228,-10.138709,5053,0,32,1,1
956698452,0.03964796,-0.009107748,-0.00014616393,5059,0,0.34375736,0.10522758,-9.6848955,5059,0,32,1,1
956704717,0.036600206,0.007915083,0.012510079,6265,0,0.26909974,0.21654955,-9.855724,6265,0,32,1,1
956710042,0.02300833,0.011506347,0.019995954,5325,0,-0.035974216,0.15122789,-9.638576,5325,0,32,1,1
956714846,0.031805508,0.01586763,0.020720454,4804,0,0.5634433,-0.028039401,-9.866459,4804,0,32,1,1
956719893,0.01484396,0.016632775,0.026261052,5047,0,0.11265566,0.2833032,-9.888295,5047,0,32,1,1
956724940,0.01205906,0.009971732,0.030730018,5047,0,0.5896272,0.12522694,-9.750925,5047,0,32,1,1
956731305,0.016442487,0.016868332,0.043204553,6365,0,-0.048674177,0.11739953,-9.897493,5073,0,32,1,1
956740076,0.008011788,0.0119086495,0.036411714,8771,0,0.26298425,0.09836128,-9.851296,8798,0,32,1,1
956745159,0.0032820187,0.008060467,0.031162392,5083,0,0.24863645,-0.092170045,-9.94655,6348,0,32,1,1
956755316,-0.0019114667,-0.0020544906,0.044613574,4970,0,0.014717549,0.031771164,-9.886006,4970,0,32,1,1
956760425,-0.0046678227,-0.005834971,0.049832176,5109,0,0.46614197,0.32882306,-9.726779,5109,0,32,1,1
956765354,-0.0043593314,-0.0018049079,0.041666985,4929,0,0.2577726,-0.105997965,-9.890783,4929,0,32,1,1
956775487,-0.007960387,0.011908813,-0.005675086,4868,0,0.08944739,0.1571489,-10.016274,4868,0,32,1,1
956780520,0.004845395,0.011583518,-0.042683464,5033,0,0.2160068,-0.020433798,-10.010127,5033,0,32,1,1
956785561,0.011547559,0.040633455,-0.05508873,5041,0,0.2286509,0.6524209,-10.016529,5041,0,32,1,1
956795753,0.032046184,0.051640507,-0.054891862,5128,0,0.27748498,0.7602985,-9.994335,5128,0,32,1,1
956800850,0.03765467,0.049518965,-0.040814854,5097,0,-0.039503545,0.16858582,-9.63527,5097,0,32,1,1
956812089,0.048856802,0.058519058,-0.027032765,6308,0,-0.030861424,0.32318047,-9.696553,6308,0,32,1,1
956826010,0.06562949,0.092266575,-0.010965585,5070,0,0.65769905,0.039378062,-9.8457155,5070,0,32,1,1
956834815,0.069537066,0.10566432,-0.0042799287,8805,0,0.35616115,0.1312336,-9.912773,8805,0,32,1,1
956843719,0.07383837,0.10344834,0.009034928,8904,0,0.31075355,0.13875447,-9.914805,8904,0,32,1,1
956853907,0.06434399,0.084645435,0.019023646,5022,0,0.29774296,-0.055313915,-9.748636,5022,0,32,1,1
956858874,0.0638981,0.08548554,0.027366368,4967,0,0.57496935,0.11256319,-9.986971,4967,0,32,1,1
956867667,0.053139344,0.08998183,0.022875749,8793,0,0.3498356,0.2539195,-9.907402,8793,0,32,1,1
956872723,0.040185347,0.08760632,0.03648923,5056,0,0.5958201,-0.0052706823,-9.731562,5056,0,32,1,1
956878217,0.034425024,0.105945535,0.022335343,5494,0,0.16333108,0.05223299,-9.686306,5494,0,32,1,1
956887884,0.025945028,0.091544755,0.028161058,9667,0,0.43038833,-0.047199406,-9.815633,8413,0,32,1,1
956892961,0.025688572,0.08989513,0.039065216,5077,0,0.39001065,0.18788718,-9.897445,6331,0,32,1,1
956898088,0.034173302,0.074452914,0.026639368,5127,0,0.592302,0.062495183,-9.837566,5127,0,32,1,1
956904393,0.025407085,0.065918274,0.024001978,6305,0,0.3008835,0.01815019,-9.933304,6305,0,32,1,1
956909380,0.019876095,0.06140036,0.031335905,4987,0,0.61920863,0.2713154,-9.802046,4987,0,32,1,1
956914405,0.030453851,0.0616345,0.024372995,5025,0,0.036450125,-0.22650926,-10.022418,5025,0,32,1,1
956923315,0.0051861685,0.056403734,0.020472175,8910,0,0.53121364,0.11999664,-9.865709,8910,0,32,1,1
956928376,0.0015132149,0.052943315,0.007867589,5061,0,0.60947865,0.2692874,-9.934529,5061,0,32,1,1
956938453,-0.00038856777,0.047524262,0.016756354,5076,0,0.65268075,0.041116055,-9.717548,5076,0,32,1,1
956943527,0.012344173,0.05078451,-0.0040729023,5074,0,0.0111936955,0.03697216,-10.008187,5074,0,32,1,1
956948596,-0.0023933018,0.03108752,0.011820929,5069,0,1.0130526,0.33955804,-9.744898,5069,0,32,1,1
956953596,0.0046005175,0.033197682,-0.005870117,5000,0,0.042727474,-0.073790334,-9.8874855,5000,0,32,1,1
956964968,0.009669889,0.028165618,-0.0042585954,6308,0,0.29350072,0.094992295,-10.11683,6308,0,32,1,1
956970017,0.007531615,0.014262881,0.0007880913,5049,0,0.80352753,0.07825039,-9.583701,5049,0,32,1,1
956975037,0.017579969,0.03790644,0.0006194168,5020,0,0.20111987,0.17560753,-10.121507,5020,0,32,1,1
956981393,0.020340605,0.03253886,0.0011741642,6356,0,0.4007261,0.13964361,-9.748312,6356,0,32,1,1
956991495,0.0130068865,0.027813105,-0.0072457963,10102,0,0.41086033,0.1696218,-9.907793,10102,0,32,1,1
956996522,0.0072774,0.016579375,-0.0052486355,5027,0,0.47683966,-0.20798352,-10.226595,5027,0,32,1,1
957001569,0.010648554,0.016055536,-0.0130492,5047,0,0.13110079,0.3055927,-9.683982,5047,0,32,1,1
957006682,-0.0066294377,0.00073074474,-0.0052243415,5113,0,0.8899627,0.06033316,-10.0246935,5113,0,32,1,1
957011685,0.006103512,0.017441913,-0.005369327,5003,0,0.008955993,0.19544454,-9.781232,5003,0,32,1,1
957017222,-0.0022285893,0.0060130446,-0.012996913,5537,0,0.52986115,-0.17823742,-9.776426,5537,0,32,1,1
957026872,-0.0035228855,0.009431323,-0.017130345,5062,0,0.5030496,-0.19191031,-9.738597,5062,0,32,1,1
957036951,0.0046366546,0.0151750045,-0.0032770846,10079,0,0.43060085,0.15080656,-9.989655,8825,0,32,1,1
957042109,0.00027006958,0.016473457,0.004451594,5158,0,0.2811442,0.5163687,-9.768164,6412,0,32,1,1
957047077,-0.006130925,0.007625865,-0.00666064,4968,0,0.25173375,-0.25905392,-9.811696,4968,0,32,1,1
957053538,-0.0058122585,-0.002402149,-0.0068980716,6461,0,0.45638096,0.2806234,-10.145554,6461,0,32,1,1
957058442,-0.016205415,-0.005450723,-0.008597187,4904,0,0.58069074,0.20152843,-9.46767,4904,0,32,1,1
957063564,-0.005029677,-0.001326735,0.00039040492,5122,0,0.5434069,-0.16796356,-10.240928,5122,0,32,1,1
957072316,-0.001504024,-0.00031019773,-0.0067862147,8752,0,0.58535475,0.13121518,-9.951018,8752,0,32,1,1
957077543,-0.002139724,0.0032101294,-0.016098911,5227,0,0.12266045,0.10842109,-9.693342,5227,0,32,1,1
