timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
956250361,956249927,0.73062074,-0.02587589,0.01689763,0.6820838,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956255564,956255007,0.7306174,-0.025879525,0.016897637,0.68208724,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956260640,956259432,0.73062205,-0.025880968,0.016900865,0.6820822,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956264411,956263863,0.7306204,-0.025884362,0.016902067,0.6820838,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956269521,956268899,0.73062223,-0.02588238,0.016899318,0.68208194,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956280594,956280261,0.7306209,-0.025887193,0.0169018,0.682083,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956290771,956290358,0.73075724,-0.02588867,0.016893571,0.68193716,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956299754,956299180,0.7308402,-0.025889037,0.01688758,0.6818484,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956304668,956304222,0.73078865,-0.025886174,0.016888954,0.6819037,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956314688,956314347,0.7306199,-0.025882447,0.016903546,0.6820843,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956319956,956319415,0.7305682,-0.025884204,0.01689195,0.68213993,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956324909,956324447,0.7305548,-0.025885077,0.016888572,0.6821543,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956333752,956329540,0.7305403,-0.025897417,0.016877318,0.6821697,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956341508,956340925,0.73058605,-0.025912145,0.016876101,0.6821201,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956346413,956345967,0.7305554,-0.025913764,0.016882041,0.68215275,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956356504,956356009,0.7304375,-0.02589616,0.016905092,0.68227905,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956365571,956361099,0.73046046,-0.025893074,0.016902056,0.68225473,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956367356,956366250,0.7305045,-0.025891643,0.016900877,0.68220764,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956371733,956371189,0.73054755,-0.025887271,0.016897995,0.68216175,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956380901,956380058,0.7305144,-0.025888318,0.016914507,0.6821968,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956389364,956385249,0.7304958,-0.025889141,0.016917242,0.6822165,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956395737,956395186,0.7304578,-0.02590687,0.016914818,0.6822567,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956404733,956404051,0.7303401,-0.02590727,0.016918484,0.6823825,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956414567,956414180,0.7301566,-0.025922501,0.01689945,0.6825788,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956419879,956419253,0.73009866,-0.025923826,0.016879208,0.6826412,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956424871,956424425,0.7300551,-0.025929471,0.016865559,0.68268794,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956429844,956429270,0.73003036,-0.025931677,0.016849196,0.6827147,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956434864,956434352,0.73003554,-0.025940044,0.016833313,0.6827092,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956443924,956439430,0.7300554,-0.025950637,0.016809566,0.6826882,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956450087,956444582,0.7300642,-0.025951793,0.016782181,0.6826794,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956452064,956450963,0.73007196,-0.025950788,0.016742244,0.68267214,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956456308,956455810,0.7300772,-0.025947247,0.016700717,0.68266773,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956465290,956464675,0.7301739,-0.025952239,0.01661163,0.68256617,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956475313,956469701,0.73024905,-0.025949316,0.01656449,0.68248713,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956477042,956476042,0.7303244,-0.025945256,0.016502084,0.68240815,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
956481664,956481133,0.73028207,-0.025940405,0.016448762,0.682455,0.7159859,5.9499143e-09,-6.3382686e-09,0.69811475,1
