timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
956194763,0.75,0.75,0.0,81,85,82,84,0
956694684,0.75,0.75,0.0,81,85,82,84,0
957194806,0.75,0.75,0.0,81,85,82,84,0
957694669,0.75,0.75,0.0,81,85,82,84,0
958194701,0.75,0.75,0.0,81,85,82,84,0
958694817,0.75,0.75,0.0,81,85,82,84,0
959194676,0.75,0.75,0.0,81,85,82,84,0
959694813,0.75,0.75,0.0,81,85,82,84,0
960194720,0.77,0.77,0.0,81,85,82,84,0
960694790,0.77,0.77,0.0,81,85,82,84,0
961194682,0.77,0.77,0.0,81,85,82,84,0
961694695,0.77,0.77,0.0,81,85,82,84,0
962195136,0.77,0.77,0.0,81,85,82,84,0
962694717,0.77,0.77,0.0,81,85,82,84,0
963194682,0.77,0.77,0.0,81,85,82,84,0
963694783,0.77,0.77,0.0,81,85,82,84,0
964194892,0.77,0.77,0.0,81,85,82,84,0
964694699,0.77,0.77,0.0,81,85,82,84,0
965194679,0.77,0.77,0.0,81,85,82,84,0
965694670,0.77,0.77,0.0,81,85,82,84,0
966194666,0.77,0.77,0.0,81,85,82,84,0
966694894,0.77,0.77,0.0,81,85,82,84,0
967195253,0.77,0.77,0.0,81,85,82,84,0
967694737,0.77,0.77,0.0,81,85,82,84,0
968194670,0.81,0.81,0.0,81,85,82,84,0
968694833,0.81,0.81,0.0,81,85,82,84,0
969194772,0.81,0.81,0.0,81,85,82,84,0
969694661,0.81,0.81,0.0,81,85,82,84,0
970194725,0.83,0.83,0.0,81,85,82,84,0
970694653,0.83,0.83,0.0,81,85,82,84,0
971194783,0.83,0.83,0.0,81,85,82,84,0
971694751,0.83,0.83,0.0,81,85,82,84,0
972194760,0.79999995,0.79999995,0.0,81,85,82,84,0
972694789,0.79999995,0.79999995,0.0,81,85,82,84,0
973194674,0.79999995,0.79999995,0.0,81,85,82,84,0
973694746,0.79999995,0.79999995,0.0,81,85,82,84,0
974194709,0.84,0.84,0.0,81,85,82,84,0
974694686,0.84,0.84,0.0,81,85,82,84,0
975194764,0.84,0.84,0.0,81,85,82,84,0
975694679,0.84,0.84,0.0,81,85,82,84,0
976194716,0.84,0.84,0.0,81,85,82,84,0
976694723,0.84,0.84,0.0,81,85,82,84,0
977194770,0.84,0.84,0.0,81,85,82,84,0
977694691,0.84,0.84,0.0,81,85,82,84,0
978194701,0.83,0.83,0.0,81,85,82,84,0
978694924,0.83,0.83,0.0,81,85,82,84,0
979194711,0.83,0.83,0.0,81,85,82,84,0
979694924,0.83,0.83,0.0,81,85,82,84,0
980194765,0.83,0.83,0.0,81,85,82,84,0
980694677,0.83,0.83,0.0,81,85,82,84,0
981194712,0.83,0.83,0.0,81,85,82,84,0
981694770,0.83,0.83,0.0,81,85,82,84,0
982194711,0.84,0.84,0.0,81,85,82,84,0
982694710,0.84,0.84,0.0,81,85,82,84,0
983194852,0.84,0.84,0.0,81,85,82,84,0
983694713,0.84,0.84,0.0,81,85,82,84,0
984194682,0.84,0.84,0.0,81,85,82,84,0
984694692,0.84,0.84,0.0,81,85,82,84,0
985194720,0.84,0.84,0.0,81,85,82,84,0
985694710,0.84,0.84,0.0,81,85,82,84,0
986194675,0.84,0.84,0.0,81,85,82,84,0
986694973,0.84,0.84,0.0,81,85,82,84,0
987194697,0.84,0.84,0.0,81,85,82,84,0
987694961,0.84,0.84,0.0,81,85,82,84,0
988194700,0.84,0.84,0.0,81,85,82,84,0
988695187,0.84,0.84,0.0,81,85,82,84,0
989194700,0.84,0.84,0.0,81,85,82,84,0
989694678,0.84,0.84,0.0,81,85,82,84,0
990194678,0.83,0.83,0.0,81,85,82,84,0
990694858,0.83,0.83,0.0,81,85,82,84,0
991194744,0.83,0.83,0.0,81,85,82,84,0
991694730,0.83,0.83,0.0,81,85,82,84,0
992194721,0.84,0.84,0.0,81,85,82,84,0
992694713,0.84,0.84,0.0,81,85,82,84,0
993194769,0.84,0.84,0.0,81,85,82,84,0
993694698,0.84,0.84,0.0,81,85,82,84,0
994194715,0.84,0.84,0.0,81,85,82,84,0
994694816,0.84,0.84,0.0,81,85,82,84,0
995194691,0.84,0.84,0.0,81,85,82,84,0
995694810,0.84,0.84,0.0,81,85,82,84,0
996194697,0.84,0.84,0.0,81,85,82,84,0
996694746,0.84,0.84,0.0,81,85,82,84,0
997194821,0.84,0.84,0.0,81,85,82,84,0
997694851,0.84,0.84,0.0,81,85,82,84,0
998194720,0.84,0.84,0.0,81,85,82,84,0
998694696,0.84,0.84,0.0,81,85,82,84,0
999194748,0.84,0.84,0.0,81,85,82,84,0
999694685,0.84,0.84,0.0,81,85,82,84,0
1000194785,0.84,0.84,0.0,81,85,82,84,0
1000694692,0.84,0.84,0.0,81,85,82,84,0
1001194721,0.84,0.84,0.0,81,85,82,84,0
1001694694,0.84,0.84,0.0,81,85,82,84,0
1002194704,0.84,0.84,0.0,81,85,82,84,0
1002694995,0.84,0.84,0.0,81,85,82,84,0
1003194777,0.84,0.84,0.0,81,85,82,84,0
1003694754,0.84,0.84,0.0,81,85,82,84,0
1004194696,0.83,0.83,0.0,81,85,82,84,0
1004694701,0.83,0.83,0.0,81,85,82,84,0
1005194757,0.83,0.83,0.0,81,85,82,84,0
1005694656,0.83,0.83,0.0,81,85,82,84,0
1006194716,0.84,0.84,0.0,81,85,82,84,0
1006694778,0.84,0.84,0.0,81,85,82,84,0
1007194663,0.84,0.84,0.0,81,85,82,84,0
1007694708,0.84,0.84,0.0,81,85,82,84,0
1008194707,0.84,0.84,0.0,81,85,82,84,0
1008694676,0.84,0.84,0.0,81,85,82,84,0
1009194691,0.84,0.84,0.0,81,85,82,84,0
1009694674,0.84,0.84,0.0,81,85,82,84,0
1010194962,0.78,0.78,0.0,81,85,82,84,0
1010694673,0.78,0.78,0.0,81,85,82,84,0
1011194709,0.78,0.78,0.0,81,85,82,84,0
1011694792,0.78,0.78,0.0,81,85,82,84,0
1012194837,0.76,0.76,0.0,81,85,82,84,0
1012694678,0.76,0.76,0.0,81,85,82,84,0
1013194723,0.76,0.76,0.0,81,85,82,84,0
