timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
926566742,0.0,0.0,0.0,-0.2839857,-0.31401855,-0.13460256,1.4966003,0,0,1,0
960396844,0.0,0.0,0.0,-0.281894,-0.32186744,-0.1360447,1.5010841,0,0,1,0
1012394285,0.0,0.0,0.0,-0.014619348,0.063947625,-0.13897325,1.7883141,0,0,1,0
