timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
956251429,956198118,67137539,6.0905886e-06,0.00046874591,0.0002047163,0,0.004835122,0.0033765077,0.0030703829,nan,0.002180632,0.00088017137,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
956262232,956214543,67137539,6.224519e-06,0.00045964945,0.00020375685,0,0.0047726785,0.0033337288,7.247509e-05,nan,0.0002580952,0.0004742855,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
956451507,956404051,67137539,1.2363736e-05,0.00034473723,0.00016528841,0,0.005061897,0.0035333405,0.0013936395,nan,0.0014403667,0.0005464478,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
956648483,956593525,28675,1.9153433e-05,0.0004279459,0.00010664496,0,0.0052275355,0.0036398233,0.004931286,nan,0.0027381808,0.002494339,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
956836889,956785561,28675,4.0123923e-05,0.00016285352,0.00014733105,0,0.00484944,0.0033845354,0.006081681,nan,0.0007642828,0.0028974526,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
957039320,956991495,28675,4.5432433e-05,0.0023727207,0.00065465097,0,0.0048458665,0.0033822928,0.0037905148,nan,0.0037024026,0.014499161,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
957242115,957200033,28675,3.135655e-05,0.006290929,0.0022038226,0,0.005345027,0.00372388,0.0030671644,nan,0.004037724,0.031573877,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
957446789,957403389,28675,1.8678367e-05,0.011120589,0.004441283,0,0.0050723045,0.0035474524,0.002506183,nan,0.0009180714,0.039565865,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
957650500,957607952,28675,2.1511853e-05,0.013802665,0.006081557,0,0.004859957,0.003401207,0.0028559451,nan,0.0016814047,0.04436138,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
957851298,957799988,28675,2.776285e-05,0.014852552,0.0067992923,0,0.0048508313,0.0033868586,0.0025352149,nan,0.0045065535,0.04571327,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
958041506,957992102,28675,2.467783e-05,0.014253134,0.006858764,0,0.005113675,0.003561688,0.0020989643,nan,0.0023039891,0.04546292,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
958245417,958196715,28675,3.5478122e-05,0.012631176,0.006339619,0,0.0050892066,0.003540968,0.0014492931,nan,0.0032604267,0.043273684,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
958447464,958405117,28675,1.9459765e-05,0.009637251,0.0050708344,0,0.00501832,0.0035009917,0.0025916724,nan,0.0023120653,0.027978744,0.0,0.0,0.0,0.105796,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
958636955,958585973,28675,2.2776807e-05,0.005609598,0.0031451758,0,0.0051020607,0.0035576336,0.0022345057,nan,0.0034984674,0.023748126,0.0,0.0,0.0,0.110679,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
958841827,958792966,67137539,1.9600697e-05,0.0035062847,0.0015231611,0,0.0049855527,0.003474274,0.0016108627,nan,0.0014736416,0.028089335,0.0,0.0,0.0,0.110679,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
959053662,959010240,67137539,3.159845e-05,0.0043721176,0.001115664,0,0.0050518755,0.0035226294,0.00213941,nan,0.0032114345,0.028240958,0.0,0.0,0.0,0.110679,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
959241552,959194713,67137539,3.2085558e-05,0.00432508,0.0011488312,0,0.0050573517,0.0035291924,0.0028145101,nan,0.005110386,0.031779002,0.0,0.0,0.0,0.110679,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
