timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
957195447,957144352,0.7308843,-0.019786643,0.012694401,0.6820965,-0.0012518715,-0.0009489303,-0.015573233,-0.28240106,-0.3213848,-0.13701645,-6.9360585e-06,6.0279604e-06,-9.075239e-06,-0.0004212813,2.5191128e-05,-0.0003355174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7869359e-05,1.25548995e-05,1.1418012e-05,1.9179355e-05,0.0004333743,0.00043309474,0.0004083452,1.3811938e-05,1.3803109e-05,1.338885e-05,2.6797268e-11,2.6534936e-11,4.1974292e-11,1.8658874e-07,7.882057e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
958187574,958141080,0.7307885,-0.023286805,0.01534083,0.68203413,-0.00054607313,0.00038640434,-0.013990775,-0.28229025,-0.32199574,-0.13753623,-6.827935e-06,6.1038804e-06,-9.005904e-06,-0.0004308579,1.7507718e-05,-0.00051974546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.788614e-05,1.2743866e-05,1.1555009e-05,1.912257e-05,0.00040772007,0.0004066373,0.0003783483,1.2051667e-05,1.2047642e-05,1.1706688e-05,2.6651344e-11,2.641695e-11,4.1877654e-11,1.8626545e-07,7.8428405e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
959196413,959150470,0.73075455,-0.023109477,0.014928467,0.68208575,-0.0018993272,0.0007308123,-0.012411717,-0.28231546,-0.3218679,-0.13688067,-6.7037076e-06,6.0521347e-06,-8.942959e-06,-0.0004313134,1.2908269e-05,-0.0006499659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7863187e-05,1.2569002e-05,1.1393977e-05,1.9055096e-05,0.00039223087,0.000392151,0.00037228744,1.1153253e-05,1.115282e-05,1.0901151e-05,2.647359e-11,2.6270727e-11,4.1748268e-11,1.8619707e-07,7.826435e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
960186923,960142166,0.730758,-0.02343046,0.015229912,0.6820645,0.0001087673,-0.0017719237,-0.009362955,-0.28220904,-0.32193217,-0.13677414,-6.6156304e-06,5.9998333e-06,-8.884362e-06,-0.00043197806,1.0337309e-05,-0.0007783946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.786946e-05,1.2411154e-05,1.124923e-05,1.9019688e-05,0.00042996093,0.00042854284,0.0003986216,1.2930611e-05,1.2916213e-05,1.24979e-05,2.6381843e-11,2.620425e-11,4.1699456e-11,1.860483e-07,7.796526e-07,5.0000168e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
961196128,961157942,0.711917,-0.003225277,-0.00580491,0.7022323,-0.008185355,-0.050382845,-0.6725087,-0.29361707,-0.34318054,-0.33676535,-5.9101653e-06,5.7819943e-06,-8.904017e-06,-0.00043861076,-4.950401e-05,-0.0008304892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8002489e-05,1.19974275e-05,1.05763e-05,1.8990624e-05,0.0004704983,0.0004629803,0.0004201957,1.48322415e-05,1.4675041e-05,1.39071935e-05,2.6296618e-11,2.616499e-11,4.1716523e-11,1.8533248e-07,7.674301e-07,5.000032e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
962195741,962140679,0.7334443,0.008606953,-0.0069850865,0.6796592,0.006670264,0.0008069377,-0.30027372,-0.28605184,-0.38336614,-0.8877769,-6.6922444e-06,6.1969004e-06,-8.912651e-06,-0.00047705433,-9.285414e-05,-0.000962602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776478e-05,1.1048006e-05,1.0898515e-05,1.9125235e-05,0.00041745813,0.0004098134,0.00039666254,1.3614188e-05,1.3520216e-05,1.3320143e-05,2.6269181e-11,2.6190291e-11,4.1694107e-11,1.8380436e-07,7.4733316e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
963188564,963141301,0.7295679,0.0028321487,-0.0037417046,0.6838923,-0.003028897,0.015222283,-0.15607406,-0.28611887,-0.3559457,-1.1085078,-6.6167713e-06,6.6285093e-06,-8.85599e-06,-0.0005064554,-0.00013443356,-0.0010661281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7751741e-05,1.1529663e-05,1.10225365e-05,1.8968412e-05,0.00038740018,0.00038442697,0.00037027508,1.16182255e-05,1.1595429e-05,1.1397842e-05,2.62312e-11,2.6163552e-11,4.1574702e-11,1.8186039e-07,7.3023057e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
964181590,964126588,0.7294037,0.0026557,-0.0016799385,0.6840763,-0.0066565378,0.029151129,-0.016406618,-0.28424463,-0.3258734,-1.2467755,-7.21621e-06,7.2561775e-06,-8.873745e-06,-0.00052108214,-0.00014817333,-0.0011199446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.776323e-05,1.1466057e-05,1.0973275e-05,1.8907735e-05,0.00042118874,0.000420451,0.0004016721,1.3591128e-05,1.35901355e-05,1.3240977e-05,2.6032336e-11,2.597849e-11,4.14403e-11,1.8106357e-07,7.219359e-07,5.0000146e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
965186045,965138472,0.73156184,0.004346166,-0.0028654153,0.68175524,-0.011797398,0.0007748715,0.018764287,-0.29081398,-0.3203136,-1.2047746,-7.927612e-06,7.490837e-06,-8.876221e-06,-0.0005210098,-0.00017779914,-0.0011448928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7776592e-05,1.15340445e-05,1.1079087e-05,1.8935414e-05,0.00041335757,0.00041258207,0.00038621144,1.245919e-05,1.2445566e-05,1.2061128e-05,2.5937558e-11,2.588872e-11,4.1379834e-11,1.8074103e-07,7.1907186e-07,5e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
966196603,966150346,0.73598415,0.0026478218,-0.00375087,0.6769832,0.017248832,-0.01559931,-0.02210024,-0.2906114,-0.32662445,-1.1966197,-7.5428748e-06,7.0940137e-06,-8.915397e-06,-0.0005333344,-0.00020532067,-0.0012250937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7731762e-05,1.0989494e-05,1.0640795e-05,1.8947165e-05,0.00043278938,0.00043233135,0.0004059424,1.4185319e-05,1.4176705e-05,1.3763912e-05,2.5830555e-11,2.5794632e-11,4.1368606e-11,1.8031427e-07,7.1261866e-07,5.0000157e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
