timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
956252164,956249927,0.09363861,0.1681273,0.08665209,0.13158196,nan,nan,nan,nan,nan,nan,nan,nan,0
956253687,956251398,0.093475945,0.16836205,0.086806804,0.13135515,nan,nan,nan,nan,nan,nan,nan,nan,0
956255965,956253761,0.09306285,0.16862574,0.08704799,0.13126338,nan,nan,nan,nan,nan,nan,nan,nan,0
956259913,956256250,0.09316398,0.16835524,0.08652795,0.13195278,nan,nan,nan,nan,nan,nan,nan,nan,0
956264845,956262605,0.09264726,0.16918588,0.08688952,0.1312773,nan,nan,nan,nan,nan,nan,nan,nan,0
956268657,956267600,0.093853876,0.1679861,0.08662173,0.13153826,nan,nan,nan,nan,nan,nan,nan,nan,0
956272726,956271602,0.09378396,0.16780135,0.08691474,0.13149992,nan,nan,nan,nan,nan,nan,nan,nan,0
956278557,956277662,0.09338095,0.16825211,0.087235644,0.13113125,nan,nan,nan,nan,nan,nan,nan,nan,0
956290826,956290358,0.09867779,0.17274517,0.08223308,0.12634394,nan,nan,nan,nan,nan,nan,nan,nan,0
956297577,956296671,0.09940804,0.17391908,0.08159168,0.12508117,nan,nan,nan,nan,nan,nan,nan,nan,0
956300583,956299180,0.09823257,0.17233548,0.08203323,0.12739868,nan,nan,nan,nan,nan,nan,nan,nan,0
956306108,956304222,0.093329884,0.16754374,0.08676386,0.13236248,nan,nan,nan,nan,nan,nan,nan,nan,0
956308911,956308048,0.09004541,0.16329202,0.08974105,0.13692148,nan,nan,nan,nan,nan,nan,nan,nan,0
956312245,956311792,0.08715303,0.16288207,0.092117734,0.13784713,nan,nan,nan,nan,nan,nan,nan,nan,0
956314990,956314347,0.086190015,0.16261329,0.09275791,0.13843876,nan,nan,nan,nan,nan,nan,nan,nan,0
956318882,956318110,0.087166704,0.16250399,0.09362653,0.13670273,nan,nan,nan,nan,nan,nan,nan,nan,0
956321600,956320644,0.08816318,0.16420159,0.09347739,0.13415779,nan,nan,nan,nan,nan,nan,nan,nan,0
956324575,956323186,0.09039271,0.16516072,0.09126551,0.13318102,nan,nan,nan,nan,nan,nan,nan,nan,0
956328823,956328246,0.09130409,0.1675897,0.08976475,0.13134143,nan,nan,nan,nan,nan,nan,nan,nan,0
956334802,956333276,0.09266086,0.16854061,0.08702958,0.13176891,nan,nan,nan,nan,nan,nan,nan,nan,0
956337538,956334537,0.09311072,0.16918531,0.08644927,0.13125464,nan,nan,nan,nan,nan,nan,nan,nan,0
956340135,956337132,0.09379026,0.17053157,0.08570489,0.12997323,nan,nan,nan,nan,nan,nan,nan,nan,0
