timestamp,time_estimate,safe_time_estimate,valid
957238010,0.0,0.0,0
958264793,0.0,0.0,0
959283288,0.0,0.0,0
960288656,0.0,0.0,0
961311955,0.0,0.0,0
962326075,0.0,0.0,0
963344007,0.0,0.0,0
964351253,0.0,0.0,0
965354506,0.0,0.0,0
966384796,0.0,0.0,0
967400316,0.0,0.0,0
968411534,0.0,0.0,0
969422695,0.0,0.0,0
970428040,0.0,0.0,0
971446022,0.0,0.0,0
972461588,0.0,0.0,0
973475908,0.0,0.0,0
974481603,0.0,0.0,0
975494584,0.0,0.0,0
976512779,0.0,0.0,0
977526797,0.0,0.0,0
978546503,0.0,0.0,0
979568265,0.0,0.0,0
980570798,0.0,0.0,0
981592466,0.0,0.0,0
982611548,0.0,0.0,0
983627340,0.0,0.0,0
984643120,0.0,0.0,0
985648742,0.0,0.0,0
986672722,0.0,0.0,0
987677510,0.0,0.0,0
988683642,0.0,0.0,0
989702428,0.0,0.0,0
990725276,0.0,0.0,0
991729788,0.0,0.0,0
992754465,0.0,0.0,0
993776232,0.0,0.0,0
994813512,0.0,0.0,0
995834082,0.0,0.0,0
996838911,0.0,0.0,0
997860848,0.0,0.0,0
998861733,0.0,0.0,0
999875165,0.0,0.0,0
1000878321,0.0,0.0,0
1001892905,0.0,0.0,0
1002908602,0.0,0.0,0
1003913763,0.0,0.0,0
1004927603,0.0,0.0,0
1005947867,0.0,0.0,0
1006961340,0.0,0.0,0
1007971902,0.0,0.0,0
1008997329,0.0,0.0,0
1010009607,0.0,0.0,0
1011030357,0.0,0.0,0
1012032536,0.0,0.0,0
1013061485,0.0,0.0,0
