timestamp,speed_up,speed_down,want_takeoff
957737763,4.0,1.5,0
958214067,4.0,1.5,0
959220459,4.0,1.5,0
960217211,4.0,1.5,0
961211864,4.0,1.5,1
962214842,4.0,1.5,0
963219985,4.0,1.5,0
964217130,4.0,1.5,0
965211118,4.0,1.5,0
966232368,4.0,1.5,0
966983796,4.0,1.5,0
1008340907,4.0,1.5,0
1008356828,4.0,1.5,0
1009341940,4.0,1.5,0
1010333825,4.0,1.5,0
1010856618,4.0,1.5,0
