timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
957146159,957144352,0,nan,nan,-0.28282145,-0.3211398,-0.13884401,-0.27849692,-0.32491705,-0.13116442,-0.002317202,-0.00049247115,-0.021087928,-0.02012554,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.022299204,-0.16988179,-0.450836,1.5015157,1.5455221,nan,0.1020683,0.004998048,0.0034834726,0.028909162,0.01981215,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957241847,957240428,0,nan,nan,-0.28291625,-0.3211765,-0.14025176,-0.27849692,-0.32491705,-0.13116442,-0.0029205398,0.0002793042,-0.023741046,-0.02210427,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.056378137,-0.14534926,-0.12355255,1.5015687,1.5455221,nan,0.10300463,0.005345027,0.00372388,0.029498829,0.020262439,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957342491,957341435,0,nan,nan,-0.28287554,-0.32125637,-0.14161716,-0.27849692,-0.32491705,-0.13116442,-0.0010903712,-0.00089331483,-0.029583197,-0.026832614,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.12108893,-0.100709185,-0.5155535,1.5019183,1.5455221,nan,0.10426178,0.0051927506,0.0036257433,0.02896978,0.019989898,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957446544,957445047,0,nan,nan,-0.28275764,-0.32133183,-0.14285229,-0.27849692,-0.32491705,-0.13116442,-0.0018960127,-0.0018766688,-0.029524686,-0.025410322,-1.10827386e-07,-1.1289725e-05,0.00077675283,-0.25460652,0.17643394,-0.11479006,1.5016199,1.5455221,nan,0.105433635,0.0050723045,0.0035474524,0.028594743,0.019762883,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957552480,957546087,0,nan,nan,-0.28272933,-0.3214969,-0.14395565,-0.27849692,-0.32491705,-0.13116442,-0.0021693648,-0.00043804455,-0.03290606,-0.02735935,-1.10827386e-07,-1.1289725e-05,0.00077675283,-0.225313,-0.033375215,-0.30590045,1.5017551,1.5455221,nan,0.10631316,0.0051409476,0.0035946604,0.028915785,0.019946028,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957650210,957648455,0,nan,nan,-0.28266624,-0.32163537,-0.14479952,-0.27849692,-0.32491705,-0.13116442,0.000509628,-0.003071545,-0.03146284,-0.024366222,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.43784586,-0.29086703,-0.009791146,1.50146,1.5455221,nan,0.10712204,0.004859957,0.003401207,0.028152807,0.01936881,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957746935,957745715,0,nan,nan,-0.28259775,-0.3222611,-0.14541057,-0.27849692,-0.32491705,-0.13116442,-0.0005754318,-0.007551106,-0.03580198,-0.027258629,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.09771242,-0.06773133,-0.13005927,1.5011945,1.5455221,nan,0.107530944,0.005037175,0.003518941,0.028803268,0.019736918,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957850947,957845755,0,nan,nan,-0.28250387,-0.322587,-0.14565496,-0.27849692,-0.32491705,-0.13116442,-0.001886563,-0.0028107234,-0.034973387,-0.024750624,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.116960496,-0.0087397685,-0.12514752,1.5017818,1.5455221,nan,0.10802246,0.0048508313,0.0033868586,0.028318552,0.01940553,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
957953026,957951638,0,nan,nan,-0.28256005,-0.32265395,-0.14603338,-0.27849692,-0.32491705,-0.13116442,-0.0015339591,-0.00209307,-0.035090346,-0.023282353,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.24287443,-0.0029301988,-0.017491464,1.5014026,1.5455221,nan,0.10832108,0.0049372856,0.0034444926,0.028502567,0.01949011,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
958041240,958040006,0,nan,nan,-0.28256994,-0.32258168,-0.14585713,-0.27849692,-0.32491705,-0.13116442,-0.0020289393,-0.00092856865,-0.033322364,-0.02015486,-1.10827386e-07,-1.1289725e-05,0.00077675283,-0.07378422,0.14129351,-0.013727603,1.5014917,1.5455221,nan,0.10811005,0.005113675,0.003561688,0.028966956,0.019833377,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
958147947,958141080,0,nan,nan,-0.28264305,-0.32253623,-0.1457347,-0.27849692,-0.32491705,-0.13116442,-0.0013490943,-0.000567472,-0.030730681,-0.01630075,-1.10827386e-07,-1.1289725e-05,0.00077675283,-0.13605866,-0.00024153244,-0.011941261,1.5014653,1.5455221,nan,0.10814113,0.004986576,0.0034744225,0.0286892,0.019617965,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
958251599,958249806,0,nan,nan,-0.2825857,-0.32229945,-0.14445587,-0.27849692,-0.32491705,-0.13116442,-0.0017107051,-0.00014396195,-0.025786879,-0.010042397,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.16851865,0.089911185,0.038877476,1.5012494,1.5455221,nan,0.107107244,0.0049881865,0.0034730025,0.028703311,0.019616328,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
958355018,958353524,0,nan,nan,-0.28253147,-0.32206768,-0.14319687,-0.27849692,-0.32491705,-0.13116442,-0.00051686756,0.0013774676,-0.021803932,-0.0048882347,-1.10827386e-07,-1.1289725e-05,0.00077675283,0.059889562,0.1612147,-0.050174717,1.5016701,1.5455221,nan,0.10636046,0.0048099556,0.0033544411,0.028200708,0.019406509,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
