timestamp,bias_x[0],bias_x[1],bias_x[2],bias_x[3],bias_y[0],bias_y[1],bias_y[2],bias_y[3],bias_z[0],bias_z[1],bias_z[2],bias_z[3],valid[0],valid[1],valid[2],valid[3],stable[0],stable[1],stable[2],stable[3]
986547824,-0.00013057255,0.0,0.0,0.0,-0.00036742943,0.0,0.0,0.0,0.0006386955,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1111597062,-1.3107108e-05,0.0,0.0,0.0,-6.155562e-06,0.0,0.0,0.0,1.8054881e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1111616923,-2.097241e-05,0.0,0.0,0.0,-1.3115079e-05,0.0,0.0,0.0,-2.4652476e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1111796922,6.3188722e-06,0.0,0.0,0.0,6.873709e-05,0.0,0.0,0.0,-4.7167003e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1111996923,-2.1249667e-05,0.0,0.0,0.0,7.0776754e-05,0.0,0.0,0.0,-8.1472244e-05,0.0,0.0,0.0,0,0,0,0,0,0,0,0
