timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
987577627,6946858,6684714,0,0,0,0,0,0,0,0,801.61285,664.6107,1603.2257,1993.8322,0.15874538,0.009570576,5.6653066e-10,-0.15915808,0.13139942,-10.083258,0.003911042,-0.0003956696,0.0007203216,0.10115656,0.09804339,0.06158538,0.00015250198,0.0002114344,0.0003633185,45.125,nan
988501437,6946858,6684714,0,0,0,0,0,0,0,0,801.6116,664.643,1603.2231,1993.929,0.13739964,0.009143327,4.5777798e-10,-0.15584008,0.145762,-10.078227,0.003238834,7.532163e-05,-0.0010598844,0.107305,0.059655443,0.04579932,0.00015619154,0.0002200578,0.000302325,45.125,nan
989553070,6946858,6684714,0,0,0,0,0,0,0,0,801.614,664.64404,1603.228,1993.9323,0.13296069,0.009599502,4.1873888e-10,-0.17225271,0.14012569,-10.090868,0.0036640977,0.0010343873,-8.748558e-05,0.11921869,0.15328187,0.037970714,0.00015399184,0.00014922739,0.00027764635,45.073795,nan
990579202,6946858,6684714,0,0,0,0,0,0,0,0,801.62335,664.6447,1603.2467,1993.9341,0.14133924,0.009529863,2.413635e-10,-0.15810281,0.13845754,-10.088012,0.0031399934,0.0017754406,-0.00014203496,0.11940998,0.1458737,0.032446813,0.00018447758,0.00014065161,0.00040820724,44.82738,nan
991515010,6946858,6684714,0,0,0,0,0,0,0,0,801.6296,664.6395,1603.2592,1993.9186,0.159596,0.009229821,3.6447748e-10,-0.16576816,0.11969493,-10.08881,0.0055830777,-0.0001748125,-0.00040971715,0.1730671,0.1767826,0.061364595,0.00010350808,0.00022494073,0.00038905593,44.745255,nan
992550158,6946858,6684714,0,0,0,0,0,0,0,0,801.6375,664.64197,1603.275,1993.9259,2.8331296,0.041825432,1.0409243e-08,-0.19067699,0.25272214,-10.077068,0.008735168,-0.010581626,6.0871476e-05,96.91663,90.08408,8.206622,0.0025050729,0.0039805616,0.033633646,44.625,nan
993577714,6946858,6684714,0,0,0,0,0,0,0,0,801.65875,664.6503,1603.3175,1993.9509,2.454962,0.07162994,5.923897e-08,0.21398172,0.008517942,-10.035043,-0.020578468,0.08798973,-0.02260913,123.902954,103.73714,77.80654,0.051323045,0.08179616,0.14888304,44.455128,nan
994502974,6946858,6684714,0,0,0,0,0,0,0,0,801.6868,664.65375,1603.3737,1993.9612,1.8656209,0.061692566,6.6538355e-08,0.16390541,0.22326635,-10.120019,-0.007072172,-0.007506171,0.013690615,54.198975,101.17954,78.57212,0.10669744,0.27621454,0.107070945,44.375,nan
995544071,6946858,6684714,0,0,0,0,0,0,0,0,801.72156,664.65717,1603.4431,1993.9716,2.1394396,0.05884981,4.1221003e-08,0.21303155,0.055912167,-10.273101,-0.008385541,-0.031848673,-0.013007153,29.032394,168.96216,139.00346,0.08100555,0.21129702,0.06893124,43.296875,nan
996567211,6946858,6684714,0,0,0,0,0,0,0,0,801.76373,664.6608,1603.5275,1993.9824,1.6872219,0.054778498,5.544351e-08,0.08980405,0.06137278,-10.171766,0.025754033,-0.00866415,-0.008293843,70.78815,158.29445,82.1401,0.0822091,0.15040608,0.1546201,42.464287,nan
