timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
986961647,986792125,171865829443,0.00023461488,0.0015254519,0.0010034923,0,0.003674001,0.0015094059,0.00042020512,nan,0.006711035,0.017165244,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
986968547,986801198,171865829443,0.00023810014,0.0015435679,0.001013185,0,0.0036307015,0.0015034999,0.0004199232,nan,0.0067513473,0.016885698,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
987163982,986993738,171865829443,0.00025888553,0.0015762834,0.0010945175,0,0.0037752124,0.0015251676,0.00037915743,nan,0.006761579,0.011204885,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
987356570,987207432,171865829443,0.00029951154,0.001975227,0.0013265299,0,0.0037282594,0.0015190094,0.00033419498,nan,0.009244222,0.011844789,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
987563092,987332266,171865829443,0.00029329208,0.0021312782,0.001453103,0,0.0037855299,0.0015281235,0.0003012842,nan,0.010522297,0.019759415,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
987761573,987621188,171865829443,0.00025807146,0.0016578382,0.0015002651,0,0.0036919496,0.0015177286,0.00020521073,nan,0.009826195,0.036154695,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
987963150,987770094,171865829443,0.0001644548,0.0012271805,0.0014776185,0,0.0036020635,0.0015025561,0.00019714431,nan,0.0085045695,0.045098886,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
988162211,987982284,171865829443,4.2353913e-05,0.00087621127,0.0014591159,0,0.0036845226,0.0015116533,0.00011827534,nan,0.0060618776,0.05761343,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
988363329,988141721,171865829443,0.00016558982,0.0015238626,0.0016512924,0,0.0037565667,0.001524549,3.025438e-05,nan,0.002515992,0.06681429,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
988566256,988358424,171865829443,0.00027349716,0.0023524552,0.0021020663,0,0.00377034,0.0015320624,0.00012647256,nan,0.006812633,0.07889344,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
988764859,988566008,171865829443,0.0002798346,0.0025850066,0.0024667736,0,0.0037403922,0.0015289884,0.00012912271,nan,0.0078633865,0.09035686,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
988954435,988723987,171865829443,0.00020775606,0.0023009554,0.002531019,0,0.003712039,0.0015230147,0.00012925974,nan,0.0071905456,0.09812556,nan,nan,nan,0.018008,6946858,6684714,6815762,589834,nan,nan,nan,nan,0,431,4,1,5,2,2,0,0,0,0,0,0,0,0
