timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,source_type,source_id
1035117136,0,0,0,0,0
1035623084,0,0,0,0,0
1036129474,0,0,0,0,0
1036637085,0,0,0,0,0
1037144065,0,0,0,0,0
1037650065,0,0,0,0,0
1038156067,0,0,0,0,0
1038662149,0,0,0,0,0
1039168066,0,0,0,0,0
1039674565,0,0,0,0,0
1040182066,0,0,0,0,0
1040688074,0,0,0,0,0
1041194066,0,0,0,0,0
1041700066,0,0,0,0,0
1042208065,0,0,0,0,0
1042714139,0,0,0,0,0
1043220066,0,0,0,0,0
1043726086,0,0,0,0,0
1044233496,0,0,0,0,0
1044739066,0,0,0,0,0
1045245066,0,0,0,0,0
1045751203,0,0,0,0,0
1046258115,0,0,0,0,0
1046765067,0,0,0,0,0
1047271066,0,0,0,0,0
1047777078,0,0,0,0,0
1048283087,0,0,0,0,0
1048790065,0,0,0,0,0
1049296080,0,0,0,0,0
1049802066,0,0,0,0,0
1050308228,0,0,0,0,0
1050814067,0,0,0,0,0
1051321084,0,0,0,0,0
1051827419,0,0,0,0,0
1052334324,0,0,0,0,0
1052841158,0,0,0,0,0
1053347065,0,0,0,0,0
1053853350,0,0,0,0,0
1054359083,0,0,0,0,0
1054866086,0,0,0,0,0
1055372391,0,0,0,0,0
1055878085,0,0,0,0,0
1056384088,0,0,0,0,0
1056891086,0,0,0,0,0
1057397851,0,0,0,0,0
1057903084,0,0,0,0,0
1058411088,0,0,0,0,0
1058917084,0,0,0,0,0
1059423086,0,0,0,0,0
1059931686,0,0,0,0,0
1060438080,0,0,0,0,0
1060944066,0,0,0,0,0
1061451066,0,0,0,0,0
1061957170,0,0,0,0,0
1062464123,0,0,0,0,0
1062970149,0,0,0,0,0
1063476128,0,0,0,0,0
1063984066,0,0,0,0,0
1064490778,0,0,0,0,0
1064996066,0,0,0,0,0
1065503066,0,0,0,0,0
1066010081,0,0,0,0,0
1066516259,0,0,0,0,0
1067022080,0,0,0,0,0
1067529065,0,0,0,0,0
1068035107,0,0,0,0,0
1068541733,0,0,0,0,0
1069049069,0,0,0,0,0
1069555067,0,0,0,0,0
1070061066,0,0,0,0,0
1070567066,0,0,0,0,0
1071074064,0,0,0,0,0
1071580114,0,0,0,0,0
1072087066,0,0,0,0,0
1072594064,0,0,0,0,0
1073100067,0,0,0,0,0
1073608066,0,0,0,0,0
1074116147,0,0,0,0,0
1074622065,0,0,0,0,0
1075129652,0,0,0,0,0
1075636163,0,0,0,0,0
1076143143,0,0,0,0,0
1076650118,0,0,0,0,0
1077158403,0,0,0,0,0
1077666065,0,0,0,0,0
1078173068,0,0,0,0,0
1078679670,0,0,0,0,0
1079187249,0,0,0,0,0
1079694086,0,0,0,0,0
1080200066,0,0,0,0,0
1080706097,0,0,0,0,0
1081213065,0,0,0,0,0
1081721357,0,0,0,0,0
1082229379,0,0,0,0,0
1082735323,0,0,0,0,0
1083242066,0,0,0,0,0
1083749067,0,0,0,0,0
1084255065,0,0,0,0,0
1084762130,0,0,0,0,0
1085268368,0,0,0,0,0
1085774066,0,0,0,0,0
1086282066,0,0,0,0,0
1086790088,0,0,0,0,0
1087297083,0,0,0,0,0
1087803112,0,0,0,0,0
1088309154,0,0,0,0,0
1088816156,0,0,0,0,0
1089322107,0,0,0,0,0
1089828086,0,0,0,0,0
1090334086,0,0,0,0,0
1090840282,0,0,0,0,0
1091346107,0,0,0,0,0
1091853087,0,0,0,0,0
1092360001,0,0,0,0,0
1092866708,0,0,0,0,0
1093372438,0,0,0,0,0
1093878604,0,0,0,0,0
1094385265,0,0,0,0,0
1094892132,0,0,0,0,0
1095398984,0,0,0,0,0
1095907370,0,0,0,0,0
1096415369,0,0,0,0,0
1096921612,0,0,0,0,0
1097429067,0,0,0,0,0
1097935095,0,0,0,0,0
1098443066,0,0,0,0,0
1098950066,0,0,0,0,0
1099456065,0,0,0,0,0
1099963218,0,0,0,0,0
1100470069,0,0,0,0,0
1100976100,0,0,0,0,0
1101484069,0,0,0,0,0
1101991154,0,0,0,0,0
1102498069,0,0,0,0,0
1103004366,0,0,0,0,0
1103510070,0,0,0,0,0
1104016070,0,0,0,0,0
1104522240,0,0,0,0,0
1105028071,0,0,0,0,0
1105534295,0,0,0,0,0
1106040069,0,0,0,0,0
1106546098,0,0,0,0,0
1107052122,0,0,0,0,0
1107558172,0,0,0,0,0
1108064084,0,0,0,0,0
1108570069,0,0,0,0,0
1109076070,0,0,0,0,0
1109582071,0,0,0,0,0
1110090100,0,0,0,0,0
1110598070,0,0,0,0,0
1111108429,0,0,0,0,0
1111619138,0,0,0,0,0
