timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_filtered[0],innovation_filtered[1],innovation_filtered[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],test_ratio_filtered[0],test_ratio_filtered[1],test_ratio_filtered[2],estimator_instance,innovation_rejected,fused
987332994,987188773,987192386,0,0.034745965,-0.2090601,0.31431243,0.0025000002,0.0025000002,0.0025000002,-0.013767615,0.005983442,-0.01705727,-0.000647933,0.0075096916,-0.016007142,0.0025068473,0.0025017692,0.0025015422,0.008401311,0.0015897705,0.012922803,0.0030162733,-0.011894848,-0.1902456,1,0,1
987823223,987678853,987681371,0,0.022758227,-0.20917514,0.2912743,0.0025000002,0.0025000002,0.0025000002,-0.0018011592,0.0061282218,0.005983621,0.008685655,0.0020074397,-0.0010650789,0.0025068305,0.002501764,0.0025015392,0.00014379267,0.0016678927,0.0015903162,0.011323086,-0.0075391033,-0.0728972,1,0,1
988320027,988099158,988102649,0,0.019510593,-0.20052966,0.27420452,0.0025000002,0.0025000002,0.0025000002,0.0014528744,-0.0025833398,0.022981972,0.006720715,0.003028283,0.008952571,0.0025068126,0.002501761,0.0025015373,9.356033e-05,0.00029639102,0.02345982,0.008018538,-0.0013280896,-0.024956116,1,0,1
988797023,988588860,988596099,0,0.011889293,-0.22473396,0.27725118,0.0025000002,0.0025000002,0.0025000002,0.008802168,0.021647409,0.019871026,0.01227342,0.00084425736,0.013713942,0.0025068251,0.0025017746,0.0025015431,0.0034340986,0.02081293,0.017538177,0.011471784,-0.00067713135,-0.001119782,1,0,1
989282867,989078653,989082072,0,0.0027076164,-0.210062,0.28119808,0.0025000002,0.0025000002,0.0025000002,0.017944384,0.006903827,0.015847385,0.008730881,0.0038102407,0.013642964,0.0025068026,0.0025017755,0.002501543,0.014272318,0.0021172317,0.011154504,0.007463064,0.003073535,0.006102003,1,0,1
989776452,989568807,989574063,0,0.030107241,-0.20019898,0.28587317,0.0025000002,0.0025000002,0.0025000002,-0.0095273,-0.0029732883,0.011130333,0.004373243,0.003238684,0.0110865235,0.0025067898,0.0025017723,0.0025015417,0.00402327,0.00039273477,0.005502731,0.005143665,0.0021949017,0.006746948,1,0,1
990277711,990058571,990061540,0,0.027658073,-0.22024956,0.294868,0.0025000002,0.0025000002,0.0025000002,-0.0070280395,0.017037824,0.002172619,0.0011933966,0.008708618,-0.0002666641,0.002506758,0.0025017688,0.00250154,0.0021893412,0.012892108,0.0002096726,0.004500626,0.007921929,-0.0018280499,1,0,1
990821889,990618525,990624244,0,0.016412701,-0.20589969,0.30495423,0.0025000002,0.0025000002,0.0025000002,0.004214924,0.0026390105,-0.007886589,-0.0019193805,0.008761352,-0.006059397,0.0025067234,0.0025017634,0.0025015383,0.0007874636,0.00030934042,0.002762732,-0.0028723571,0.0068625305,-0.0064323605,1,0,1
991312463,991108571,991110215,0,0.042006247,-0.17436244,0.2859309,0.0025000002,0.0025000002,0.0025000002,-0.021443646,-0.028962567,0.0111373365,-0.0032047536,0.002802881,-0.004626413,0.002506712,0.0025017657,0.0025015394,0.020382164,0.037257038,0.005509848,-0.0033326873,0.0006082687,-0.003343608,1,0,1
991798641,991598824,991608267,0,0.03161969,-0.20515442,0.2998511,0.0025000002,0.0025000002,0.0025000002,-0.01086618,0.0019310415,-0.0026882887,-0.008195772,0.007429046,-0.005413078,0.0025066824,0.0025017634,0.002501538,0.0052337376,0.00016555215,0.00032095486,-0.009845841,0.0071181674,-0.0038773022,1,0,1
