timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,heading_var,unaided_heading,delta_heading,tilt_var,ref_alt,dist_bottom,dist_bottom_var,delta_dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max_z,hagl_max_xy,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_reset_counter,dist_bottom_sensor_bitfield,dead_reckoning
987218333,987217561,0,nan,nan,-0.010108932,-0.32256654,-0.2114911,-89.03775,-8.773255,-0.16431995,0.0017370925,-0.00012131053,-0.021495424,-0.020030197,-2.6658108,1.0368658,0.00093897234,-0.09254771,0.0017071634,-0.087659486,1.7023185,0.000113840615,-0.35150546,0.22795644,1.0467686e-05,nan,0.1,0.010000001,-0.16431995,0.0036321084,0.0014807046,0.010612775,0.001550526,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
987718466,987717750,0,nan,nan,-0.008990345,-0.32224548,-0.2280361,-89.03775,-8.773255,-0.16431995,0.0042622727,0.0022749947,-0.055479214,-0.052393787,-2.6658108,1.0368658,0.00093897234,-0.0059703547,0.06861571,-0.0554535,1.702311,0.00011356162,-0.35157976,0.22795644,1.0373642e-05,nan,0.1,0.010000001,-0.16431995,0.0034837355,0.0014556262,0.010402242,0.0015360255,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
988218597,988217863,0,nan,nan,-0.008247661,-0.32169092,-0.25415793,-89.03775,-8.773255,-0.16431995,0.0053981203,0.0006889679,-0.09116135,-0.08085657,-2.6658108,1.0368658,0.00093897234,0.048912246,0.027026827,-0.052794933,1.7023495,0.00011360056,-0.35158953,0.22795644,1.037008e-05,nan,0.099999994,0.010000001,-0.16431995,0.0035852238,0.0014678177,0.010569277,0.0015448321,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
988719010,988718065,0,nan,nan,-0.009205405,-0.3230455,-0.28039464,-89.03775,-8.773255,-0.16431995,0.002683589,-0.0026155596,-0.11350631,-0.08859343,-2.6658108,1.0368658,0.00093897234,0.02274531,0.014537515,-0.10873377,1.7021369,0.000113506314,-0.3518515,0.22795644,1.0288872e-05,nan,0.099999994,0.010000001,-0.16431995,0.003496304,0.0014592274,0.010396221,0.0015388244,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
989218684,989218161,0,nan,nan,-0.010085037,-0.3238387,-0.2956764,-89.03775,-8.773255,-0.16431995,0.0021798671,-0.0023858612,-0.113910966,-0.06950894,-2.6658108,1.0368658,0.00093897234,0.093551315,0.024407906,-0.014052854,1.7022916,0.00011335401,-0.3517651,0.22795644,1.0309535e-05,nan,0.099999994,0.010000001,-0.16431995,0.00354153,0.0014744432,0.010504056,0.0015499304,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
989718904,989718354,0,nan,nan,-0.01096999,-0.32341483,-0.33103114,-89.03775,-8.773255,-0.16431995,0.0002353403,-0.0006924647,-0.12518136,-0.086940125,-2.6658108,1.0368658,0.00093897234,0.007317675,0.06700374,0.04988736,1.7022773,0.0001135141,-0.35183045,0.22795644,1.0310661e-05,nan,0.099999994,0.010000001,-0.16431995,0.0035741047,0.002171372,0.010465276,0.00190069,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
990218998,990218483,0,nan,nan,-0.010720173,-0.32199267,-0.39679724,-89.03775,-8.773255,-0.16431995,0.00064920576,0.001295691,-0.14656363,-0.12424323,-2.6658108,1.0368658,0.00093897234,-0.05092828,0.079598375,-0.0431402,1.7022556,0.00011360679,-0.3519053,0.22795644,1.0411435e-05,nan,0.099999994,0.010000001,-0.16431995,0.0036436028,0.0030694562,0.010686376,0.0022520558,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
990719232,990718684,0,nan,nan,-0.010724691,-0.32216895,-0.47847378,-89.03775,-8.773255,-0.16431995,0.00014629545,-0.0014777831,-0.16933645,-0.15791228,-2.6658108,1.0368658,0.00093897234,0.06295463,-0.109368384,-0.09416335,1.7022643,0.000113874965,-0.3519515,0.22795644,1.0434114e-05,nan,0.099999994,0.010000001,-0.16431995,0.0037221615,0.004153946,0.010761059,0.002608229,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
991219416,991218887,0,nan,nan,-0.011811909,-0.32258424,-0.5711856,-89.03775,-8.773255,-0.16431995,-0.0035998977,-0.00020759563,-0.18920049,-0.18386172,-2.6658108,1.0368658,0.00093897234,-0.013398159,-0.045085073,-0.056411922,1.7023178,0.000113870505,-0.35194945,0.22795644,1.0395972e-05,nan,0.099999994,0.010000001,-0.16431995,0.0035705557,0.005420433,0.010554455,0.002971335,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
991723910,991719087,0,nan,nan,-0.012805983,-0.3217153,-0.67489976,-89.03775,-8.773255,-0.16431995,-0.0039056013,0.0023593171,-0.2199991,-0.21774413,-2.6658108,1.0368658,0.00093897234,-0.09001198,0.11185148,-0.13269384,1.7022401,0.00011368043,-0.35207665,0.22795644,1.0355552e-05,nan,0.100000024,0.010000001,-0.16431995,0.0035256927,0.0068683503,0.010463924,0.0033421337,inf,inf,inf,inf,inf,1,1,1,1,5,2,4,1,2,1,0,0,0,2,0,0
