timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],states[24],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
987194568,987019361,0.65844136,0.004491169,-0.013444691,0.7524986,-0.00027853058,-0.0041600573,0.004401137,0.0,0.0,-0.20553201,3.0355255e-05,0.0015653343,-0.00018936266,0.033904605,0.047866095,0.0024096523,0.1893231,0.000732383,0.29759845,0.03808959,-0.011026992,0.0018793105,0.0,0.0,-0.10553182,5.838761e-06,5.158073e-06,0.00011889374,5.924164e-05,5.9239846e-05,2.4820886e-06,6.9625103e-06,6.962462e-06,2.3120797e-06,1.5947835e-07,1.5942209e-07,3.1387356e-07,0.00036818287,0.0002596518,6.674874e-07,0.00031035318,2.9238254e-06,0.0012514438,9.73122e-06,0.00031338565,0.0012492693,1.0,1.0,0.010000001,25
987690687,987511309,0.6584699,0.0046646805,-0.013653199,0.75246876,0.0011573087,-0.001113837,0.0076775127,0.0,0.0,-0.20401666,3.7258804e-05,0.0015887023,-0.00019035254,0.033955127,0.04784792,0.0026221918,0.18951747,0.00072709745,0.29755166,0.037987985,-0.010857157,0.0019208281,0.0,0.0,-0.104016654,5.7929083e-06,5.1118004e-06,0.00011897441,5.9415153e-05,5.9415946e-05,2.4764902e-06,7.138748e-06,7.1387594e-06,2.3375412e-06,1.5985275e-07,1.5979262e-07,3.1353565e-07,0.00036818025,0.0002596518,6.6906176e-07,0.0003099638,2.9217997e-06,0.0012514393,9.708305e-06,0.00031296903,0.001249265,1.0,1.0,0.010000001,25
988187261,987992770,0.6585024,0.004735763,-0.013706499,0.75243884,-0.0007365087,0.0031323407,0.009339654,0.0,0.0,-0.20250382,3.6324356e-05,0.0015884201,-0.00018980505,0.034123953,0.047821905,0.0030352531,0.18963918,0.00072571804,0.29748726,0.037910108,-0.010762481,0.0019478962,0.0,0.0,-0.102503814,5.733468e-06,5.051712e-06,0.00011874189,5.613227e-05,5.612867e-05,2.4164415e-06,6.6570774e-06,6.6569874e-06,2.2701302e-06,1.5990645e-07,1.5984757e-07,3.127279e-07,0.00036817274,0.0002596518,6.6740523e-07,0.00030957593,2.9194434e-06,0.0012514321,9.685925e-06,0.0003125545,0.0012492582,1.0,1.0,0.010000001,25
988686900,988487771,0.65853983,0.0045711766,-0.013577296,0.75240946,-0.0006077833,0.00091598666,0.011138147,0.0,0.0,-0.20124193,3.6108187e-05,0.0015657345,-0.00019092744,0.034398746,0.047785137,0.003633218,0.18983229,0.0007147984,0.29737857,0.03784366,-0.010561975,0.0019843758,0.0,0.0,-0.101241924,5.8288792e-06,5.146579e-06,0.00011883517,5.5084416e-05,5.5083965e-05,2.4558517e-06,6.444661e-06,6.4446035e-06,2.2723818e-06,1.6023495e-07,1.6018156e-07,3.1236044e-07,0.00036816343,0.0002596518,6.723017e-07,0.00030920323,2.9178284e-06,0.001251428,9.663786e-06,0.00031215439,0.0012492517,1.0,1.0,0.010000001,25
989195172,989002330,0.65851206,0.0045248284,-0.013592013,0.75243384,0.0005322484,-0.0018657199,0.012749057,0.0,0.0,-0.19981526,3.889925e-05,0.0015619652,-0.00019092322,0.034791846,0.04773746,0.0044003306,0.18986535,0.0007201651,0.29733843,0.03777217,-0.010571183,0.0019789485,0.0,0.0,-0.09981526,5.9595277e-06,5.2768605e-06,0.00011907907,5.953597e-05,5.9534214e-05,2.527125e-06,6.871943e-06,6.871911e-06,2.3071075e-06,1.6099462e-07,1.6094103e-07,3.1270136e-07,0.00036815144,0.0002596518,6.800386e-07,0.00030883533,2.9166358e-06,0.0012514264,9.641952e-06,0.00031175875,0.0012492477,1.0,1.0,0.010000001,25
989696352,989494367,0.65852165,0.0045294412,-0.013667165,0.75242406,0.00071784545,-0.0015450211,0.012978393,0.0,0.0,-0.19897304,3.8807008e-05,0.001573845,-0.00019118184,0.0352809,0.047694318,0.0052507697,0.19001693,0.0007130495,0.2972596,0.037701767,-0.010423145,0.0020023142,0.0,0.0,-0.09897304,5.8980518e-06,5.2152654e-06,0.00011919521,6.1020703e-05,6.1019902e-05,2.5452025e-06,7.257905e-06,7.257858e-06,2.366811e-06,1.6122925e-07,1.6117174e-07,3.1217448e-07,0.0003681371,0.0002596518,6.836876e-07,0.0003084873,2.914733e-06,0.0012514237,9.620447e-06,0.00031138386,0.0012492432,1.0,1.0,0.010000001,25
990195675,989978789,0.6585302,0.004616907,-0.013710518,0.75241524,0.0010099605,-0.001504347,0.012257539,0.0,0.0,-0.19889262,3.6449313e-05,0.0015851738,-0.00019107017,0.03587507,0.047664028,0.006212589,0.18992114,0.000723708,0.29730842,0.037665237,-0.010563109,0.0019784854,0.0,0.0,-0.09889262,5.8543237e-06,5.171694e-06,0.000119025244,5.8311507e-05,5.831123e-05,2.4874719e-06,6.6753964e-06,6.6753823e-06,2.2838872e-06,1.6176611e-07,1.6170598e-07,3.1180008e-07,0.00036811954,0.0002596518,6.8469035e-07,0.00030813526,2.9128137e-06,0.0012514192,9.5994055e-06,0.0003110051,0.0012492369,1.0,1.0,0.010000001,25
990688170,990494898,0.6584581,0.0046218364,-0.013753532,0.75247747,0.0012090538,0.00011337378,0.010722489,0.0,0.0,-0.19889422,3.1825548e-05,0.0015916983,-0.00018970032,0.036514226,0.047655985,0.007192594,0.18969734,0.00073774246,0.2973869,0.037687656,-0.010819191,0.0019206019,0.0,0.0,-0.098893724,5.8685055e-06,5.1862107e-06,0.00011898888,5.891519e-05,5.8914873e-05,2.5156141e-06,6.932264e-06,6.9322537e-06,2.304356e-06,1.6230372e-07,1.622435e-07,3.1135693e-07,0.00036810013,0.0002596518,6.897845e-07,0.00030776625,2.9103533e-06,0.0012514126,9.575813e-06,0.0003106062,0.0012492286,1.0,1.0,0.010000001,25
991188996,990988349,0.6584567,0.0045594317,-0.0137528675,0.7524792,9.9358636e-05,0.0007997408,0.008261011,0.0,0.0,-0.19967018,2.9243123e-05,0.001589235,-0.00018959896,0.037077986,0.047658958,0.008089424,0.18969865,0.00074174756,0.29742864,0.037631363,-0.010851299,0.0019206121,0.0,0.0,-0.09967018,5.84968e-06,5.1679845e-06,0.000119039636,5.86507e-05,5.8650487e-05,2.5188167e-06,6.9397574e-06,6.939743e-06,2.327114e-06,1.6265679e-07,1.6259905e-07,3.1124432e-07,0.00036808234,0.0002596518,6.92308e-07,0.0003074362,2.9085188e-06,0.0012514078,9.555537e-06,0.00031024954,0.001249222,1.0,1.0,0.010000001,25
991688409,991495426,0.6584114,0.0047169235,-0.013652288,0.7525197,0.0009985745,-0.00045129444,0.0074350485,0.0,0.0,-0.20078921,2.7149805e-05,0.0015846984,-0.00018915441,0.037525825,0.0476468,0.008924837,0.18953148,0.00075163605,0.2974568,0.03765319,-0.01103987,0.0018871753,0.0,0.0,-0.10078921,5.7996253e-06,5.1185534e-06,0.000118910204,5.6819303e-05,5.681956e-05,2.4684632e-06,6.4959077e-06,6.4959145e-06,2.27196e-06,1.627729e-07,1.6271754e-07,3.1090522e-07,0.00036806831,0.0002596518,6.9154703e-07,0.00030709946,2.9067241e-06,0.0012514042,9.535534e-06,0.00030988638,0.0012492165,1.0,1.0,0.010000001,25
