timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode
1092546087,1,0,1,0,0,0,0
1093053093,1,0,1,0,0,0,0
1093559460,1,0,1,0,0,0,0
1094066343,1,0,1,0,0,0,0
1094573086,1,0,1,0,0,0,0
1095079087,1,0,1,0,0,0,0
1095586067,1,0,1,0,0,0,0
1096094079,1,0,1,0,0,0,0
1096602341,1,0,1,0,0,0,0
1097108068,1,0,1,0,0,0,0
1097616069,1,0,1,0,0,0,0
1098124156,1,0,1,0,0,0,0
1098630067,1,0,1,0,0,0,0
1099137068,1,0,1,0,0,0,0
1099644678,1,0,1,0,0,0,0
1100150359,1,0,1,0,0,0,0
1100657069,1,0,1,0,0,0,0
1100701624,1,0,1,0,0,0,0
1101207505,1,0,1,0,0,0,0
1101715091,1,0,1,0,0,0,0
1102222561,1,0,1,0,0,0,0
1102729073,1,0,1,0,0,0,0
1103235072,1,0,1,0,0,0,0
1103741252,1,0,1,0,0,0,0
1104247073,1,0,1,0,0,0,0
1104753531,1,0,1,0,0,0,0
1105259072,1,0,1,0,0,0,0
1105765073,1,0,1,0,0,0,0
1106271479,1,0,1,0,0,0,0
1106777071,1,0,1,0,0,0,0
1107283499,1,0,1,0,0,0,0
1107789092,1,0,1,0,0,0,0
1108086273,1,0,1,0,0,0,0
1108163336,1,0,1,0,0,0,0
1108669071,1,0,1,0,0,0,0
1109175071,1,0,1,0,0,0,0
1109682072,1,0,1,0,0,0,0
1110190408,1,0,1,0,0,0,0
1110697289,1,0,1,0,0,0,0
1111083208,0,0,1,0,0,0,0
1111108615,0,0,1,0,0,0,0
1111619141,0,0,1,0,0,0,0
