timestamp,mode_req_angular_velocity,mode_req_attitude,mode_req_local_alt,mode_req_local_position,mode_req_local_position_relaxed,mode_req_global_position,mode_req_mission,mode_req_offboard_signal,mode_req_home_position,mode_req_wind_and_flight_time_compliance,mode_req_prevent_arming,mode_req_manual_control,mode_req_other,angular_velocity_invalid,attitude_invalid,local_altitude_invalid,local_position_invalid,local_position_invalid_relaxed,local_velocity_invalid,global_position_invalid,auto_mission_missing,offboard_control_signal_lost,home_position_invalid,manual_control_signal_lost,gcs_connection_lost,battery_warning,battery_low_remaining_time,battery_unhealthy,geofence_breached,mission_failure,vtol_fixed_wing_system_failure,wind_limit_exceeded,flight_time_limit_exceeded,local_position_accuracy_low,navigator_failure,fd_critical_failure,fd_esc_arming_failure,fd_imbalanced_prop,fd_motor_failure
1006702511,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007232424,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1007783301,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008324299,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008875258,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009415337,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009965417,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010517325,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011068234,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011609490,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012159230,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1012710229,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013260232,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013800231,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014351244,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014902308,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015442300,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015992264,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016532259,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017083394,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017634249,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018195224,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018745647,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019285942,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019835225,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020386225,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1020936246,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021486924,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022026610,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1022576266,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023126342,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023677295,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024227278,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024777680,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025328060,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025867225,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026417282,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026967411,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027519612,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028069304,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1028619944,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029159290,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029709721,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030259314,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030810240,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031361345,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031912224,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032452572,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033002758,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033543244,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034094454,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034644823,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035194242,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035744450,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036294866,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036836670,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037386279,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037936224,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1038486224,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039036242,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039586239,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040137267,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1040677243,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041227416,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041778246,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042318273,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042868247,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043418794,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043969055,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1044508523,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045058274,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045608266,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046158450,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046698596,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047238825,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047788259,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048338270,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048878243,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049428508,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049978225,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050528310,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051068249,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051618360,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052168225,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052698481,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053248249,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053798251,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054348299,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054888278,16700542,16699518,16646270,16384056,262212,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055438245,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055988282,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1056539522,16700542,16699518,16646270,16384056,8650820,56,8,16384,32,2621464,3944480,33863,2130706432,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
