timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1055642104,1055642062,6946858,-2.7527335,-15.316905,-5.6060233,30.375,0,0,0,0,2
1056642907,1056642865,6946858,1.3431472,-1.1528081,-4.9254713,30.25,0,0,0,0,2
1057639982,1057639922,6946858,-15.329475,-8.717887,-3.0041246,30.25,0,0,0,0,2
1058641903,1058641861,6946858,-4.171298,1.745373,-17.473482,30.25,0,0,0,0,2
1059642632,1059642576,6946858,1.8154035,-21.084538,-17.886482,30.125,0,0,0,0,2
1060643253,1060643209,6946858,-2.0165164,-24.794353,-6.9383965,29.875,0,0,0,0,2
1061640172,1061640129,6946858,-7.7464395,-2.4474726,11.775881,29.75,0,0,0,0,2
1062642080,1062642035,6946858,7.891887,-8.527548,-2.7922378,29.75,0,0,0,0,2
1063642733,1063642691,6946858,5.6096144,18.18097,-23.381176,29.75,0,0,0,0,2
1064640899,1064640857,6946858,-8.721478,15.492879,-3.7134068,29.625,0,0,0,0,2
1065641513,1065641469,6946858,15.022419,5.643732,-26.403255,29.625,0,0,0,0,2
1066642184,1066642134,6946858,0.10594343,13.48175,-16.038757,29.5,0,0,0,0,2
1067642810,1067642754,6946858,5.149928,28.764538,-27.642256,29.5,0,0,0,0,2
1068640909,1068640844,6946858,16.455349,11.874641,0.7200562,29.375,0,0,0,0,2
1069641433,1069641390,6946858,2.8892028,20.736181,-22.449232,29.375,0,0,0,0,2
1070641991,1070641947,6946858,8.545505,-11.774085,-14.013263,29.25,0,0,0,0,2
1071641295,1071641236,6946858,-5.48751,-17.170017,-13.171103,29.125,0,0,0,0,2
1072640484,1072640442,6946858,0.8655039,2.3092074,-8.72507,29.125,0,0,0,0,2
1073642268,1073642224,6946858,-2.7383683,12.715007,-10.326791,29.125,0,0,0,0,2
1074642790,1074642713,6946858,-9.569026,5.837662,-14.991893,29.0,0,0,0,0,2
1075640766,1075640724,6946858,13.8642235,4.210802,-10.632051,29.0,0,0,0,0,2
1076641190,1076641148,6946858,0.32321724,-4.372411,2.3056161,29.125,0,0,0,0,2
1077642824,1077642783,6946858,-4.4819455,-6.2345014,-2.5210943,29.125,0,0,0,0,2
1078639528,1078639437,6946858,-0.012569559,2.4331074,-9.662399,28.875,0,0,0,0,2
1079641170,1079641127,6946858,-3.1998506,-16.374544,-13.454815,28.875,0,0,0,0,2
1080641623,1080641581,6946858,8.922591,-4.4783545,-12.251729,28.875,0,0,0,0,2
1081643295,1081643251,6946858,-14.541184,-1.8100165,-1.1546037,28.875,0,0,0,0,2
1082641176,1082641132,6946858,-3.5751417,8.76996,-10.79366,28.875,0,0,0,0,2
1083641506,1083641464,6946858,16.186,-12.592902,-20.330364,28.75,0,0,0,0,2
1084643112,1084643069,6946858,-16.33863,-13.115437,0.10414778,28.75,0,0,0,0,2
1085639751,1085639708,6946858,-1.7238252,5.367202,-6.9599442,28.625,0,0,0,0,2
1086641306,1086641264,6946858,14.045585,-13.476363,-18.092981,28.625,0,0,0,0,2
1087642856,1087642815,6946858,-3.5751417,0.7020996,-16.850391,28.625,0,0,0,0,2
1088640674,1088640631,6946858,-8.504205,-3.3812113,-5.781997,28.375,0,0,0,0,2
1089640891,1089640846,6946858,-18.719664,5.2594624,-15.293562,28.5,0,0,0,0,2
1090641149,1090641106,6946858,-7.750031,-21.474194,-6.187814,28.375,0,0,0,0,2
1091642580,1091642537,6946858,6.5128274,-0.40940848,-22.765266,28.375,0,0,0,0,2
1092640311,1092640268,6946858,0.86370826,31.499315,-7.189788,28.375,0,0,0,0,2
1093640498,1093640455,6946858,8.556278,0.6985083,-7.766192,28.25,0,0,0,0,2
