timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
986384738,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
987395672,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
988406231,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
989420821,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
990427739,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
991438283,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
992448768,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
993459579,933626965,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
994199812,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
995209872,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
996220634,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
997231373,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
998242050,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
999252868,994000891,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
999273495,999074871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1000283942,999074871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1001294459,999074871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1002305464,999074871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1003319625,999074871,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1004305484,1004107049,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1005316213,1004107049,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1006326586,1004107049,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1007337478,1004107049,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1008347515,1004107049,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009326911,1009128431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1010337282,1009128431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1011347903,1009128431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1012359424,1009128431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1013368821,1009128431,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1014348092,1014149674,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
