timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
986962677,0.30085632,0.059599385,0.00046506274,0.0,0.0,-0.001,0
986967936,0.30146235,0.059636183,0.0004158589,0.0,0.0,-0.001,0
986983865,0.30118355,0.059794214,0.00069291657,0.0,0.0,-0.001,0
987004438,0.3009344,0.05928266,0.0006848598,0.0,0.0,-0.001,0
987025227,0.3006435,0.059124827,0.0004747241,0.0,0.0,-0.001,0
987046092,0.30043337,0.059234153,0.00052420876,0.0,0.0,-0.001,0
987061931,0.30047774,0.059133608,0.0007339631,0.0,0.0,-0.001,0
987082648,0.3000921,0.059052456,0.00081356004,0.0,0.0,-0.001,0
987103352,0.30009526,0.05880829,0.00041816334,0.0,0.0,-0.001,0
987124226,0.3002708,0.059286766,0.0005618619,0.0,0.0,-0.001,0
987145121,0.30036345,0.058965076,0.0006445932,0.0,0.0,-0.001,0
987165878,0.3003637,0.05847178,0.0005489033,0.0,0.0,-0.001,0
987186800,0.3004161,0.058734357,0.00039098551,0.0,0.0,-0.001,0
987202401,0.30051073,0.05836811,0.00064045866,0.0,0.0,-0.001,0
987223256,0.30045336,0.058597386,0.00065649615,0.0,0.0,-0.001,0
987244055,0.30062413,0.058280863,0.0005829066,0.0,0.0,-0.001,0
987265781,0.30027395,0.058212288,0.0005078251,0.0,0.0,-0.001,0
987280476,0.30054387,0.058200665,0.0007571817,0.0,0.0,-0.001,0
987301600,0.3004941,0.058596533,0.0006403139,0.0,0.0,-0.001,0
987327478,0.300247,0.058268942,0.0005191929,0.0,0.0,-0.001,0
987343018,0.3004835,0.057940554,0.0005585842,0.0,0.0,-0.001,0
987363982,0.30039752,0.05838412,0.00071700016,0.0,0.0,-0.001,0
987384731,0.3004075,0.058611855,0.0007290684,0.0,0.0,-0.001,0
987405505,0.2999387,0.05825164,0.0005698349,0.0,0.0,-0.001,0
987421407,0.29971662,0.05842975,0.0005914953,0.0,0.0,-0.001,0
987442028,0.29983848,0.05841259,0.0005970528,0.0,0.0,-0.001,0
987462891,0.29959935,0.05879907,0.00062726514,0.0,0.0,-0.001,0
987483663,0.29970297,0.058761496,0.00047030151,0.0,0.0,-0.001,0
987504529,0.29975572,0.05857378,0.0005208959,0.0,0.0,-0.001,0
987525455,0.29957554,0.0588617,0.00067266537,0.0,0.0,-0.001,0
987546303,0.29941106,0.058556654,0.000601621,0.0,0.0,-0.001,0
987561846,0.29919678,0.058812182,0.0005377796,0.0,0.0,-0.001,0
987582806,0.2993381,0.05823592,0.00047557024,0.0,0.0,-0.001,0
987603556,0.29922003,0.05853601,0.00066803856,0.0,0.0,-0.001,0
987624411,0.29921442,0.058713138,0.00061333086,0.0,0.0,-0.001,0
987639955,0.2991973,0.058765918,0.0005530867,0.0,0.0,-0.001,0
987666087,0.29946658,0.058366988,0.00053023384,0.0,0.0,-0.001,0
987686875,0.29944953,0.058735978,0.0006329724,0.0,0.0,-0.001,0
987702570,0.29899043,0.058865707,0.0006066727,0.0,0.0,-0.001,0
987723331,0.29893002,0.05839461,0.0006148406,0.0,0.0,-0.001,0
987744152,0.29883945,0.058643498,0.00052305055,0.0,0.0,-0.001,0
987765032,0.29868904,0.05910943,0.0006582697,0.0,0.0,-0.001,0
987785885,0.2987553,0.059141375,0.00068825256,0.0,0.0,-0.001,0
987806697,0.2986161,0.058900684,0.00056169665,0.0,0.0,-0.001,0
987827549,0.29865524,0.058900975,0.00051483134,0.0,0.0,-0.001,0
987843175,0.29831186,0.058836408,0.00048664224,0.0,0.0,-0.001,0
987864140,0.2980124,0.058694202,0.0007749904,0.0,0.0,-0.001,0
987884922,0.29821995,0.058230177,0.00054699584,0.0,0.0,-0.001,0
987900462,0.29822597,0.05832929,0.0005336928,0.0,0.0,-0.001,0
987921397,0.29829353,0.05820354,0.0006055857,0.0,0.0,-0.001,0
987942232,0.29842785,0.05908017,0.0006292547,0.0,0.0,-0.001,0
987963313,0.29828477,0.05884924,0.0005444947,0.0,0.0,-0.001,0
987983918,0.29790825,0.05851854,0.00048749085,0.0,0.0,-0.001,0
988004739,0.29748356,0.05889238,0.0006180088,0.0,0.0,-0.001,0
988025521,0.29737908,0.05838661,0.00059572945,0.0,0.0,-0.001,0
988041228,0.29740644,0.05807814,0.0005614497,0.0,0.0,-0.001,0
988062444,0.29725954,0.057857588,0.0005632905,0.0,0.0,-0.001,0
988086701,0.2972103,0.05800968,0.0007020046,0.0,0.0,-0.001,0
988103703,0.2972045,0.058202013,0.000592744,0.0,0.0,-0.001,0
988124563,0.29703814,0.057766743,0.00053560315,0.0,0.0,-0.001,0
988145538,0.29693815,0.05797152,0.0006212957,0.0,0.0,-0.001,0
988166210,0.29630733,0.057892814,0.00073264574,0.0,0.0,-0.001,0
988181885,0.29642132,0.05764226,0.00057443,0.0,0.0,-0.001,0
988202685,0.2961544,0.057447653,0.00058628933,0.0,0.0,-0.001,0
988223548,0.2962961,0.057145976,0.0005692596,0.0,0.0,-0.001,0
988244395,0.29671726,0.057344977,0.00069798715,0.0,0.0,-0.001,0
988265445,0.29655993,0.05671851,0.00065540103,0.0,0.0,-0.001,0
988286088,0.2965076,0.05667878,0.00044951827,0.0,0.0,-0.001,0
988306835,0.29620162,0.05696661,0.00057432294,0.0,0.0,-0.001,0
988322593,0.29599673,0.057044465,0.000661001,0.0,0.0,-0.001,0
988343311,0.29592648,0.057362117,0.00049051765,0.0,0.0,-0.001,0
988364330,0.29620317,0.056754813,0.00042900039,0.0,0.0,-0.001,0
988385115,0.29640344,0.056913342,0.0007105379,0.0,0.0,-0.001,0
988400712,0.2963105,0.056622196,0.0005796393,0.0,0.0,-0.001,0
988421646,0.2962875,0.05693984,0.00046497094,0.0,0.0,-0.001,0
988442381,0.29625362,0.056684554,0.00049210445,0.0,0.0,-0.001,0
988463252,0.29605013,0.056466274,0.0006551561,0.0,0.0,-0.001,0
988484017,0.29578418,0.057025097,0.0007265336,0.0,0.0,-0.001,0
988504878,0.29580858,0.056695797,0.00056260714,0.0,0.0,-0.001,0
988525732,0.2958867,0.056219112,0.00053521665,0.0,0.0,-0.001,0
