timestamp,timestamp_sample,position[0],position[1],position[2],q[0],q[1],q[2],q[3],velocity[0],velocity[1],velocity[2],angular_velocity[0],angular_velocity[1],angular_velocity[2],position_variance[0],position_variance[1],position_variance[2],orientation_variance[0],orientation_variance[1],orientation_variance[2],velocity_variance[0],velocity_variance[1],velocity_variance[2],pose_frame,velocity_frame,reset_counter,quality
987216863,987214955,-0.012013444,-0.32469422,-0.2042511,0.6584397,0.0044755633,-0.013397406,0.752501,-0.00083438156,-0.0064476775,0.0052851946,-0.0015484781,0.0020933268,0.00609078,6.858587e-06,6.8585377e-06,2.3047317e-06,5.0046165e-06,6.089332e-06,0.00011880783,5.8662852e-05,5.8661633e-05,2.4824342e-06,1,1,14,0
987713561,987711463,-0.010641577,-0.3242893,-0.20154908,0.6584874,0.004607338,-0.013560173,0.7524556,0.00013214546,-0.0013341502,0.009021955,4.6734516e-05,0.006567975,-3.6925117e-05,6.7800906e-06,6.780104e-06,2.3005628e-06,4.942428e-06,6.0214415e-06,0.00011880439,5.716734e-05,5.7167836e-05,2.457609e-06,1,1,14,0
988202128,988200445,-0.010459652,-0.32106617,-0.19889355,0.65852267,0.004770763,-0.013742395,0.7524204,0.0002323244,0.0049351696,0.011922495,-0.001287748,-0.0031721038,0.0016114976,6.960571e-06,6.96047e-06,2.3040184e-06,4.924602e-06,6.003861e-06,0.0001187358,5.7816436e-05,5.78124e-05,2.436439e-06,1,1,14,0
988706323,988705932,-0.010653679,-0.31977627,-0.19643104,0.6585284,0.0046094866,-0.013642014,0.7524181,-0.0005514676,0.002234562,0.014653027,0.0030495895,0.002011124,-0.014883501,6.8579943e-06,6.857938e-06,2.3210337e-06,5.0557305e-06,6.141825e-06,0.000118914315,5.754823e-05,5.754787e-05,2.4991718e-06,1,1,14,0
989209109,989203941,-0.010489479,-0.3219714,-0.19468345,0.65852743,0.0044790995,-0.013548973,0.7524215,0.0003821121,-0.002425049,0.015334205,0.0019320522,-0.00012354365,0.002729232,6.73034e-06,6.7303085e-06,2.2909207e-06,5.105481e-06,6.1926075e-06,0.00011894706,5.8722988e-05,5.8721354e-05,2.5165627e-06,1,1,14,0
989703047,989701950,-0.009985213,-0.32361957,-0.19360416,0.6584824,0.004535192,-0.013660743,0.7524586,0.0013569213,-0.0041595497,0.01683431,-0.003206193,0.00014187254,0.000803422,7.5900516e-06,7.590001e-06,2.4023361e-06,5.0839567e-06,6.1688456e-06,0.00011919221,6.284338e-05,6.284264e-05,2.565422e-06,1,1,14,0
990216927,990216555,-0.009837219,-0.3236588,-0.19343767,0.6584559,0.0045388495,-0.013679516,0.7524814,0.001535001,-0.0025009094,0.015848327,-0.00018724072,0.0036479193,-0.00848936,6.5328477e-06,6.532835e-06,2.2649015e-06,5.01499e-06,6.0964476e-06,0.00011888871,5.7486985e-05,5.7486817e-05,2.4795158e-06,1,1,14,0
990718011,990717526,-0.009820447,-0.32258406,-0.19486502,0.65843964,0.004598606,-0.01374984,0.752494,0.00034509526,0.00015085358,0.012880983,-0.005232697,0.004206351,0.0074280836,6.910391e-06,6.9103808e-06,2.3055618e-06,5.024296e-06,6.106325e-06,0.00011889939,5.868504e-05,5.8684564e-05,2.513092e-06,1,1,14,0
991208407,991208011,-0.010367962,-0.3215431,-0.19662,0.6584536,0.0045150556,-0.013722409,0.7524827,0.00092562643,0.002327192,0.010933269,-0.00040124668,-0.0035834806,-0.0034393917,7.054206e-06,7.054192e-06,2.3416953e-06,5.0172052e-06,6.100464e-06,0.0001189852,5.9235732e-05,5.9235623e-05,2.524919e-06,1,1,14,0
991712394,991707522,-0.010199094,-0.32187948,-0.19887348,0.6583839,0.0048348163,-0.013698413,0.7525421,0.003924381,-0.0028994028,0.00669628,0.01363678,-0.004154708,-0.014364824,6.6804587e-06,6.680467e-06,2.292436e-06,4.9774612e-06,6.059723e-06,0.00011887459,5.78854e-05,5.788569e-05,2.4806254e-06,1,1,14,0
992210341,992210086,-0.009067821,-0.32621285,-0.20169242,0.6583653,0.005334781,-0.013699826,0.75255495,0.0032559657,-0.013427785,0.0045881053,0.005596966,0.01686284,-0.0009178622,6.7483875e-06,6.748259e-06,2.3059888e-06,4.9768983e-06,6.0496127e-06,0.00011885257,5.729636e-05,5.7294354e-05,2.4905858e-06,1,1,14,0
992709766,992709546,-0.007938406,-0.33103877,-0.20583227,0.65852606,0.0088813,-0.014759387,0.7523607,0.00428214,-0.028300565,0.0027351,-0.0058996743,0.010178908,0.08268694,6.959001e-06,6.958755e-06,2.3046846e-06,5.061164e-06,6.100026e-06,0.00011889899,5.9769543e-05,5.9702958e-05,2.5217626e-06,1,1,14,0
