timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
987092885,987092518,2621450,2621450,-2.5236661e-06,2.376112e-05,-3.7645797e-05,-0.00029524445,0.0027306175,-0.05221305,5243,5243,0,0,2,1
987587885,987587494,2621450,2621450,5.904926e-06,-6.2365696e-05,-2.730331e-06,-0.00059977587,0.002356045,-0.05153846,5157,5157,0,0,2,1
988087995,988087612,2621450,2621450,1.9190873e-06,-5.523243e-05,-3.586695e-05,-0.00080838735,0.0026174407,-0.050810747,5069,5069,0,0,2,1
988588196,988587819,2621450,2621450,8.013178e-06,2.2983953e-05,-3.0508468e-07,-0.0008014392,0.0029836595,-0.050622825,5076,5076,0,0,2,1
989088319,989088029,2621450,2621450,2.3246717e-05,-0.00011522546,-2.9348019e-05,-0.0005692204,0.003098657,-0.049815513,5008,5008,0,0,2,1
989583228,989582874,2621450,2621450,-1.2720537e-06,-2.4408197e-05,3.576976e-05,-0.00013534758,0.0021078354,-0.050685417,5140,5140,0,0,2,1
990088743,990088431,2621450,2621450,4.2202726e-05,-1.1097449e-05,-1.2002765e-06,-0.00093264953,0.0027109496,-0.052968994,5357,5357,0,0,2,1
990593020,990588634,2621450,2621450,1.5060663e-05,-1.766924e-05,-4.9723026e-06,-0.00034953025,0.003435297,-0.053798363,5425,5425,0,0,2,1
991083614,991083336,2621450,2621450,1.6087684e-05,-2.4886514e-05,9.897813e-07,-0.00066927535,0.0030054192,-0.051329978,5140,5140,0,0,2,1
991589139,991588714,2621450,2621450,0.000104445025,-4.0860337e-05,-2.3053526e-05,-0.0017197685,0.0028672274,-0.051186796,5142,5142,0,0,2,1
992089174,992088893,2621450,2621450,4.329488e-05,-3.8449798e-05,0.00010222734,-0.00044725687,0.00772882,-0.051633116,5232,5232,0,0,2,1
992589319,992589057,2621450,2621450,-0.00013787126,-4.5682413e-05,-0.00020956888,0.0017053063,0.013175787,-0.055210818,5235,5235,0,0,2,1
993084231,993083966,2621450,2621450,-6.183944e-05,0.0008420197,-0.00015645348,0.0041308915,-0.00025396157,-0.05578211,5237,5237,0,0,2,1
993584358,993584086,2621450,2621450,8.053961e-05,0.000119331395,-0.00012519989,-0.0011119854,0.008424861,-0.059828814,5141,5141,0,0,2,1
994084464,994084218,2621450,2621450,6.580033e-05,0.00010320767,6.521365e-05,0.005250066,-0.014703522,-0.051181808,5240,5240,0,0,2,1
994584605,994584357,2621450,2621450,-0.00032261835,-9.700662e-05,0.00011280298,0.003510143,0.025342964,-0.07470234,5236,5236,0,0,2,1
995089929,995089655,2621450,2621450,-3.858636e-05,-4.16581e-05,9.026049e-05,0.00076949265,-0.0011878915,-0.062406138,5146,5146,0,0,2,1
995590080,995589806,2621450,2621450,-0.00021442011,0.00021761353,-5.936895e-05,-0.0004921816,0.0002134286,-0.068031274,5235,5235,0,0,2,1
996090589,996089907,2621450,2621450,-0.00029655316,-5.0065537e-05,1.987665e-05,0.0075113,0.008142124,-0.04848778,5235,5235,0,0,2,1
996590301,996590029,2621450,2621450,0.00018059555,-0.00017201246,-0.00027325432,0.0027567747,-0.0063365996,-0.0511991,5275,5275,0,0,2,1
997090361,997090090,2621450,2621450,-8.61539e-05,0.000304558,8.493488e-05,0.0039827293,0.00237434,-0.06531107,5160,5160,0,0,2,1
997590456,997590185,2621450,2621450,0.00018295922,-0.00020056345,-0.00031189623,-0.007660274,-0.007693582,-0.056433395,5142,5142,0,0,2,1
998085796,998085106,2621450,2621450,5.52232e-05,0.00041098933,0.00041554763,-0.003688091,-0.001669637,-0.047814913,5008,5008,0,0,2,1
998585946,998585259,2621450,2621450,1.587442e-05,0.00039566326,-0.000408097,0.014787026,0.001085073,-0.048246168,4998,4998,0,0,2,1
999090777,999090506,2621450,2621450,-0.00018166074,-0.00016849957,-0.0002683421,0.0073161246,0.004972403,-0.0422436,5091,5091,0,0,2,1
999590950,999590660,2621450,2621450,7.6393044e-05,7.091115e-05,-0.00022650081,0.00809088,0.00062389264,-0.04459267,5092,5092,0,0,2,1
1000090983,1000090712,2621450,2621450,0.0003120565,0.0002855552,-0.00014881135,-0.012660531,-0.0055958945,-0.05524291,4996,4996,0,0,2,1
1000591061,1000590789,2621450,2621450,0.00010378029,0.0005480552,0.00021625683,-0.007485451,-0.016016362,-0.05372099,5232,5232,0,0,2,1
1001091619,1001090958,2621450,2621450,4.5072946e-05,3.724913e-05,-0.000107017506,0.002142874,-0.00010348252,-0.06221781,5025,5025,0,0,2,1
1001586026,1001585773,2621450,2621450,0.0002375174,0.0004667601,2.9520877e-05,0.0027438274,0.010928532,-0.047516007,5236,5236,0,0,2,1
1002086111,1002085835,2621450,2621450,0.00033263068,-5.871175e-05,0.00021062403,-0.0077096857,-0.005413526,-0.04706402,5235,5235,0,0,2,1
