timestamp,load,ram_usage
1088454741,0.4649524,0.41353384
1088954717,0.46539247,0.41353384
1089455677,0.4661451,0.41353384
1089954677,0.46972972,0.41353384
1090454706,0.46639335,0.41353384
1090954679,0.47396684,0.41353384
1091454702,0.4645998,0.41353384
1091954677,0.4657526,0.41353384
1092454698,0.4672153,0.41353384
1092955399,0.4654231,0.41353384
1093454681,0.4668811,0.41353384
1093954873,0.46800488,0.41353384
1094454676,0.46673077,0.41353384
1094955414,0.46620947,0.41353384
1095454677,0.4661191,0.41353384
1095954676,0.46706003,0.41353384
1096454678,0.4697225,0.41353384
1096954701,0.46305054,0.41353384
1097454676,0.46380258,0.41353384
1097954677,0.46636158,0.41353384
1098454780,0.46777815,0.41353384
1098954677,0.46403736,0.41283208
1099454879,0.465975,0.41283208
1099954680,0.46285105,0.41283208
1100454676,0.46476245,0.41283208
1100954676,0.44021213,0.41283208
1101454690,0.41043794,0.41283208
1101954705,0.4110185,0.41283208
1102454706,0.415241,0.41283208
1102954804,0.41551846,0.41283208
1103454768,0.4126231,0.4105263
1103954728,0.41467553,0.4105263
1104454697,0.41216993,0.4105263
1104954833,0.41258442,0.4105263
1105454680,0.41289455,0.4105263
1105954681,0.41106617,0.4105263
1106454677,0.4134695,0.4105263
1106954676,0.4156583,0.4105263
1107454676,0.41361624,0.4105263
1107954676,0.41274983,0.4105263
1108455068,0.41582352,0.4105263
1108954678,0.40755296,0.4105263
1109454871,0.4086871,0.4105263
1109954677,0.40665394,0.4105263
1110454697,0.41079116,0.4105263
1110954677,0.40103722,0.4105263
1111596905,0.48457593,0.41055974
1111954680,0.42712337,0.41055974
