timestamp,load,ram_usage
986454889,0.42420346,0.40496242
986973532,0.477875,0.40501252
987454682,0.49553078,0.40501252
987954682,0.45688665,0.40501252
988454780,0.44871688,0.40501252
988954719,0.44921207,0.40501252
989454712,0.4486149,0.40501252
989954754,0.44599712,0.40501252
990454701,0.44707823,0.40501252
990954707,0.44641447,0.40501252
991454695,0.44797558,0.40501252
991954687,0.44580632,0.40501252
992454682,0.44524336,0.40501252
992954677,0.4448924,0.40501252
993454944,0.43977404,0.40501252
993954700,0.43932432,0.40501252
994454783,0.44007498,0.40501252
994954769,0.4404078,0.40501252
995455061,0.43969512,0.40501252
995955091,0.44170368,0.40501252
996455395,0.4408973,0.40501252
996955319,0.44520766,0.40501252
997454791,0.44035238,0.40501252
997954674,0.44284332,0.40501252
998454674,0.44292337,0.40501252
998954689,0.44018096,0.40501252
999454675,0.4421366,0.40501252
999954701,0.4420293,0.40501252
1000454722,0.4296307,0.40501252
1000954695,0.40890437,0.40501252
1001454674,0.4126436,0.40501252
1001954698,0.40956795,0.40501252
1002454729,0.4107753,0.40501252
1002954674,0.41037393,0.40501252
1003454674,0.40882027,0.40501252
1003954675,0.40732688,0.40501252
1004454938,0.4092914,0.40501252
1004954674,0.40889937,0.40501252
1005454674,0.40902084,0.40501252
1005954719,0.41194934,0.40526316
1006454677,0.4101146,0.40526316
1006954678,0.40881145,0.40526316
1007454674,0.41094536,0.40526316
1007954674,0.41098285,0.40526316
1008454825,0.4113053,0.40526316
1008954674,0.41115296,0.40526316
1009454687,0.41284025,0.40526316
1009954874,0.41069192,0.40526316
1010454674,0.41168082,0.40526316
1010954691,0.4124112,0.40526316
1011454694,0.41199273,0.40526316
1011954695,0.41153008,0.40526316
1012454765,0.4129125,0.40526316
1012954691,0.41360015,0.40526316
1013454675,0.41291213,0.40526316
1013955031,0.4111837,0.40526316
1014454674,0.4146397,0.40526316
1014954963,0.41148734,0.40526316
1015454692,0.41098326,0.40526316
1015954695,0.41244656,0.40526316
1016454696,0.41209292,0.40526316
1016954694,0.41228926,0.40526316
1017454963,0.41192114,0.40526316
1017954676,0.41094714,0.40526316
1018454697,0.4501167,0.40526316
1018954780,0.4643153,0.40526316
1019454675,0.46332008,0.40526316
1019955157,0.46075618,0.40526316
1020454774,0.46263367,0.40526316
1020954810,0.46339464,0.40526316
1021454754,0.4618107,0.40526316
1021954675,0.4627841,0.40526316
1022454995,0.462763,0.40526316
1022954677,0.4637252,0.40526316
1023454675,0.4632246,0.40526316
1023954675,0.46339422,0.40526316
1024454720,0.46291792,0.40526316
1024955284,0.4608851,0.40526316
1025454823,0.46708053,0.40526316
1025954675,0.46491688,0.40526316
1026454709,0.46560848,0.40526316
1026954753,0.46325672,0.40526316
1027454864,0.46542513,0.40526316
1027954695,0.46333182,0.40526316
1028454695,0.46358794,0.40526316
1028954695,0.4665637,0.40526316
1029454674,0.4646899,0.40526316
1029954713,0.46630925,0.40526316
1030454675,0.46387994,0.40526316
1030955090,0.4684639,0.40526316
1031454680,0.46489096,0.40526316
1031954675,0.4640597,0.40526316
1032454675,0.46729636,0.40526316
1032954947,0.46263206,0.40526316
1033455059,0.4640664,0.40526316
1033954915,0.4640832,0.40526316
1034454749,0.46374327,0.40526316
1034954686,0.46694744,0.40526316
1035454675,0.46353304,0.40526316
1035954739,0.46399438,0.40526316
1036455109,0.4638139,0.40526316
1036954900,0.4639089,0.40526316
1037454679,0.46499187,0.40526316
1037954675,0.46410352,0.40526316
1038454675,0.4631861,0.40526316
1038954676,0.46829367,0.41587302
1039454874,0.46376616,0.41587302
1039954676,0.4641493,0.41587302
1040454948,0.4672073,0.41587302
1040954677,0.46638215,0.41587302
1041454702,0.46729785,0.41587302
1041954677,0.46924496,0.41587302
1042454732,0.4677449,0.41587302
1042954925,0.46730697,0.41587302
1043454693,0.46983707,0.41587302
1043954676,0.46670455,0.41587302
1044454697,0.46555805,0.41587302
1044954689,0.4669512,0.41587302
1045454687,0.4688279,0.41587302
1045954720,0.46814775,0.41587302
1046454785,0.4733287,0.41587302
1046955060,0.4685589,0.41587302
1047455000,0.47014946,0.41587302
1047955296,0.46721083,0.41587302
1048454677,0.46749973,0.41587302
1048954676,0.46831793,0.41587302
1049454680,0.46602094,0.41587302
1049954732,0.4653942,0.41587302
1050454677,0.46727127,0.41587302
1050954699,0.467637,0.41587302
1051454712,0.46511132,0.41587302
1051954676,0.46695983,0.41587302
1052454677,0.4642995,0.41587302
1052954677,0.46546936,0.41587302
1053454767,0.46653634,0.41353384
1053954708,0.4666412,0.41353384
1054454965,0.46699178,0.41353384
1054954677,0.46546268,0.41353384
1055454759,0.46764952,0.41353384
1055955108,0.4649787,0.41353384
1056454676,0.46664536,0.41353384
1056954719,0.46484786,0.41353384
1057454992,0.46684086,0.41353384
1057954805,0.46849197,0.41353384
1058454677,0.46659464,0.41353384
1058954676,0.46392548,0.41353384
1059454677,0.46723616,0.41353384
1059954677,0.46647882,0.41353384
1060454734,0.46704435,0.41353384
1060954676,0.47027332,0.41353384
1061454725,0.46912324,0.41353384
1061954712,0.46744984,0.41353384
1062455529,0.46508962,0.41353384
1062954679,0.46607345,0.41353384
1063454679,0.46492994,0.41353384
1063954688,0.46616566,0.41353384
1064454702,0.46672493,0.41353384
1064955228,0.46893573,0.41353384
1065454677,0.46475154,0.41353384
1065954942,0.466074,0.41353384
1066454794,0.46475792,0.41353384
1066954958,0.46850973,0.41353384
1067454722,0.47147977,0.41353384
1067954695,0.46656454,0.41353384
1068454722,0.46887034,0.41353384
1068954676,0.4664449,0.41353384
1069455171,0.46434796,0.41353384
1069954705,0.46553743,0.41353384
1070454866,0.46608412,0.41353384
1070954676,0.46771824,0.41353384
1071454718,0.46679497,0.41353384
1071954677,0.46954846,0.41353384
1072454677,0.46435153,0.41353384
1072954677,0.46682394,0.41353384
1073454676,0.46631873,0.41353384
1073954682,0.4659204,0.41353384
1074454680,0.4663449,0.41353384
1074955715,0.467049,0.41353384
1075454676,0.46689653,0.41353384
1075954676,0.4677847,0.41353384
1076454677,0.46890754,0.41353384
1076954707,0.4678226,0.41353384
1077454705,0.46707493,0.41353384
1077954697,0.46753865,0.41353384
1078454739,0.4678778,0.41353384
1078954689,0.46729076,0.41353384
1079454873,0.46576512,0.41353384
1079954676,0.463834,0.41353384
1080454722,0.4678049,0.41353384
1080954697,0.46665466,0.41353384
1081454698,0.4705513,0.41353384
1081954678,0.46498072,0.41353384
1082454677,0.46323085,0.41353384
1082954752,0.46545404,0.41353384
1083454676,0.46715236,0.41353384
1083954817,0.4658543,0.41353384
1084454677,0.46638417,0.41353384
1084955721,0.46972406,0.41353384
1085455031,0.4634413,0.41353384
1085955316,0.4655189,0.41353384
1086454952,0.46530318,0.41353384
1086954710,0.46677613,0.41353384
1087454878,0.46820885,0.41353384
1087954677,0.4650482,0.41353384
