timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1082748969,0,0,0,0,0,0,0,0,0,0,1,0
1083750663,0,0,0,0,0,0,0,0,0,0,1,0
1084750795,0,0,0,0,0,0,0,0,0,0,1,0
1085758511,0,0,0,0,0,0,0,0,0,0,1,0
1086766149,0,0,0,0,0,0,0,0,0,0,1,0
1087766293,0,0,0,0,0,0,0,0,0,0,1,0
1088768352,0,0,0,0,0,0,0,0,0,1,1,0
1089770939,0,0,0,0,0,0,0,0,0,0,1,0
1090776055,0,0,0,0,0,0,0,0,0,0,1,0
1091786331,0,0,0,0,0,0,0,0,0,0,1,0
1092788259,0,0,0,0,0,0,0,0,0,0,1,0
1093795946,0,0,0,0,0,0,0,0,0,0,1,0
1094800521,0,0,0,0,0,0,0,0,0,0,1,0
1095800664,0,0,0,0,0,0,0,0,0,0,1,0
1096808336,0,0,0,0,0,0,0,0,0,0,1,0
1097815832,0,0,0,0,0,0,0,0,0,0,1,0
1098817591,0,0,0,0,0,0,0,0,0,0,1,0
1099825137,0,0,0,0,0,0,0,0,0,0,1,0
1100827032,0,0,0,0,0,0,0,0,0,1,1,0
1101833062,0,0,0,0,0,0,0,0,0,0,1,0
1102837672,0,0,0,0,0,0,0,0,0,0,1,0
1103837795,0,0,0,0,0,0,0,0,0,0,1,0
1104837918,0,0,0,0,0,0,0,0,0,0,1,0
1105839681,0,0,0,0,0,0,0,0,0,0,1,0
1106841205,0,0,0,0,0,0,0,0,0,0,1,0
1107846124,0,0,0,0,0,0,0,0,0,0,1,0
1108847573,0,0,0,0,0,0,0,1,0,0,1,0
1109853669,0,0,0,0,0,0,0,1,0,0,1,0
1110799794,0,1,0,0,0,0,1,0,0,0,1,0
1111135508,0,1,1,0,0,0,1,0,0,0,1,0
1111422310,0,1,1,1,0,0,1,0,0,0,1,0
