timestamp,tilt_limit,takeoff_state
987562188,0.20943952,3
991333090,0.20943952,4
994334508,0.21144031,5
994344425,0.21344091,5
995334786,0.41151154,5
996334920,0.6115796,5
997205382,0.7853982,5
1111083872,0.7853982,1
