timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
986310913,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
987321177,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
988332061,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
989342454,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
990352671,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
991363052,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
992373554,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
993383969,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
994394226,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
995404629,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
996418817,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
997425393,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
998435491,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
999445937,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1000456215,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1001466392,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1002476795,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1003487207,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1004497033,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1005507293,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1006517668,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1007527712,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1008538097,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1009548204,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1010558803,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1011568642,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1012578851,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1013589210,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1014599203,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1015609268,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1016619462,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1017633208,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1018639772,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1019650165,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1020659883,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1021673655,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1022680208,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1023690295,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1024700339,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1025714612,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1026720835,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1027730580,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1028740495,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1029750696,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1030760593,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1031770794,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1032780663,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1033791149,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1034800990,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1035810950,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1036821010,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1037830978,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
1038841183,933634002,5,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1
