timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,buttons,valid,data_source,sticks_moving
990561441,990545137,0.0,0.0,0.0,-0.103792444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
990765141,990765108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
990961142,990961107,0.0,0.0,0.0,0.049900237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
991161141,991161106,0.0,0.0,0.0,0.1896208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
991361141,991361107,0.0,0.0,0.0,0.3632735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
991561141,991561107,0.0,0.0,0.0,0.47105792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
991761240,991761195,0.0,0.0,0.0,0.491018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
991961153,991961106,0.0,0.0,0.0,0.489022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
992161152,992161107,0.0,0.0,0.0,0.48702598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
992361153,992361107,0.0,0.0,0.0,0.48103797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
992553720,992553686,0.0,0.0,0.0,0.47504994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
992741162,992741107,0.0,0.0,0.0,0.47105792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
992961140,992961106,0.0,0.0,0.0,0.47504994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
993121143,993121108,0.0,0.0,0.0,0.47504994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
993361140,993361106,0.0,0.0,0.0,0.47504994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
993549616,993549123,0.0,0.0,0.0,0.47105792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
993765140,993765107,0.0,0.0,0.0,0.47105792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
993965140,993965107,0.0,0.0,0.0,0.44710582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
994157152,994157107,0.0,0.0,0.0,0.4131737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
994365148,994365114,0.0,0.0,0.0,0.4131737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
994545396,994545362,0.0,0.0,0.0,0.42714575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
994753177,994753108,0.0,0.0,0.0,0.42714575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
994965147,994965113,0.0,0.0,0.0,0.42514974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
995157140,995157107,0.0,0.0,0.0,0.42714575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
995365166,995365108,0.0,0.0,0.0,0.42514974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
995565247,995565131,0.0,0.0,0.0,0.3952096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
995765140,995765106,0.0,0.0,0.0,0.3113773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
995945141,995945107,0.0,0.0,0.0,0.31936133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
996161140,996161107,0.0,0.0,0.0,0.31736532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
996365152,996365118,0.0,0.0,0.0,0.24950103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
996541141,996541107,0.0,0.0,0.0,0.22954096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
996733151,996733106,0.0,0.0,0.0,0.19560882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
996941155,996941121,0.0,0.0,0.0,0.111776486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
997157207,997157171,0.0,0.0,0.0,0.10578846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
997293142,997293107,0.0,0.0,0.0,0.10578846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
997541141,997541107,0.0,0.0,0.0,0.1157685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
997761150,997761116,0.0,0.0,0.0,0.121756524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
997909141,997909107,0.0,0.0,0.0,0.14970064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
998146150,998146116,0.0,0.0,0.0,0.14970064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
998309152,998309107,0.0,0.0,0.0,0.14970064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
998457140,998457107,0.0,0.0,0.0,0.14970064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
998741154,998741107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
998961141,998961107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
999161162,999161107,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
999317563,999317107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
999561141,999561107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
999721466,999721420,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
999909152,999909106,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1000125151,1000125107,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1000337278,1000337107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1000557528,1000557482,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1000765140,1000765107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1000965152,1000965106,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1001097142,1001097108,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1001365139,1001365107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1001553417,1001553384,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1001757140,1001757106,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1001945140,1001945106,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1002165161,1002165127,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1002353190,1002353157,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1002561312,1002561277,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1002761153,1002761107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1002965577,1002965543,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1003145142,1003145108,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1003329140,1003329107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1003541141,1003541106,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1003725152,1003725119,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1003961141,1003961106,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1004161142,1004161107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1004353141,1004353107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1004561143,1004561108,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1004754499,1004754466,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1004958266,1004958233,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1005069144,1005069107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1005341142,1005341107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1005557618,1005557585,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1005709151,1005709106,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1005961144,1005961109,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1006125139,1006125107,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1006365256,1006365140,0.0,0.0,0.0,0.17564875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1006465141,1006465108,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1006765143,1006765109,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1006929140,1006929106,0.0,0.0,0.0,0.17365274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1007165141,1007165107,0.0,0.0,0.0,0.1417166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1007357141,1007357108,0.0,0.0,0.0,0.109780475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1007565142,1007565108,0.0,0.0,0.0,0.109780475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1007757140,1007757107,0.0,0.0,0.0,0.109780475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1007957141,1007957107,0.0,0.0,0.0,0.10578846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1008165140,1008165107,0.0,0.0,0.0,0.10179645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1008357373,1008357339,0.0,0.0,0.0,0.10179645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1008565140,1008565106,0.0,0.0,0.0,0.09381241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1008757274,1008757241,0.0,0.0,0.0,0.049900237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1008965152,1008965106,0.0,0.0,0.0,0.045908224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1009165233,1009165199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1009365153,1009365119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1009541142,1009541107,0.0,0.0,0.0,-0.041916195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1009741141,1009741106,0.0,0.0,0.0,-0.12175652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
1009961141,1009961107,0.0,0.0,0.0,-0.14970063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1010141404,1010141369,0.0,0.0,0.0,-0.14970063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1010293534,1010293475,0.0,0.0,0.0,-0.15768465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1010553406,1010553126,0.0,0.0,0.0,-0.16167668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1010721141,1010721107,0.0,0.0,0.0,-0.20758486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1010949142,1010949107,0.0,0.0,0.0,-0.20958087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1011157140,1011157108,0.0,0.0,0.0,-0.21157688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1011361368,1011361334,0.0,0.0,0.0,-0.23552898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1011557162,1011557128,0.0,0.0,0.0,-0.243513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1011761221,1011761187,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1011961264,1011961107,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1012157141,1012157107,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1012357140,1012357107,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1012557196,1012557162,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1012765141,1012765107,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1012957215,1012957182,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1013137162,1013137109,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1013325152,1013325106,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1013565152,1013565106,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1013757140,1013757106,0.0,0.0,0.0,-0.25948107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1013965161,1013965107,0.0,0.0,0.0,-0.22355293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1014165177,1014165144,0.0,0.0,0.0,-0.07984035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1
1014345140,1014345106,0.0,0.0,0.0,-0.08782438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1014557142,1014557108,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1014765279,1014765216,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1014965159,1014965106,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1015133140,1015133106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1015353205,1015353171,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1015541142,1015541107,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1015745274,1015745219,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1015953733,1015953699,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1016149791,1016149733,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1016353189,1016353156,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1016561302,1016561107,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1016753141,1016753108,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1016961143,1016961107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1017161153,1017161107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1017361141,1017361106,0.0,0.0,0.0,-0.089820385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1017549140,1017549106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1017729141,1017729107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1017957690,1017957112,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1018157438,1018157124,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1018349144,1018349107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1018525371,1018525338,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1018717140,1018717107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1018949148,1018949114,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1019105776,1019105742,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1019325142,1019325108,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1019553292,1019553259,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1019765487,1019765109,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1019957141,1019957107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1020077169,1019957107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1020245336,1020245302,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1020513504,1020513470,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1020705140,1020705107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1020953141,1020953107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1021165140,1021165106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1021345184,1021345115,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1021473864,1021473757,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1021733140,1021733107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1021893152,1021893107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1022113140,1022113106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1022361141,1022361106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1022369330,1022369280,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1022693141,1022693107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1022901187,1022901152,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1023093142,1023053107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1023321298,1023321258,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1023561142,1023561107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1023757141,1023757106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1023945141,1023945107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1024161141,1024161107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1024341158,1024341124,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1024561203,1024561168,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1024757141,1024757107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1024966020,1024965138,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1025165177,1025165123,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1025357139,1025357106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1025557153,1025557107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1025637140,1025637106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1025957140,1025957106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1026165253,1026165219,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1026365253,1026365108,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1026565246,1026565107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1026765141,1026765107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1026957143,1026957109,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1027165141,1027165107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1027365140,1027365106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1027565188,1027565151,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1027765141,1027765108,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1027965140,1027965106,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1028165141,1028165107,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1028361142,1028361107,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1028561142,1028561107,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1028765841,1028765807,0.0,0.0,0.0,-0.091816396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1028961157,1028961123,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1029161141,1029161107,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1029361141,1029361107,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1029561142,1029561107,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1029761141,1029761106,0.0,0.0,0.0,-0.09580841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
