timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1075813945,1075813875,589834,0.21976812,-0.14943545,0.5682786,6
1076373896,1076373825,589834,0.19624737,-0.18309039,0.5241295,6
1076933865,1076933778,589834,0.18593763,-0.12807983,0.57938725,6
1077353887,1077353817,589834,0.18691297,-0.13398631,0.5268605,6
1077913843,1077913774,589834,0.18719913,-0.17290872,0.53115815,6
1078333843,1078333774,589834,0.25464526,-0.13931306,0.5543084,6
1078893844,1078893775,589834,0.454968,-0.17196271,0.7474056,6
1079313932,1079313864,589834,0.23966354,-0.24585365,0.30154938,6
1079873843,1079873774,589834,0.20543689,-0.08391731,0.46162271,6
1080433906,1080433775,589834,0.25312695,-0.13034713,0.52163047,6
1080853931,1080853861,589834,0.19546552,-0.15464656,0.5013786,6
1081413844,1081413775,589834,0.22728911,-0.19255276,0.5073111,6
1081833843,1081833774,589834,0.23416795,-0.13095336,0.51582146,6
1082394004,1082393935,589834,0.21243697,-0.17510396,0.54695255,6
1082813843,1082813775,589834,0.23370802,-0.148954,0.53571445,6
1083373842,1083373774,589834,0.20199363,-0.15296072,0.5241412,6
1083933868,1083933775,589834,0.24549961,-0.123107165,0.52157164,6
1084353843,1084353774,589834,0.24203703,-0.18763754,0.5613664,6
1084913843,1084913775,589834,0.22830635,-0.16257569,0.5072905,6
1085333923,1085333774,589834,0.22727485,-0.10874647,0.5455732,6
1085893844,1085893774,589834,0.22062883,-0.16284955,0.53421766,6
1086433845,1086383810,589834,0.23070574,-0.15304643,0.53877425,6
1086873861,1086873774,589834,0.22225426,-0.19568351,0.48030013,6
1087434060,1087433991,589834,0.1934744,-0.16819122,0.50705725,6
1087854067,1087853996,589834,0.2130208,-0.16012262,0.5568825,6
1088414099,1088413881,589834,0.24017671,-0.14425503,0.5371743,6
1088833932,1088833840,589834,0.08226779,-0.16415025,0.35861552,6
1089394078,1089394009,589834,0.25915182,-0.19307141,0.5586486,6
1089933844,1089883834,589834,0.25626016,-0.1689552,0.5538734,6
1090373845,1090373775,589834,0.19172753,-0.18025555,0.5382956,6
1090933984,1090933906,589834,0.18191458,-0.15065408,0.5651808,6
1091353842,1091353774,589834,0.20050614,-0.15452382,0.54259205,6
1091913890,1091913776,589834,0.1927874,-0.1966962,0.54399794,6
1092333857,1092333774,589834,0.2015552,-0.17096344,0.5468743,6
1092893842,1092893774,589834,0.2222188,-0.16430372,0.54274964,6
1093313860,1093313774,589834,0.22288817,-0.19574422,0.5640827,6
1093873851,1093873775,589834,0.22812007,-0.1775951,0.54990214,6
1094433842,1094433774,589834,0.22165428,-0.18379807,0.5555434,6
1094853842,1094853774,589834,0.21658036,-0.14803007,0.5568958,6
1095413842,1095413775,589834,0.22799972,-0.18209475,0.5541653,6
1095834044,1095833975,589834,0.21964422,-0.1464161,0.53845567,6
1096393842,1096393774,589834,0.22097768,-0.15987551,0.5668766,6
1096813869,1096813799,589834,0.23506299,-0.16241547,0.56697536,6
1097374012,1097373937,589834,0.20154053,-0.20985702,0.51141065,6
1097933851,1097933775,589834,0.20605461,-0.13339756,0.55681026,6
1098353946,1098353776,589834,0.22996797,-0.15651809,0.49167666,6
1098914022,1098913929,589834,0.26639417,-0.16589066,0.5615131,6
1099333945,1099333877,589834,0.22896896,-0.15512052,0.56124705,6
1099894025,1099893810,589834,0.2403697,-0.19068715,0.56277776,6
1100313843,1100313774,589834,0.23281972,-0.17894344,0.55277544,6
1100873852,1100873774,589834,0.23894341,-0.16087973,0.6564585,6
1101433859,1101433774,589834,0.3388663,0.026618453,0.536273,6
1101853843,1101853774,589834,0.33775344,0.037049275,0.55045545,6
1102413843,1102413774,589834,0.31566435,0.07673789,0.57440716,6
1102833842,1102833774,589834,0.34505025,0.05820991,0.5874051,6
1103393842,1103393774,589834,0.32046506,0.08440223,0.55029356,6
1103814006,1103813938,589834,0.33928218,0.08051087,0.55752575,6
1104373841,1104373774,589834,0.30158126,0.083788805,0.5544247,6
1104933845,1104933775,589834,0.35143617,0.10782672,0.5845633,6
1105353871,1105353774,589834,0.32712638,0.09509765,0.5503293,6
1105913841,1105913774,589834,0.32371047,0.045600068,0.5290519,6
1106333854,1106333776,589834,0.31303567,0.048217047,0.5630557,6
1106893871,1106893775,589834,0.30329433,0.08533029,0.5657948,6
1107313842,1107313774,589834,0.3456112,0.08522323,0.54052514,6
1107873843,1107873774,589834,0.36117178,0.073721476,0.5676217,6
1108433853,1108433775,589834,0.29559606,0.0027572312,0.54309845,6
1108854027,1108853948,589834,0.25444195,0.052375846,0.50017214,6
1109413967,1109413881,589834,0.25862232,0.05859588,0.40079722,6
1109833928,1109833858,589834,0.25262246,0.09124328,0.50154394,6
1110393843,1110393774,589834,0.19714087,0.04759033,0.44014555,6
1110813999,1110813931,589834,0.15795386,0.05983111,0.40862674,6
1111373850,1111373776,589834,0.022190783,0.06599338,0.40997395,9
1111933849,1111933776,589834,0.019342583,0.080899745,0.38296133,9
