timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
987306554,987306134,0.6590392,-0.011849453,-0.020323047,0.75174063,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
987806669,987806261,0.65900546,-0.011733916,-0.020260455,0.7517737,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
988306806,988306396,0.6590138,-0.0117234895,-0.02002265,0.7517728,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
988807016,988806590,0.6590793,-0.011695064,-0.01998504,0.75171685,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
989302658,989301520,0.6590415,-0.011639302,-0.020129368,0.751747,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
989807349,989807070,0.65903586,-0.0115184,-0.020112433,0.75175434,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
990307617,990307272,0.659039,-0.011438144,-0.0201239,0.75175256,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
990802306,990802010,0.6590133,-0.011501963,-0.020010961,0.75177723,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
991302455,991302182,0.6590284,-0.01142666,-0.019947333,0.7517668,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
991802661,991802392,0.65905267,-0.011161333,-0.02010278,0.7517453,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
992302766,992302497,0.65909094,-0.010403743,-0.02011495,0.75172216,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
992802933,992802647,0.6591377,-0.0060080886,-0.021811794,0.751682,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
993308257,993307959,0.6592796,-0.009643217,-0.013951144,0.7517066,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
993803197,993802882,0.6661848,-0.034061037,0.00024151524,0.7450085,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
994308562,994308251,0.6617665,-0.03454913,0.0042303246,0.7489016,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
994803423,994803147,0.6578662,-0.033666007,0.0033259247,0.75237465,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
995303514,995303226,0.65220755,-0.0317647,-0.0031516792,0.75736815,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
995803694,995803402,0.6540264,-0.032045495,-0.006598664,0.755764,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
996307704,996303525,0.6583855,-0.028755363,-0.007988911,0.752089,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
996803865,996803579,0.6563458,-0.024148766,-0.003935565,0.7540635,0.9935116,-2.6502184e-10,-3.900179e-09,0.11373159,2
