timestamp,timestamp_sample,roll,pitch,yaw,throttle,flaps,aux1,aux2,aux3,aux4,aux5,aux6,valid,data_source,sticks_moving
598365993,598365839,0.0,2.3841858e-07,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598388719,598388486,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598392971,598392849,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598419616,598419425,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598423662,598423542,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598432036,598431822,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598465267,598465082,0.0,-0.0020787716,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598476176,598474968,0.0,2.3841858e-07,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598479250,598479136,0.0,-0.0020787716,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598500531,598500393,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598518238,598518092,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598522551,598522262,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598526797,598526640,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598574602,598574358,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598578936,598578777,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598583182,598583059,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598596211,598596026,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598600269,598600147,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598613583,598613389,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598648643,598648495,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598652979,598652761,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598661755,598661637,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598666008,598665880,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598670184,598670085,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598822611,598822438,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598844900,598844623,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598862896,598862723,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598866976,598866866,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598876168,598875684,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598880395,598880209,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598889228,598889080,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598893403,598893216,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598906270,598906098,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598911110,598910943,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598915248,598915112,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598919439,598919312,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598927805,598927667,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598932004,598931841,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598941012,598940729,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598945261,598945127,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598962441,598962200,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598966502,598966366,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598970785,598970591,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598987749,598987598,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
598992455,598992297,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599000869,599000739,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599005022,599004834,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599014092,599013925,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599031670,599031542,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599040669,599040506,0.0,-0.008315802,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599044848,599044706,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599053920,599053747,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599058037,599057912,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
599062415,599062133,0.0,-0.0062367916,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0
