timestamp,x,y,z,vx,vy,vz,acceleration[0],acceleration[1],acceleration[2],thrust[0],thrust[1],thrust[2],yaw,yawspeed
598385550,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00809,-0.0,-0.0,-0.001,1.4984056,0.0
598396144,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00831,-0.0,-0.0,-0.001,1.4984021,0.0
598485902,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00931,-0.0,-0.0,-0.001,1.4985855,0.0
598575110,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.00885,-0.0,-0.0,-0.001,1.5005647,0.0
598687708,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.02397,-0.0,-0.0,-0.001,1.4986341,0.0
598784804,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.01178,-0.0,-0.0,-0.001,1.499037,0.0
598875872,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.015274,-0.0,-0.0,-0.001,1.4970665,0.0
598982026,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.03625,-0.0,-0.0,-0.001,1.4987808,0.0
599078265,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.04367,-0.0,-0.0,-0.001,1.4981116,0.0
599180270,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.061386,-0.0,-0.0,-0.001,1.4993101,0.0
599281302,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.063324,-0.0,-0.0,-0.001,1.4978933,0.0
599380073,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.069305,-0.0,-0.0,-0.001,1.4993407,0.0
599487369,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.083176,-0.0,-0.0,-0.001,1.4983933,0.0
599579508,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.089096,-0.0,-0.0,-0.001,1.4990839,0.0
599688469,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.09472,-0.0,-0.0,-0.001,1.4987801,0.0
599780891,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10006,-0.0,-0.0,-0.001,1.4986572,0.0
599881405,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.096634,-0.0,-0.0,-0.001,1.4990668,0.0
599977875,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10325,-0.0,-0.0,-0.001,1.498459,0.0
600078513,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10588,-0.0,-0.0,-0.001,1.4993566,0.0
600181333,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.11079,-0.0,-0.0,-0.001,1.4983643,0.0
600287171,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10754,-0.0,-0.0,-0.001,1.4990531,0.0
600380517,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10409,-0.0,-0.0,-0.001,1.4986622,0.0
600487971,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.10286,-0.0,-0.0,-0.001,1.4988483,0.0
600589154,nan,nan,nan,nan,nan,1.5,0.0,0.0,109.093475,-0.0,-0.0,-0.001,1.4989482,0.0
