timestamp,timestamp_sample,switch_changes,mode_slot,arm_switch,return_switch,loiter_switch,offboard_switch,kill_switch,gear_switch,transition_switch,photo_switch,video_switch,engage_main_motor_switch
598344665,598340373,2,4,1,0,0,0,3,0,0,0,0,0
599346860,599342482,2,4,1,0,0,0,3,0,0,0,0,0
600348274,600343962,2,4,1,0,0,0,3,0,0,0,0,0
601350892,601346588,2,4,1,0,0,0,3,0,0,0,0,0
602358467,602349524,2,4,1,0,0,0,3,0,0,0,0,0
603360982,603356750,2,4,1,0,0,0,3,0,0,0,0,0
604362293,604357753,2,4,1,0,0,0,3,0,0,0,0,0
605364259,605350123,2,4,1,0,0,0,3,0,0,0,0,0
605805655,605801473,3,6,1,0,0,0,3,0,0,0,0,0
606806121,606801585,3,6,1,0,0,0,3,0,0,0,0,0
607810029,607801127,3,6,1,0,0,0,3,0,0,0,0,0
608810738,608806426,3,6,1,0,0,0,3,0,0,0,0,0
609811625,609802899,3,6,1,0,0,0,3,0,0,0,0,0
610812282,610807992,3,6,1,0,0,0,3,0,0,0,0,0
611813680,611809366,3,6,1,0,0,0,3,0,0,0,0,0
612817011,612812707,3,6,1,0,0,0,3,0,0,0,0,0
613820543,613811395,3,6,1,0,0,0,3,0,0,0,0,0
614825305,614815862,3,6,1,0,0,0,3,0,0,0,0,0
615829165,615820028,3,6,1,0,0,0,3,0,0,0,0,0
616830931,616826653,3,6,1,0,0,0,3,0,0,0,0,0
617832800,617828434,3,6,1,0,0,0,3,0,0,0,0,0
618834301,618825263,3,6,1,0,0,0,3,0,0,0,0,0
619836596,619831930,3,6,1,0,0,0,3,0,0,0,0,0
620837581,620832162,3,6,1,0,0,0,3,0,0,0,0,0
621837970,621833634,3,6,1,0,0,0,3,0,0,0,0,0
622838931,622834632,3,6,1,0,0,0,3,0,0,0,0,0
623840866,623836457,3,6,1,0,0,0,3,0,0,0,0,0
624845074,624835884,3,6,1,0,0,0,3,0,0,0,0,0
625847063,625842681,3,6,1,0,0,0,3,0,0,0,0,0
626849621,626844897,3,6,1,0,0,0,3,0,0,0,0,0
627852785,627848476,3,6,1,0,0,0,3,0,0,0,0,0
628855362,628846424,3,6,1,0,0,0,3,0,0,0,0,0
629858315,629848718,3,6,1,0,0,0,3,0,0,0,0,0
630864678,630855359,3,6,1,0,0,0,3,0,0,0,0,0
631865274,631855963,3,6,1,0,0,0,3,0,0,0,0,0
632867465,632863255,3,6,1,0,0,0,3,0,0,0,0,0
633871253,633867029,3,6,1,0,0,0,3,0,0,0,0,0
634873237,634868810,3,6,1,0,0,0,3,0,0,0,0,0
635874794,635869513,3,6,1,0,0,0,3,0,0,0,0,0
636876545,636871828,3,6,1,0,0,0,3,0,0,0,0,0
637877329,637868090,3,6,1,0,0,0,3,0,0,0,0,0
638877944,638869005,3,6,1,0,0,0,3,0,0,0,0,0
639881820,639872766,3,6,1,0,0,0,3,0,0,0,0,0
640884099,640874735,3,6,1,0,0,0,3,0,0,0,0,0
641889895,641880746,3,6,1,0,0,0,3,0,0,0,0,0
642892828,642888541,3,6,1,0,0,0,3,0,0,0,0,0
643895587,643886125,3,6,1,0,0,0,3,0,0,0,0,0
644897568,644893173,3,6,1,0,0,0,3,0,0,0,0,0
645906729,645892823,3,6,1,0,0,0,3,0,0,0,0,0
646809677,646805028,4,4,1,0,0,0,3,0,0,0,0,0
647810640,647801157,4,4,1,0,0,0,3,0,0,0,0,0
648814511,648809824,4,4,1,0,0,0,3,0,0,0,0,0
649033111,649028812,5,4,3,0,0,0,3,0,0,0,0,0
650035276,650026089,5,4,3,0,0,0,3,0,0,0,0,0
651000626,650991545,6,4,1,0,0,0,3,0,0,0,0,0
651523357,651519077,7,4,3,0,0,0,3,0,0,0,0,0
652527840,652518782,7,4,3,0,0,0,3,0,0,0,0,0
