timestamp,position,velocity,acceleration,attitude,body_rate,actuator
598388059,0,0,0,0,0,1
598390008,0,0,0,0,0,1
598485565,0,0,0,0,0,1
598585321,0,0,0,0,0,1
598686193,0,0,0,0,0,1
598788388,0,0,0,0,0,1
598888469,0,0,0,0,0,1
598987483,0,0,0,0,0,1
599085496,0,0,0,0,0,1
599187902,0,0,0,0,0,1
599289354,0,0,0,0,0,1
599388475,0,0,0,0,0,1
599489172,0,0,0,0,0,1
599586888,0,0,0,0,0,1
599687782,0,0,0,0,0,1
599787762,0,0,0,0,0,1
599888216,0,0,0,0,0,1
599989924,0,0,0,0,0,1
600088431,0,0,0,0,0,1
600189833,0,0,0,0,0,1
600286427,0,0,0,0,0,1
600388480,0,0,0,0,0,1
600490878,0,0,0,0,0,1
600587623,0,0,0,0,0,1
600688934,0,0,0,0,0,1
600786502,0,0,0,0,0,1
600888668,0,0,0,0,0,1
600984229,0,0,0,0,0,1
601087191,0,0,0,0,0,1
601190495,0,0,0,0,0,1
601288531,0,0,0,0,0,1
601387914,0,0,0,0,0,1
601488905,0,0,0,0,0,1
601590277,0,0,0,0,0,1
601687574,0,0,0,0,0,1
601788726,0,0,0,0,0,1
601885331,0,0,0,0,0,1
601989487,0,0,0,0,0,1
602089839,0,0,0,0,0,1
602186931,0,0,0,0,0,1
602288378,0,0,0,0,0,1
602385548,0,0,0,0,0,1
602488389,0,0,0,0,0,1
602590261,0,0,0,0,0,1
602689942,0,0,0,0,0,1
602787341,0,0,0,0,0,1
602885953,0,0,0,0,0,1
602990386,0,0,0,0,0,1
603086435,0,0,0,0,0,1
603186053,0,0,0,0,0,1
603290086,0,0,0,0,0,1
603388390,0,0,0,0,0,1
603491874,0,0,0,0,0,1
603587765,0,0,0,0,0,1
603689049,0,0,0,0,0,1
603787541,0,0,0,0,0,1
603887633,0,0,0,0,0,1
603990609,0,0,0,0,0,1
604088645,0,0,0,0,0,1
604190949,0,0,0,0,0,1
604287804,0,0,0,0,0,1
604387037,0,0,0,0,0,1
604485393,0,0,0,0,0,1
604585340,0,0,0,0,0,1
604687532,0,0,0,0,0,1
604788363,0,0,0,0,0,1
604890436,0,0,0,0,0,1
604986441,0,0,0,0,0,1
605089452,0,0,0,0,0,1
605185736,0,0,0,0,0,1
605287330,0,0,0,0,0,1
605391929,0,0,0,0,0,1
605489285,0,0,0,0,0,1
605590651,0,0,0,0,0,1
605687237,0,0,0,0,0,1
605786420,0,0,0,0,0,1
605887572,0,0,0,0,0,1
605989012,0,0,0,0,0,1
606087244,0,0,0,0,0,1
606187397,0,0,0,0,0,1
606289395,0,0,0,0,0,1
606387120,0,0,0,0,0,1
606489014,0,0,0,0,0,1
606585649,0,0,0,0,0,1
606688588,0,0,0,0,0,1
606789924,0,0,0,0,0,1
606888033,0,0,0,0,0,1
606989912,0,0,0,0,0,1
607086953,0,0,0,0,0,1
607188712,0,0,0,0,0,1
607287163,0,0,0,0,0,1
607387093,0,0,0,0,0,1
607485343,0,0,0,0,0,1
607588180,0,0,0,0,0,1
607689807,0,0,0,0,0,1
607788828,0,0,0,0,0,1
607888896,0,0,0,0,0,1
607987439,0,0,0,0,0,1
608086878,0,0,0,0,0,1
608187912,0,0,0,0,0,1
608287862,0,0,0,0,0,1
608389485,0,0,0,0,0,1
608484658,0,0,0,0,0,1
608588509,0,0,0,0,0,1
608686227,0,0,0,0,0,1
608788960,0,0,0,0,0,1
608887780,0,0,0,0,0,1
608986875,0,0,0,0,0,1
609088162,0,0,0,0,0,1
609186110,0,0,0,0,0,1
609288285,0,0,0,0,0,1
609386016,0,0,0,0,0,1
609487895,0,0,0,0,0,1
609591247,0,0,0,0,0,1
609688635,0,0,0,0,0,1
609789494,0,0,0,0,0,1
609887316,0,0,0,0,0,1
609989232,0,0,0,0,0,1
610086277,0,0,0,0,0,1
610187550,0,0,0,0,0,1
610290966,0,0,0,0,0,1
610387607,0,0,0,0,0,1
610486451,0,0,0,0,0,1
610584302,0,0,0,0,0,1
610687916,0,0,0,0,0,1
610786638,0,0,0,0,0,1
610887478,0,0,0,0,0,1
610988363,0,0,0,0,0,1
611087118,0,0,0,0,0,1
611188496,0,0,0,0,0,1
611287017,0,0,0,0,0,1
611385589,0,0,0,0,0,1
611485781,0,0,0,0,0,1
611589519,0,0,0,0,0,1
611688713,0,0,0,0,0,1
611786576,0,0,0,0,0,1
611886486,0,0,0,0,0,1
611989469,0,0,0,0,0,1
612088489,0,0,0,0,0,1
612187446,0,0,0,0,0,1
612290409,0,0,0,0,0,1
612385515,0,0,0,0,0,1
612488014,0,0,0,0,0,1
612588674,0,0,0,0,0,1
612688182,0,0,0,0,0,1
612788926,0,0,0,0,0,1
612883936,0,0,0,0,0,1
612989309,0,0,0,0,0,1
613089107,0,0,0,0,0,1
613185430,0,0,0,0,0,1
613289876,0,0,0,0,0,1
613386118,0,0,0,0,0,1
613487340,0,0,0,0,0,1
613585113,0,0,0,0,0,1
613688461,0,0,0,0,0,1
613786763,0,0,0,0,0,1
613887679,0,0,0,0,0,1
613988054,0,0,0,0,0,1
614086730,0,0,0,0,0,1
614188052,0,0,0,0,0,1
614285577,0,0,0,0,0,1
614388842,0,0,0,0,0,1
614490122,0,0,0,0,0,1
614587921,0,0,0,0,0,1
614690240,0,0,0,0,0,1
614786839,0,0,0,0,0,1
614887693,0,0,0,0,0,1
614983544,0,0,0,0,0,1
615088079,0,0,0,0,0,1
615188179,0,0,0,0,0,1
615288387,0,0,0,0,0,1
615389702,0,0,0,0,0,1
615485902,0,0,0,0,0,1
615588817,0,0,0,0,0,1
615684059,0,0,0,0,0,1
615790202,0,0,0,0,0,1
615882407,0,0,0,0,0,1
615985358,0,0,0,0,0,1
616086305,0,0,0,0,0,1
616188049,0,0,0,0,0,1
616288002,0,0,0,0,0,1
616386158,0,0,0,0,0,1
616488376,0,0,0,0,0,1
616587533,0,0,0,0,0,1
616687504,0,0,0,0,0,1
616784795,0,0,0,0,0,1
616888143,0,0,0,0,0,1
616986678,0,0,0,0,0,1
617086700,0,0,0,0,0,1
617183604,0,0,0,0,0,1
617286266,0,0,0,0,0,1
617387152,0,0,0,0,0,1
617487355,0,0,0,0,0,1
617585921,0,0,0,0,0,1
617688108,0,0,0,0,0,1
617786303,0,0,0,0,0,1
617890153,0,0,0,0,0,1
617988592,0,0,0,0,0,1
618087393,0,0,0,0,0,1
618187895,0,0,0,0,0,1
618289116,0,0,0,0,0,1
618385990,0,0,0,0,0,1
618486673,0,0,0,0,0,1
618589101,0,0,0,0,0,1
618687593,0,0,0,0,0,1
618788760,0,0,0,0,0,1
618887419,0,0,0,0,0,1
618987549,0,0,0,0,0,1
619086528,0,0,0,0,0,1
619185088,0,0,0,0,0,1
619287734,0,0,0,0,0,1
619386914,0,0,0,0,0,1
619486803,0,0,0,0,0,1
619586266,0,0,0,0,0,1
619688655,0,0,0,0,0,1
619787788,0,0,0,0,0,1
619885887,0,0,0,0,0,1
619988572,0,0,0,0,0,1
620086815,0,0,0,0,0,1
620188289,0,0,0,0,0,1
620290898,0,0,0,0,0,1
620385411,0,0,0,0,0,1
620490728,0,0,0,0,0,1
620585165,0,0,0,0,0,1
620689558,0,0,0,0,0,1
620785374,0,0,0,0,0,1
620886403,0,0,0,0,0,1
620989176,0,0,0,0,0,1
621088698,0,0,0,0,0,1
621189925,0,0,0,0,0,1
621286584,0,0,0,0,0,1
621387967,0,0,0,0,0,1
621485169,0,0,0,0,0,1
621587454,0,0,0,0,0,1
621688611,0,0,0,0,0,1
621786429,0,0,0,0,0,1
621890831,0,0,0,0,0,1
621986445,0,0,0,0,0,1
622086374,0,0,0,0,0,1
622185950,0,0,0,0,0,1
622287083,0,0,0,0,0,1
622389132,0,0,0,0,0,1
622487401,0,0,0,0,0,1
622586667,0,0,0,0,0,1
622685122,0,0,0,0,0,1
622787404,0,0,0,0,0,1
622887430,0,0,0,0,0,1
622988464,0,0,0,0,0,1
623089261,0,0,0,0,0,1
623186058,0,0,0,0,0,1
623286586,0,0,0,0,0,1
623389294,0,0,0,0,0,1
623487184,0,0,0,0,0,1
623589275,0,0,0,0,0,1
623688256,0,0,0,0,0,1
623787424,0,0,0,0,0,1
623885378,0,0,0,0,0,1
623987610,0,0,0,0,0,1
624085112,0,0,0,0,0,1
624188754,0,0,0,0,0,1
624289058,0,0,0,0,0,1
624388425,0,0,0,0,0,1
624490484,0,0,0,0,0,1
624587470,0,0,0,0,0,1
624689050,0,0,0,0,0,1
624787290,0,0,0,0,0,1
624888267,0,0,0,0,0,1
624987458,0,0,0,0,0,1
625087384,0,0,0,0,0,1
625186375,0,0,0,0,0,1
625285179,0,0,0,0,0,1
625390316,0,0,0,0,0,1
625485235,0,0,0,0,0,1
625589640,0,0,0,0,0,1
625688214,0,0,0,0,0,1
625788834,0,0,0,0,0,1
625890675,0,0,0,0,0,1
625987741,0,0,0,0,0,1
626088434,0,0,0,0,0,1
626185743,0,0,0,0,0,1
626288842,0,0,0,0,0,1
626389571,0,0,0,0,0,1
626488385,0,0,0,0,0,1
626587029,0,0,0,0,0,1
626686658,0,0,0,0,0,1
626787399,0,0,0,0,0,1
626887640,0,0,0,0,0,1
626987021,0,0,0,0,0,1
627088940,0,0,0,0,0,1
627187909,0,0,0,0,0,1
627289470,0,0,0,0,0,1
627387095,0,0,0,0,0,1
627489197,0,0,0,0,0,1
627588416,0,0,0,0,0,1
627688380,0,0,0,0,0,1
627788351,0,0,0,0,0,1
627887910,0,0,0,0,0,1
627989718,0,0,0,0,0,1
628082371,0,0,0,0,0,1
628188454,0,0,0,0,0,1
628288236,0,0,0,0,0,1
628384970,0,0,0,0,0,1
628488426,0,0,0,0,0,1
