timestamp,timestamp_last_signal,rssi,rssi_dbm,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source,link_quality
598880316,598880209,-1,-35.0,0,0,0,1502,1486,1001,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
599381766,599381724,-1,-39.0,0,0,0,1502,1487,1001,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
599880454,599880430,-1,-36.0,0,0,0,1502,1487,1111,1502,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
600379170,600373977,-1,-40.0,0,0,0,1502,1487,1534,1506,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
600879640,600874789,-1,-39.0,0,0,0,1502,1487,1669,1505,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
601377118,601377071,-1,-37.0,0,0,0,1502,1487,1743,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
601879200,601874468,-1,-31.0,0,0,0,1502,1487,1652,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
602380575,602375639,-1,-48.0,0,0,0,1502,1487,1647,1505,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
602877891,602877862,-1,-49.0,0,0,0,1502,1487,1679,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
603381855,603381806,-1,-23.0,0,0,0,1502,1487,1637,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
603878660,603878613,-1,-36.0,0,0,0,1502,1487,1615,1504,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
604379680,604370700,-1,-49.0,0,0,0,1502,1487,1595,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
604883202,604883161,-1,-47.0,0,0,0,1502,1487,1595,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
605381240,605381194,-1,-46.0,0,0,0,1502,1487,1595,1503,1988,1500,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
605875038,605874958,-1,-44.0,0,0,0,1502,1487,1595,1504,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
606376038,606371294,-1,-41.0,0,0,0,1502,1487,1595,1504,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
606876335,606876279,-1,-45.0,0,0,0,1502,1487,1595,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
607381519,607381479,-1,-25.0,0,0,0,1502,1487,1595,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
607875001,607870304,-1,-22.0,0,0,0,1502,1487,1595,1504,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
608382058,608381963,-1,-22.0,0,0,0,1502,1487,1595,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
608881602,608881568,-1,-21.0,0,0,0,1502,1487,1595,1503,1988,1988,1011,1011,1500,1500,1500,1532,1000,1000,2000,2000,0,0,16,0,0,14,100
