timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
598385908,-0.06825723,0.21598534,nan,-0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4984056,0.0
598569552,-0.06831773,0.21613091,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.500299,0.0
598785127,-0.068297796,0.21641521,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.499037,0.0
598969036,-0.068714336,0.21627194,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4984232,0.0
599172259,-0.068924874,0.21605432,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4991913,0.0
599364324,-0.06892786,0.21604732,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4992467,0.0
599569887,-0.06875067,0.21622895,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4991207,0.0
599765916,-0.06835889,0.216361,nan,0.0,0.0,1.0,nan,nan,nan,nan,nan,nan,1.4988041,0.0
599967715,-0.06816256,0.21635051,nan,0.0,0.0,0.67732906,nan,nan,nan,nan,nan,nan,1.4985064,0.0
600169744,-0.068341196,0.21624313,nan,0.0,0.0,0.17548105,nan,nan,nan,nan,nan,nan,1.498385,0.0
600370820,-0.06828543,0.21625872,-0.14067344,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,1.4985291,0.0
600567825,-0.06806467,0.21607903,nan,0.0,0.0,-0.51545185,nan,nan,nan,nan,nan,nan,1.4987888,0.0
600783970,-0.06808827,0.21591064,nan,0.0,0.0,-0.7629349,nan,nan,nan,nan,nan,nan,1.4992876,0.0
600978806,-0.068119,0.21589926,nan,0.0,0.0,-1.5,nan,nan,nan,nan,nan,nan,1.4986341,0.0
601185823,-0.068119,0.21589926,nan,0.0,0.0,-1.5,nan,nan,nan,nan,nan,nan,1.4986341,0.0
601388978,-0.068119,0.21589926,nan,0.0,0.0,-1.5,nan,nan,nan,nan,nan,nan,1.4986341,0.0
601564755,-0.068119,0.21589926,nan,0.0,0.0,-1.5,nan,nan,nan,nan,nan,nan,1.4986341,0.0
601784576,-0.068119,0.21589926,nan,0.0,0.0,-1.0630729,nan,nan,nan,nan,nan,nan,1.4986341,0.0
601986595,-0.068119,0.21589926,nan,0.0,0.0,-0.7215455,nan,nan,nan,nan,nan,nan,1.4986341,0.0
602169774,-0.068119,0.21589926,nan,0.0,0.0,-0.7215455,nan,nan,nan,nan,nan,nan,1.4986341,0.0
602370834,-0.068119,0.21589926,nan,0.0,0.0,-0.7215455,nan,nan,nan,nan,nan,nan,1.4986341,0.0
602567854,-0.068119,0.21589926,nan,0.0,0.0,-0.93752193,nan,nan,nan,nan,nan,nan,1.4986341,0.0
602788673,-0.068119,0.21589926,nan,0.0,0.0,-0.9876501,nan,nan,nan,nan,nan,nan,1.4986341,0.0
602986346,-0.068119,0.21589926,nan,0.0,0.0,-0.97928786,nan,nan,nan,nan,nan,nan,1.4986341,0.0
603170909,-0.068119,0.21589926,nan,0.0,0.0,-0.8791824,nan,nan,nan,nan,nan,nan,1.4986341,0.0
603374296,-0.068119,0.21589926,nan,0.0,0.0,-0.65544844,nan,nan,nan,nan,nan,nan,1.4986341,0.0
603586307,-0.068119,0.21589926,nan,0.0,0.0,-0.5894956,nan,nan,nan,nan,nan,nan,1.4986341,0.0
603784668,-0.068119,0.21589926,nan,0.0,0.0,-0.5812606,nan,nan,nan,nan,nan,nan,1.4986341,0.0
603987795,-0.068119,0.21589926,nan,0.0,0.0,-0.4579615,nan,nan,nan,nan,nan,nan,1.4986341,0.0
604188815,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
604368940,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
604563689,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
604777718,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
604970710,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
605171353,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
605370698,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
605584493,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
605766756,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
605808240,-0.068119,0.21589926,nan,0.0,0.0,-0.2940948,nan,nan,nan,nan,nan,nan,1.4986341,0.0
610299357,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
610406448,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
610503721,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
610699084,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
610897973,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
611001872,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
611199622,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
611497686,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
611600026,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
611796179,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
612096631,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
612295030,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
612499745,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
612604066,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
612797930,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
613095403,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
613295293,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
613497130,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
613698503,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
613896720,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
614097377,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
614299988,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
614496556,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
614698623,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
614797928,0.0,0.0,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615100360,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615295955,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615498878,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615597807,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615897970,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
615997226,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
616206228,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
616499684,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
616699802,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
616897285,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
617099518,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
617297825,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
617499373,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
617697413,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
617795744,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
618100436,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
618299696,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
618498331,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
618698840,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
618897951,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
619097922,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
619203871,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
619497572,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
619599184,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
619899537,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
620003043,-0.7,-0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
620208517,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
620403370,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
620701649,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
620800730,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621095816,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621299038,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621396254,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621697069,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621901203,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
621998832,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
622198021,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
622397045,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
622597274,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
622819512,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
623101993,-0.7,0.7,-1.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,1.5707964,0.0
