timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
598388041,598387704,-0.0011587082,0.0002291415,8.205895e-05,-0.07450445,-0.03527717,0.019180354
598389980,598388992,-0.0005565425,0.00032435305,0.00017184872,0.05602134,-0.009197346,0.029297272
598397544,598396668,-0.00071663636,0.0006041799,0.00046392233,-0.004401093,0.05593604,0.14704752
598418427,598416749,2.1186483e-05,-0.00075569947,-0.00017310545,-0.024217302,-0.0982352,-0.029402591
598421234,598420668,-0.0008014483,-0.00019169663,-0.002793568,-0.10879676,0.054485813,-0.4542478
598423985,598423056,-0.00020215882,0.00017992768,-0.0068397736,0.062864855,0.097115904,-0.9595385
598429722,598428114,-0.0007250739,-9.843899e-05,-0.0095547,-0.08322582,0.00605149,-0.39157408
598434131,598433168,0.0019658436,0.0014406167,0.0042208526,0.320961,0.20676097,1.7123173
598438421,598436971,0.0013522503,0.0009976334,0.01409568,0.056553543,0.048765764,2.1742527
598441470,598440898,0.0022943483,0.0010083354,0.01894818,0.14520119,0.010136761,1.5762897
598444210,598443279,0.0010669014,0.00041117216,0.015793648,-0.13405012,-0.069681674,0.3802865
598450470,598449762,-0.0008246523,3.0455587e-05,0.005343423,-0.12316224,-0.082605116,-1.097348
598457395,598457146,-0.0028165341,-0.0010655159,-0.016436957,-0.049215414,-0.19607875,-2.5621176
598463931,598463515,-0.0033354615,-0.0003666522,-0.025666166,-0.11755092,0.08934149,-1.3947179
598466669,598465989,-0.0008975899,-0.0004110155,-0.022031115,0.36256996,0.09896706,-0.22706324
598469385,598468568,-0.0011033262,-0.0003317615,-0.017449241,0.11957306,0.105766125,0.6599257
598476728,598476139,0.0011577238,-0.00069905637,0.015719457,0.21874262,0.12904423,3.6594234
598479505,598478651,0.0010888694,0.0002497401,0.024452226,0.08780744,0.2712687,3.6492395
598482669,598482436,0.0017690354,0.0015804961,0.033526003,0.17906182,0.31390977,2.7757776
598485509,598483728,0.0012500463,0.0021655096,0.034554522,0.026910175,0.3402266,2.3153765
598492688,598491328,-0.00019874208,0.0012395133,0.0068020276,-0.103607886,0.084693976,-2.9365408
598499293,598498854,-0.0032042172,-6.923807e-05,-0.03133435,-0.28428534,0.018518548,-4.384286
598501799,598501389,-0.0018166713,-0.0010639953,-0.034001857,0.06694682,-0.19175413,-2.9472666
598504563,598503937,-0.003165687,-0.0013332283,-0.031737637,-0.2573349,-0.16739188,-1.2625791
598512986,598512741,-0.00047081377,-0.00050983625,0.013537082,0.09283379,0.05057017,4.1326036
598515677,598515293,-0.00038280612,0.00038743904,0.029158773,0.12520804,0.21210635,4.90839
598519608,598519137,0.00049617805,-0.0017419646,0.03755321,0.07040175,-0.2407338,3.388657
598523286,598522930,-1.2167089e-05,-0.0023553022,0.028885935,-0.01765828,-0.18114087,0.2692364
598529375,598529198,-0.0011641211,0.0006331955,0.013708621,-0.2902745,0.27342603,-1.4678327
598532050,598531724,6.614521e-05,0.0011677225,0.019989615,0.07318882,0.2199057,0.23325725
598534521,598534304,0.0002251926,0.002241921,0.020700011,0.008239892,0.29526198,0.26449805
598539883,598539399,-0.00048298325,0.001332263,0.039648063,-0.19637845,0.011473242,2.518335
598543620,598543124,-0.00034527382,0.00046504586,0.047622148,-0.055735398,-0.13671441,2.0106218
598549920,598549459,-0.005639813,-0.0028516403,0.05411111,-0.5777083,-0.3981903,1.2170451
598552294,598551935,-0.0066375695,-0.004410334,0.051736396,-0.46631014,-0.5106122,0.34188527
598553754,598553244,-0.006236515,-0.005103617,0.054207083,-0.29672104,-0.52809477,0.7359425
598558716,598558292,-0.007432097,-0.0065642,0.053200144,-0.06646041,-0.37132832,0.31082895
598561753,598560926,-0.009892963,-0.007326966,0.047020625,-0.47720057,-0.33559301,-0.8069191
598563949,598563360,-0.01082276,-0.008648678,0.044600364,-0.42526495,-0.4184069,-1.0173393
598567371,598567086,-0.009934878,-0.00897583,0.035272136,-0.037909698,-0.25497508,-1.7581822
598576580,598575979,-0.01279363,-0.013163889,0.021594655,-0.24342613,-0.40672565,-1.6012422
598579067,598578478,-0.01491035,-0.014280818,0.015622588,-0.51270103,-0.42437044,-1.8794115
598582999,598582255,-0.016495442,-0.017070428,0.013290481,-0.393772,-0.5388195,-1.1203903
598585297,598584828,-0.016102068,-0.01799224,0.008408135,-0.13511886,-0.46474648,-1.5135713
598593504,598592423,-0.018361336,-0.021851698,-0.022547128,-0.19515796,-0.46750158,-3.7065117
598596743,598596186,-0.019435061,-0.02326512,-0.04072948,-0.31072262,-0.38921773,-4.2419434
598599348,598598722,-0.020527028,-0.023553923,-0.0499874,-0.3789238,-0.2764609,-4.0588856
598600780,598599926,-0.019451331,-0.023552986,-0.05358626,-0.08725788,-0.2072424,-3.7691014
598606219,598605153,-0.019599902,-0.023805542,-0.060311206,-0.039127912,-0.112228915,-1.8570999
598610299,598609256,-0.018895121,-0.02330831,-0.05599003,0.10369468,-0.0054498515,-0.08852109
598614819,598613848,-0.020881562,-0.022538392,-0.04072885,-0.25353765,0.16541892,2.475363
598616356,598615213,-0.02146443,-0.022903822,-0.03306779,-0.31370094,0.04301189,3.33383
598624508,598624016,-0.031380937,-0.02692308,0.0076956996,-1.2087394,-0.25078502,4.3091025
598629214,598627930,-0.037788827,-0.025185619,0.013863007,-1.5123956,0.074231505,2.6833313
