timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
575012235,0.0,0.0,0.0,-0.06816945,0.21607429,-0.13498805,1.4980853,0,0,1,0
600991303,0.0,0.0,0.0,-0.067936875,0.21557482,-0.13973197,1.4983386,0,0,1,0
651561827,0.0,0.0,0.0,0.1862033,-0.14702512,-0.13404378,1.8806345,0,0,1,0
