timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
603891533,603891314,0.53551286,0.00071540044,-0.47702676,5.0296764,0.005026931,4.746584,0
603906819,603906514,0.536647,0.00068010367,-0.42655703,4.9929485,0.0040490637,4.713173,0
604003744,604003480,0.5463456,0.00046909603,-0.6338433,4.68962,0.009518831,4.50651,0
604106114,604105868,0.5504507,0.00035668004,-0.3803749,4.4244947,0.003633436,4.290535,0
604204492,604204231,0.55230695,0.00029524844,-0.008436948,4.190818,1.88725e-06,4.093296,0
604296891,604296609,0.55570954,0.00025099903,-0.30368942,4.021023,0.0025484744,3.915024,0
604404717,604404436,0.5577476,0.0002091031,-0.20732027,3.8098934,0.0012535112,3.7158177,0
604501939,604501661,0.55788004,0.00018017713,-0.24226286,3.620313,0.0018012958,3.5452988,0
604603252,604602881,0.5589097,0.00015720549,0.067604944,3.448466,0.00014726123,3.3752673,0
604699075,604698774,0.5597907,0.00013858256,-0.20083134,3.2815244,0.001365667,3.2208767,0
604807630,604807344,0.5599584,0.00012175209,0.07305975,3.1085916,0.00019078763,3.0551417,0
604903272,604903043,0.5607176,0.00010918719,-0.24471524,2.95901,0.0022487084,2.9157891,0
604995523,604995264,0.56125176,9.964616e-05,-0.26496303,2.826827,0.0027594897,2.786982,0
605106885,605106640,0.5610106,8.9385605e-05,-0.0038331598,2.6813943,6.088505e-07,2.6399107,0
605198021,605197733,0.56110543,8.145993e-05,0.21247354,2.5630527,0.0019570848,2.5252976,0
605308945,605308672,0.5618924,7.314086e-05,-0.25079885,2.4213455,0.002886369,2.3925998,0
605404856,605404609,0.56158227,6.725113e-05,-0.034232013,2.3167152,5.6201734e-05,2.2841532,0
605500864,605500609,0.5614358,6.202123e-05,0.077398315,2.2073033,0.00030154941,2.1797369,0
605604540,605604277,0.5610346,5.733278e-05,0.13673618,2.1064599,0.0009862141,2.0731292,0
605699171,605698882,0.5609232,5.311317e-05,0.1540947,2.0117106,0.0013114972,1.981773,0
605798059,605797747,0.5612069,4.93041e-05,-0.28980863,1.9133562,0.004877354,1.8885367,0
605909074,605908945,0.56115615,4.8525475e-05,9.248762,4.90496,1.9377121,5.24812,0
606006284,606006147,0.56115615,4.854107e-05,9.573297,7.8135033,1.3032709,8.103576,0
606107240,606107095,0.56115615,5.4588912e-05,9.3777685,10.26876,0.95156515,10.471371,0
606204333,606204198,0.56115615,5.4603723e-05,9.596655,12.112322,0.84483105,12.264659,0
606306991,606306849,0.56115615,5.4620243e-05,9.829733,13.613981,0.7885982,13.739558,0
606399154,606399038,0.56115615,5.4636053e-05,9.864514,14.677311,0.73665214,14.7282505,0
606502834,606502711,0.56115615,5.4654323e-05,9.815521,15.384462,0.695828,15.437873,0
606603681,606603556,0.56115615,5.4669294e-05,9.981558,15.838613,0.6989354,15.87286,0
606701278,606701150,0.56115615,5.4685715e-05,10.036983,16.055004,0.6971936,16.078316,0
606797908,606797789,0.56115615,5.470212e-05,9.9389925,16.122437,0.68078744,16.11742,0
606903398,606903288,0.56115615,5.4717635e-05,10.145655,15.972312,0.71606076,15.965192,0
606984356,606984224,0.56115615,5.472906e-05,9.588444,15.787677,0.6470465,15.753978,0
607095140,607095000,0.56115615,5.474672e-05,9.689055,15.425025,0.6762301,15.383893,0
607198664,607198541,0.56115615,5.476654e-05,9.7644615,15.000706,0.7062239,14.974015,0
607307749,607307353,0.56115615,5.478364e-05,9.92379,14.551545,0.7519751,14.507128,0
607410227,607410070,0.56115615,5.479822e-05,9.928409,14.082909,0.77772206,14.032216,0
607502360,607502232,0.56115615,5.481235e-05,9.828244,13.622496,0.7878666,13.568301,0
607607122,607606859,0.56115615,5.4828994e-05,9.796436,13.076885,0.81543505,13.0437155,0
607698013,607697886,0.56115615,5.4844095e-05,9.99879,12.638352,0.87894547,12.588406,0
607802761,607802641,0.56115615,5.486053e-05,9.775248,12.119385,0.87605715,12.066844,0
607900079,607899961,0.56115615,5.4875432e-05,9.872047,11.639245,0.9303517,11.570023,0
608003770,608003636,0.56115615,5.7824418e-05,9.892592,11.1172905,0.97808987,11.067964,0
608100852,608100747,0.56115615,6.585391e-05,9.877805,10.651643,1.0177984,10.60169,0
608205682,608205561,0.56115615,8.372422e-05,9.700799,10.185587,1.026565,10.117259,0
608306742,608306622,0.56115615,9.636844e-05,9.558624,9.695583,1.0470666,9.648721,0
608407678,608407531,0.56115615,0.00011361672,9.743249,9.24888,1.1404492,9.2012,0
608495028,608494889,0.56115615,0.00012767714,9.586216,8.849686,1.1537828,8.822649,0
608603821,608603656,0.56115615,0.00014565403,9.819735,8.417489,1.2728418,8.37695,0
608707355,608707118,0.56115615,0.00016185483,9.611368,7.9912934,1.2844312,7.967159,0
608808632,608808494,0.56115615,0.00018007598,9.82074,7.660534,1.3989005,7.589716,0
608899088,608898964,0.56115615,0.00019306979,9.803885,7.2979727,1.4633619,7.264176,0
609001340,609001212,0.56115615,0.00020708355,9.638885,6.948098,1.4857478,6.911413,0
609099032,609098892,0.56115615,0.00022227112,9.658326,6.624376,1.5646466,6.590988,0
609204945,609204509,0.56115615,0.00023795645,9.901617,6.2957907,1.7302923,6.2657433,0
609302749,609302457,0.56115615,0.00025321604,10.038365,6.0051923,1.864475,5.974677,0
609407489,609407331,0.56115615,0.00027206462,9.624124,5.7137527,1.8011855,5.6739616,0
609506853,609506735,0.56115615,0.00029107093,9.721907,5.443464,1.9292347,5.4028997,0
609605728,609605667,0.56115615,0.00030849592,9.926785,5.18347,2.112293,5.1476474,0
609710658,609710614,0.56115615,0.0003253384,9.909853,4.9142466,2.2204192,4.889509,0
609802708,609802658,0.56115615,0.0003386232,9.734115,4.6954446,2.2421966,4.671746,0
609903669,609903385,0.56115615,0.00035620868,9.878405,4.4683475,2.4265218,4.4438515,0
609997236,609996895,0.56115615,0.0003702565,9.948987,4.265902,2.5781271,4.2447486,0
610100625,610100465,0.56115615,0.00038625722,9.630897,4.0552754,2.5413857,4.032213,0
610197594,610197484,0.56115615,0.0004011958,10.062359,3.8663003,2.909789,3.8459163,0
610306213,610306097,0.56115615,0.00041694957,9.964666,3.6679912,3.0078402,3.6460354,0
610407018,610406349,0.56115615,0.00043256785,9.43575,3.5054393,2.8220706,3.4862864,0
610507281,610507161,0.56115615,0.00044762617,9.717197,3.3356788,3.1452513,3.3194366,0
610598575,610598442,0.56115615,0.0004618511,9.782716,3.1915157,3.3318036,3.1738052,0
610694675,610694542,0.56115615,0.00047570028,9.705626,3.0423179,3.4403288,3.0281656,0
610805874,610805698,0.56115615,0.0004946359,9.900349,2.8894765,3.7691143,2.8680747,0
610901532,610901157,0.56115615,0.0005084263,9.566518,2.7502282,3.6974008,2.7374122,0
611004952,611004816,0.56115615,0.0005253206,9.79518,2.6104567,4.083813,2.6027472,0
611104778,611104660,0.56115615,0.00054100924,10.099773,2.4904335,4.5509896,2.478929,0
611197145,611197003,0.56115615,0.00055400375,10.090937,2.383225,4.7473955,2.3708997,0
611302312,611302164,0.56115615,0.0005712303,10.084109,2.2686331,4.980447,2.2539701,0
611400665,611400528,0.56115615,0.0005859212,10.0830555,2.1594942,5.2310605,2.1487975,0
611501738,611501605,0.56115615,0.0006015541,9.978142,2.0593784,5.371811,2.0449433,0
611607636,611607516,0.56115615,0.0006188679,9.9742365,1.9513587,5.6647367,1.9420013,0
611706248,611706157,0.56115615,0.0006349501,9.754598,1.8556879,5.6973286,1.8499653,0
611808571,611808288,0.56115615,0.0006511694,9.836625,1.7643987,6.093306,1.7591164,0
611885752,611885625,0.56115615,0.00066309655,9.591583,1.7017632,6.006742,1.6931571,0
612006132,612005988,0.56115615,0.0006833008,9.783254,1.6076996,6.614838,1.5962564,0
612092698,612092560,0.56115615,0.00069760485,9.629577,1.5383501,6.6975613,1.529917,0
612205333,612205209,0.56115615,0.00071550725,9.623218,1.4547237,7.073227,1.4474249,0
612308985,612308860,0.56115615,0.00073300395,9.907149,1.3836831,7.881671,1.3769482,0
612400090,612399932,0.56115615,0.000749228,9.994867,1.3253446,8.37496,1.3163393,0
612508687,612508543,0.56115615,0.0007670453,9.870102,1.2581096,8.6036415,1.2485589,0
612593233,612593084,0.56115615,0.0007811402,9.575172,1.203999,8.461057,1.198336,0
612704586,612704338,0.56115615,0.0008005667,9.934582,1.1410275,9.610823,1.1351347,0
612801599,612801484,0.56115615,0.0008169326,9.831375,1.0908669,9.844967,1.0827332,0
612897613,612897477,0.56115615,0.00083319674,9.657873,1.0377045,9.98727,1.0326904,0
613003675,613003540,0.56115615,0.00084995484,9.731939,1.0,10.523404,1.0,0
613103758,613103562,0.56115615,0.00086753716,9.812337,1.0,10.697995,1.0,0
613206984,613206862,0.56115615,0.00088438706,9.815373,1.0,10.704617,1.0,0
613306912,613306752,0.56115615,0.0009020873,9.754218,1.0,10.571641,1.0,0
613404073,613403960,0.56115615,0.00091935816,10.056696,1.0,11.237459,1.0,0
613506453,613506291,0.56115615,0.000934959,9.803092,1.0,10.677846,1.0,0
613606039,613605907,0.56115615,0.00095005345,9.698811,1.0,10.45188,1.0,0
613703686,613703556,0.56115615,0.00096503214,9.540066,1.0,10.112539,1.0,0
613804680,613804548,0.56115615,0.0009810417,9.291779,1.0,9.593017,1.0,0
613905615,613905492,0.56115615,0.0009974521,9.733825,1.0,10.527483,1.0,0
613998154,613998006,0.56115615,0.0010126024,9.438425,1.0,9.898208,1.0,0
614104978,614104842,0.56115615,0.0010281183,9.665811,1.0,10.3808775,1.0,0
614203651,614203519,0.56115615,0.0010432191,9.7084465,1.0,10.47266,1.0,0
614298540,614298415,0.56115615,0.0010572829,10.066917,1.0,11.260314,1.0,0
614404872,614404735,0.56115615,0.0010727509,9.671603,1.0,10.393323,1.0,0
614493333,614492952,0.56115615,0.001085164,10.082033,1.0,11.294155,1.0,0
614605814,614605673,0.56115615,0.0011022314,9.818968,1.0,10.71246,1.0,0
614705266,614705129,0.56115615,0.0011198801,9.669959,1.0,10.38979,1.0,0
614806311,614806177,0.56115615,0.0011354683,10.056904,1.0,11.237924,1.0,0
614898740,614898603,0.56115615,0.0011486685,9.937611,1.0,10.9729,1.0,0
615000962,615000841,0.56115615,0.0011650692,9.908161,1.0,10.907963,1.0,0
615109604,615109456,0.56115615,0.0011826591,9.769141,1.0,10.604013,1.0,0
615197202,615197041,0.56115615,0.0011946588,9.54009,1.0,10.112591,1.0,0
615299270,615298987,0.56115615,0.0012103994,9.539621,1.0,10.111598,1.0,0
615399895,615399772,0.56115615,0.0012267341,9.315334,1.0,9.641717,1.0,0
615506173,615506049,0.56115615,0.00124486,9.835001,1.0,10.747471,1.0,0
615602141,615602003,0.56115615,0.0012614877,10.3147955,1.0,11.821667,1.0,0
615708284,615708113,0.56115615,0.0012774649,10.479925,1.0,12.203204,1.0,0
615794007,615793866,0.56115615,0.0012900339,10.721978,1.0,12.773424,1.0,0
615900594,615900464,0.56115615,0.0013059736,9.936099,1.0,10.969563,1.0,0
616001339,616000869,0.56115615,0.0013214741,10.081146,1.0,11.292168,1.0,0
616097484,616097274,0.56115615,0.001338287,10.142647,1.0,11.430365,1.0,0
616204476,616204350,0.56115615,0.0013544065,9.928158,1.0,10.952036,1.0,0
616301831,616301712,0.56115615,0.0013688601,9.83018,1.0,10.7369375,1.0,0
616403056,616402950,0.56115615,0.0013827953,9.607569,1.0,10.256153,1.0,0
616505840,616505696,0.56115615,0.0013979116,9.88964,1.0,10.86722,1.0,0
616600477,616600323,0.56115615,0.0014135533,9.617478,1.0,10.277321,1.0,0
616708933,616708793,0.56115615,0.0014316645,9.618143,1.0,10.278742,1.0,0
616805911,616805783,0.56115615,0.0014462437,9.665951,1.0,10.381178,1.0,0
616894460,616894320,0.56115615,0.0014612622,9.890021,1.0,10.868058,1.0,0
617007263,617007135,0.56115615,0.0014783425,9.841632,1.0,10.761969,1.0,0
617106926,617106796,0.56115615,0.0014939923,9.984919,1.0,11.077622,1.0,0
617205279,617205134,0.56115615,0.001509621,9.552384,1.0,10.138672,1.0,0
