timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2],reset_integral
598384588,-0.15121692,0.18765002,-0.0011336803,0.0,0.0,-0.001,0
598389726,-0.15121648,0.18763664,-0.0011441112,0.0,0.0,-0.001,0
598394727,-0.15116124,0.18764736,-0.0011277199,0.0,0.0,-0.001,0
598422418,-0.15113872,0.1876571,-0.0011205673,0.0,0.0,-0.001,0
598428661,-0.15115725,0.18764225,-0.0010120869,0.0,0.0,-0.001,0
598433788,-0.15122375,0.18760404,-0.0011634827,0.0,0.0,-0.001,0
598442663,-0.15124276,0.18759179,-0.0013425946,0.0,0.0,-0.001,0
598448921,-0.15120097,0.18758468,-0.0014919043,0.0,0.0,-0.001,0
598454047,-0.15106851,0.18761736,-0.001026392,0.0,0.0,-0.001,0
598458972,-0.1510452,0.18762353,-0.00077456236,0.0,0.0,-0.001,0
598467893,-0.15095861,0.18761776,-0.0008788705,0.0,0.0,-0.001,0
598468966,-0.1509553,0.18765366,-0.0007593632,0.0,0.0,-0.001,0
598478050,-0.15103827,0.18768385,-0.0012999773,0.0,0.0,-0.001,0
598484429,-0.15101635,0.18766686,-0.0019568205,0.0,0.0,-0.001,0
598489419,-0.1509465,0.1876958,-0.0012102723,0.0,0.0,-0.001,0
598494492,-0.15087235,0.18771726,-0.0009867549,0.0,0.0,-0.001,0
598504792,-0.15081313,0.1876961,-0.00052958727,0.0,0.0,-0.001,0
598514697,-0.15087776,0.18769987,-0.0012406707,0.0,0.0,-0.001,0
598519895,-0.15081422,0.18780765,-0.0019177794,0.0,0.0,-0.001,0
598524904,-0.15075818,0.1878461,-0.0012421608,0.0,0.0,-0.001,0
598534915,-0.1508072,0.1877935,-0.0015953183,0.0,0.0,-0.001,0
598538824,-0.15072154,0.18779254,-0.001565516,0.0,0.0,-0.001,0
598543778,-0.1506616,0.18785444,-0.002079904,0.0,0.0,-0.001,0
598553722,-0.15019442,0.18820283,-0.0022408366,0.0,0.0,-0.001,0
598559012,-0.14990075,0.18841028,-0.0016501546,0.0,0.0,-0.001,0
598569869,-0.149279,0.18891588,-0.0013557076,0.0,0.0,-0.001,0
598574181,-0.14886418,0.18931422,-0.0016590953,0.0,0.0,-0.001,0
598584347,-0.14804417,0.19017188,-0.0013577938,0.0,0.0,-0.001,0
598589266,-0.14758392,0.190724,-0.0011947751,0.0,0.0,-0.001,0
598594410,-0.14713027,0.19125357,-0.0007173419,0.0,0.0,-0.001,0
598604538,-0.14663449,0.1918208,-0.00014841557,0.0,0.0,-0.001,0
598607336,-0.14607775,0.19255875,-0.00037521124,0.0,0.0,-0.001,0
598610886,-0.14565265,0.19302067,0.00014841557,0.0,0.0,-0.001,0
598615880,-0.14508146,0.19360727,-0.0009033084,0.0,0.0,-0.001,0
598620661,-0.14441094,0.19428836,-0.0008586049,0.0,0.0,-0.001,0
598625841,-0.14349449,0.1949476,-0.0012797117,0.0,0.0,-0.001,0
598636995,-0.14056875,0.19622488,-0.0010797381,0.0,0.0,-0.001,0
598641127,-0.13936508,0.19662075,-0.0009405613,0.0,0.0,-0.001,0
598646157,-0.13795047,0.19706099,-0.0009340048,0.0,0.0,-0.001,0
598651067,-0.13658102,0.19763035,-0.0008907914,0.0,0.0,-0.001,0
598661565,-0.13535002,0.1981938,-0.00083714724,0.0,0.0,-0.001,0
598671269,-0.13415892,0.19864766,-0.000629127,0.0,0.0,-0.001,0
598676550,-0.1313729,0.19913319,-0.000629127,0.0,0.0,-0.001,0
