timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,wheel_rate_integ
598388085,0.0,0.0,0.0,0.0
598390026,0.0,0.0,0.0,0.0
598424052,0.0,0.0,0.0,0.0
598444268,0.0,0.0,0.0,0.0
598464000,0.0,0.0,0.0,0.0
598482760,0.0,0.0,0.0,0.0
598501858,0.0,0.0,0.0,0.0
598529409,0.0,0.0,0.0,0.0
598549977,0.0,0.0,0.0,0.0
598567401,0.0,0.0,0.0,0.0
598585346,0.0,0.0,0.0,0.0
598606292,0.0,0.0,0.0,0.0
598626304,0.0,0.0,0.0,0.0
598648432,0.0,0.0,0.0,0.0
598669061,0.0,0.0,0.0,0.0
598686099,0.0,0.0,0.0,0.0
598704659,0.0,0.0,0.0,0.0
598730047,0.0,0.0,0.0,0.0
598747976,0.0,0.0,0.0,0.0
598765784,0.0,0.0,0.0,0.0
598788405,0.0,0.0,0.0,0.0
598807404,0.0,0.0,0.0,0.0
598826796,0.0,0.0,0.0,0.0
598848996,0.0,0.0,0.0,0.0
598869337,0.0,0.0,0.0,0.0
598888478,0.0,0.0,0.0,0.0
598908167,0.0,0.0,0.0,0.0
598929578,0.0,0.0,0.0,0.0
598946490,0.0,0.0,0.0,0.0
598967048,0.0,0.0,0.0,0.0
598987514,0.0,0.0,0.0,0.0
599007690,0.0,0.0,0.0,0.0
599025196,0.0,0.0,0.0,0.0
599046394,0.0,0.0,0.0,0.0
599066256,0.0,0.0,0.0,0.0
599085516,0.0,0.0,0.0,0.0
599109380,0.0,0.0,0.0,0.0
599127740,0.0,0.0,0.0,0.0
599149426,0.0,0.0,0.0,0.0
599168719,0.0,0.0,0.0,0.0
599187908,0.0,0.0,0.0,0.0
599209290,0.0,0.0,0.0,0.0
599231849,0.0,0.0,0.0,0.0
599245252,0.0,0.0,0.0,0.0
599268067,0.0,0.0,0.0,0.0
599289371,0.0,0.0,0.0,0.0
599305132,0.0,0.0,0.0,0.0
599326906,0.0,0.0,0.0,0.0
599349726,0.0,0.0,0.0,0.0
599368587,0.0,0.0,0.0,0.0
599388481,0.0,0.0,0.0,0.0
599409037,0.0,0.0,0.0,0.0
599429296,0.0,0.0,0.0,0.0
599446075,0.0,0.0,0.0,0.0
599469522,0.0,0.0,0.0,0.0
599488676,0.0,0.0,0.0,0.0
599508558,0.0,0.0,0.0,0.0
599527525,0.0,0.0,0.0,0.0
599550751,0.0,0.0,0.0,0.0
599570811,0.0,0.0,0.0,0.0
599586898,0.0,0.0,0.0,0.0
599608356,0.0,0.0,0.0,0.0
599624965,0.0,0.0,0.0,0.0
599645581,0.0,0.0,0.0,0.0
599667191,0.0,0.0,0.0,0.0
599687585,0.0,0.0,0.0,0.0
599711914,0.0,0.0,0.0,0.0
599725294,0.0,0.0,0.0,0.0
599749280,0.0,0.0,0.0,0.0
599768479,0.0,0.0,0.0,0.0
599787775,0.0,0.0,0.0,0.0
599806771,0.0,0.0,0.0,0.0
599830180,0.0,0.0,0.0,0.0
599848948,0.0,0.0,0.0,0.0
599866065,0.0,0.0,0.0,0.0
599888227,0.0,0.0,0.0,0.0
599910444,0.0,0.0,0.0,0.0
599926391,0.0,0.0,0.0,0.0
599947735,0.0,0.0,0.0,0.0
599965914,0.0,0.0,0.0,0.0
599989941,0.0,0.0,0.0,0.0
600006297,0.0,0.0,0.0,0.0
600029350,0.0,0.0,0.0,0.0
600048342,0.0,0.0,0.0,0.0
600066635,0.0,0.0,0.0,0.0
600088449,0.0,0.0,0.0,0.0
600109949,0.0,0.0,0.0,0.0
600126322,0.0,0.0,0.0,0.0
600146928,0.0,0.0,0.0,0.0
600164193,0.0,0.0,0.0,0.0
600189810,0.0,0.0,0.0,0.0
600205094,0.0,0.0,0.0,0.0
600226687,0.0,0.0,0.0,0.0
600249166,0.0,0.0,0.0,0.0
600269125,0.0,0.0,0.0,0.0
600286432,0.0,0.0,0.0,0.0
600309690,0.0,0.0,0.0,0.0
600329440,0.0,0.0,0.0,0.0
600346411,0.0,0.0,0.0,0.0
600366386,0.0,0.0,0.0,0.0
600388508,0.0,0.0,0.0,0.0
600410237,0.0,0.0,0.0,0.0
600425437,0.0,0.0,0.0,0.0
600449015,0.0,0.0,0.0,0.0
600470337,0.0,0.0,0.0,0.0
600490894,0.0,0.0,0.0,0.0
600505628,0.0,0.0,0.0,0.0
600527879,0.0,0.0,0.0,0.0
600549622,0.0,0.0,0.0,0.0
600566336,0.0,0.0,0.0,0.0
600587525,0.0,0.0,0.0,0.0
600610227,0.0,0.0,0.0,0.0
600626876,0.0,0.0,0.0,0.0
600643656,0.0,0.0,0.0,0.0
600668700,0.0,0.0,0.0,0.0
600688589,0.0,0.0,0.0,0.0
600705312,0.0,0.0,0.0,0.0
600728429,0.0,0.0,0.0,0.0
600749651,0.0,0.0,0.0,0.0
600768899,0.0,0.0,0.0,0.0
600787967,0.0,0.0,0.0,0.0
600808100,0.0,0.0,0.0,0.0
600827695,0.0,0.0,0.0,0.0
600845629,0.0,0.0,0.0,0.0
600869753,0.0,0.0,0.0,0.0
600888682,0.0,0.0,0.0,0.0
600910057,0.0,0.0,0.0,0.0
600925137,0.0,0.0,0.0,0.0
600948216,0.0,0.0,0.0,0.0
600970269,0.0,0.0,0.0,0.0
600985234,0.0,0.0,0.0,0.0
601008162,-0.00032509354,0.00040432703,-7.8480174e-05,0.0
601027136,-0.00062895106,0.0007753215,-0.00016127525,0.0
601049068,-0.0008965875,0.0011963756,-0.00024073357,0.0
601068530,-0.0011894068,0.0015004526,-0.00031628105,0.0
601087163,-0.0014280023,0.0018966541,-0.00040499668,0.0
601108721,-0.0016311591,0.0022892652,-0.0005242128,0.0
601122208,-0.0018527375,0.00253705,-0.0005866879,0.0
601146938,-0.002099339,0.0030001234,-0.00063553674,0.0
601167860,-0.0023386176,0.0032716817,-0.00062930724,0.0
601186750,-0.002483081,0.00351185,-0.000581456,0.0
601206179,-0.0025699497,0.003643685,-0.00049870356,0.0
601225305,-0.002617935,0.003777447,-0.00035345397,0.0
601250211,-0.0023395014,0.0039519724,-0.000120904646,0.0
601268032,-0.0022047397,0.0039394447,8.5990396e-05,0.0
601288139,-0.001772039,0.0037482653,0.00037578266,0.0
601308305,-0.0014128305,0.0033213745,0.00051693985,0.0
601324385,-0.0011052485,0.0028296553,0.0005684953,0.0
601347353,-0.00093822484,0.0020056337,0.0004542018,0.0
601368781,-0.0009831396,0.0010856057,0.00017718598,0.0
601387911,-0.0011044495,0.0002229147,-0.000112349066,0.0
601408341,-0.0013537897,-0.0006368265,-0.00055749435,0.0
601429353,-0.0018537359,-0.0017315383,-0.0011293117,0.0
601449095,-0.0021904279,-0.0027436153,-0.0018677618,0.0
601466782,-0.0022988436,-0.003581966,-0.0026262745,0.0
601488926,-0.0022254144,-0.0046981173,-0.003580145,0.0
601508692,-0.0019453898,-0.0056981402,-0.004364349,0.0
601529516,-0.0017214632,-0.0065291254,-0.005078833,0.0
601548439,-0.0015695506,-0.0072886534,-0.0056884284,0.0
601568140,-0.0015436043,-0.008253101,-0.006368436,0.0
601590237,-0.0016203504,-0.009208087,-0.007043938,0.0
601606390,-0.0018360512,-0.009950407,-0.0074990024,0.0
601626260,-0.0021593038,-0.0109762885,-0.007901711,0.0
601648684,-0.0023236973,-0.012137996,-0.008235621,0.0
601670966,-0.0023890142,-0.013084955,-0.008544251,0.0
601686091,-0.0024090447,-0.013822602,-0.008817764,0.0
601707502,-0.0024418584,-0.014790338,-0.009253107,0.0
601730006,-0.0023697747,-0.015719347,-0.009712659,0.0
