timestamp,process_load,system_load,ram_usage,platform[0],platform[1],platform[2],platform[3],platform[4]
598137382,0.46,0.20110013,0.15501566,80,79,83,73,88
598637838,0.66,0.20114462,0.15512106,80,79,83,73,88
599137893,0.5,0.20118521,0.15507574,80,79,83,73,88
599637402,0.54,0.20121463,0.15510121,80,79,83,73,88
600137947,0.52,0.20124143,0.15511444,80,79,83,73,88
600637590,0.54,0.20126905,0.15514499,80,79,83,73,88
601137735,0.52,0.2013094,0.15507524,80,79,83,73,88
601637624,0.56,0.20134673,0.15509152,80,79,83,73,88
602137406,0.54,0.20139205,0.1551394,80,79,83,73,88
602637739,0.54,0.20143306,0.15510833,80,79,83,73,88
603137370,0.5,0.20144594,0.15510884,80,79,83,73,88
603637733,0.48,0.20146643,0.15517402,80,79,83,73,88
604137748,0.52,0.20150472,0.155118,80,79,83,73,88
604637639,0.54,0.20154294,0.15514652,80,79,83,73,88
605137636,0.48,0.20156161,0.15515314,80,79,83,73,88
605637680,0.52,0.20158449,0.15508644,80,79,83,73,88
606137681,0.54,0.2016306,0.15508746,80,79,83,73,88
606637414,0.56,0.20167878,0.15514143,80,79,83,73,88
607137624,0.56,0.20172942,0.15514857,80,79,83,73,88
607637411,0.58,0.20177533,0.1551674,80,79,83,73,88
608137435,0.64,0.201849,0.15515518,80,79,83,73,88
608637722,0.6,0.20190315,0.15516995,80,79,83,73,88
609137387,0.52,0.20194286,0.15512615,80,79,83,73,88
609636846,0.58,0.20200191,0.15996556,80,79,83,73,88
610137677,0.58,0.20209324,0.16213678,80,79,83,73,88
610637589,0.58,0.20215791,0.16219024,80,79,83,73,88
611137283,0.52,0.20220484,0.1621388,80,79,83,73,88
611637532,0.58,0.20225005,0.16215713,80,79,83,73,88
612137595,0.56,0.20231527,0.16212454,80,79,83,73,88
612637660,0.56,0.20237662,0.16215663,80,79,83,73,88
613137336,0.5,0.20243283,0.16212201,80,79,83,73,88
613637755,0.52,0.20247139,0.16215765,80,79,83,73,88
614137620,0.56,0.20252039,0.16218565,80,79,83,73,88
614637553,0.58,0.20258383,0.16214746,80,79,83,73,88
615137549,0.48,0.20262137,0.1621551,80,79,83,73,88
615637547,0.56,0.20268798,0.16220398,80,79,83,73,88
616137520,0.58,0.20275491,0.16212048,80,79,83,73,88
616637527,0.58,0.20280346,0.1621821,80,79,83,73,88
617137278,0.54,0.20285565,0.16215765,80,79,83,73,88
617637461,0.56,0.20291816,0.16217548,80,79,83,73,88
618137632,0.6,0.2029673,0.16217853,80,79,83,73,88
618637764,0.58,0.20304573,0.16219075,80,79,83,73,88
619137389,0.5,0.20308183,0.16214848,80,79,83,73,88
619637422,0.6,0.20316005,0.1621714,80,79,83,73,88
620137608,0.64,0.20323692,0.16214594,80,79,83,73,88
620637444,0.6,0.2033038,0.1621775,80,79,83,73,88
621137219,0.54,0.20334165,0.1621434,80,79,83,73,88
621637646,0.54,0.20338517,0.16219024,80,79,83,73,88
622137686,0.6,0.20345215,0.16214237,80,79,83,73,88
622637627,0.54,0.20350048,0.16214594,80,79,83,73,88
623137520,0.56,0.20356311,0.16214848,80,79,83,73,88
623637638,0.6,0.20361501,0.16220398,80,79,83,73,88
624137638,0.6,0.20367256,0.16217445,80,79,83,73,88
624637827,0.58,0.20373657,0.16220501,80,79,83,73,88
625137650,0.58,0.20379679,0.16217853,80,79,83,73,88
625637691,0.58,0.20385122,0.16219787,80,79,83,73,88
626137751,0.56,0.20391124,0.16218616,80,79,83,73,88
626637747,0.6,0.20397161,0.16218871,80,79,83,73,88
627137794,0.58,0.2040294,0.16218159,80,79,83,73,88
627637441,0.56,0.20408343,0.16222385,80,79,83,73,88
628137497,0.56,0.20413533,0.16220959,80,79,83,73,88
628637566,0.54,0.20418224,0.16216783,80,79,83,73,88
629137429,0.54,0.20422135,0.16217548,80,79,83,73,88
629637335,0.54,0.20425348,0.16219126,80,79,83,73,88
630137190,0.52,0.2042949,0.16219787,80,79,83,73,88
630637708,0.54,0.20434685,0.16214135,80,79,83,73,88
631137456,0.54,0.20439912,0.16220908,80,79,83,73,88
631637755,0.52,0.20444481,0.16224574,80,79,83,73,88
632137519,0.62,0.2045212,0.16221112,80,79,83,73,88
632637752,0.52,0.20456146,0.1621933,80,79,83,73,88
633137635,0.58,0.20460206,0.16217548,80,79,83,73,88
633637178,0.54,0.20465274,0.16215713,80,79,83,73,88
634137231,0.58,0.2047021,0.16214797,80,79,83,73,88
634637869,0.56,0.20475861,0.16221723,80,79,83,73,88
635137445,0.56,0.20480584,0.16220449,80,79,83,73,88
635637658,0.6,0.20487069,0.16217242,80,79,83,73,88
636137662,0.56,0.20491569,0.16218056,80,79,83,73,88
636637128,0.56,0.20497389,0.16226153,80,79,83,73,88
637136952,0.6,0.20502642,0.16220093,80,79,83,73,88
637637002,0.58,0.20509209,0.16220449,80,79,83,73,88
638137043,0.54,0.20513676,0.16220501,80,79,83,73,88
638637373,0.56,0.20518138,0.16221723,80,79,83,73,88
639137817,0.58,0.20523754,0.16219889,80,79,83,73,88
639637444,0.54,0.20527562,0.16220398,80,79,83,73,88
640137698,0.58,0.20533122,0.16220348,80,79,83,73,88
640637534,0.6,0.20538202,0.16220959,80,79,83,73,88
641137533,0.54,0.20542903,0.16221264,80,79,83,73,88
641637587,0.52,0.2054791,0.16224982,80,79,83,73,88
642137329,0.52,0.20551397,0.16219431,80,79,83,73,88
642637433,0.6,0.20557198,0.16219583,80,79,83,73,88
643137316,0.6,0.20563824,0.1622264,80,79,83,73,88
643637815,0.52,0.20568441,0.16223708,80,79,83,73,88
644137439,0.54,0.20573653,0.16222842,80,79,83,73,88
644637659,0.56,0.20579056,0.16219838,80,79,83,73,88
645137551,0.58,0.20585836,0.16219431,80,79,83,73,88
645637555,0.54,0.20591654,0.16224472,80,79,83,73,88
