timestamp,timestamp_sample,ref_timestamp,ref_lat,ref_lon,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,z_deriv,delta_vxy[0],delta_vxy[1],delta_vz,ax,ay,az,heading,delta_heading,ref_alt,dist_bottom,eph,epv,evh,evv,vxy_max,vz_max,hagl_min,hagl_max,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,heading_reset_counter,heading_good_for_control,xy_global,z_global,dist_bottom_valid,dist_bottom_sensor_bitfield,dead_reckoning
598385393,598383946,0,nan,nan,-0.0682624,0.2159857,-0.13602443,-0.06828619,0.21610908,-0.13538523,-0.0004927835,-0.00040789333,-0.0013472941,-0.0007014662,2.1760352e-06,2.592802e-06,0.0006533712,-0.0023687189,-0.008049018,-0.009563392,1.4984056,1.496454,nan,0.100229464,0.0049879043,0.0034748092,0.02881387,0.019691793,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598395975,598394009,0,nan,nan,-0.06826328,0.21598588,-0.13602515,-0.06828619,0.21610908,-0.13538523,-0.00038853698,-0.00044199708,-0.0013843724,-0.00073552976,2.1760352e-06,2.592802e-06,0.0006533712,0.011887543,-0.0019131607,-0.010212063,1.4984021,1.496454,nan,0.10023291,0.004903262,0.0034173692,0.028551633,0.019537121,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598485723,598483728,0,nan,nan,-0.06827873,0.21602933,-0.13604406,-0.06828619,0.21610908,-0.13538523,-0.0014812212,0.0013214957,-0.0015518217,-0.0008785049,2.1760352e-06,2.592802e-06,0.0006533712,-0.06207106,0.062177688,-0.028887609,1.4985855,1.496454,nan,0.10026305,0.0050538424,0.0035195923,0.02875198,0.019695537,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598574937,598573423,0,nan,nan,-0.06833192,0.21620888,-0.13606718,-0.06828619,0.21610908,-0.13538523,0.00019586868,0.0025202136,-0.0014751926,-0.0007656182,2.1760352e-06,2.592802e-06,0.0006533712,0.0009803884,0.0020536117,0.027181758,1.5005647,1.496454,nan,0.1002743,0.004983045,0.003470881,0.028890017,0.019705636,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598687531,598685840,0,nan,nan,-0.068128444,0.2164481,-0.13613202,-0.06828619,0.21610908,-0.13538523,0.0009950456,0.0009188999,-0.003995162,-0.0032432342,2.1760352e-06,2.592802e-06,0.0006533712,-0.14591731,-0.10754428,-0.09126622,1.4986341,1.496454,nan,0.10030719,0.0052244244,0.0036324903,0.029553307,0.020203436,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598784613,598778085,0,nan,nan,-0.0683416,0.21639517,-0.13616882,-0.06828619,0.21610908,-0.13538523,-0.0055136974,-0.0017858391,-0.0019634801,-0.001177846,2.1760352e-06,2.592802e-06,0.0006533712,-0.059794858,-0.14131737,-0.09536237,1.499037,1.496454,nan,0.10029387,0.0051337956,0.003573318,0.029195394,0.019980783,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598875721,598874141,0,nan,nan,-0.068580456,0.21632822,-0.13623887,-0.06828619,0.21610908,-0.13538523,-0.0023343726,0.00011387645,-0.0025459959,-0.0017083612,2.1760352e-06,2.592802e-06,0.0006533712,0.015235336,0.08447631,0.07601739,1.4970665,1.496454,nan,0.100349404,0.0052353446,0.003643279,0.02939338,0.020113626,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
598981848,598975191,0,nan,nan,-0.06884174,0.21619038,-0.1364962,-0.06828619,0.21610908,-0.13538523,-0.006966893,-0.0038445473,-0.006041456,-0.0051223733,2.1760352e-06,2.592802e-06,0.0006533712,0.110423565,-0.1620905,-0.099844106,1.4987808,1.496454,nan,0.10057288,0.004880599,0.0034068704,0.02818123,0.019350523,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
599078067,599076265,0,nan,nan,-0.06896011,0.21599443,-0.13689226,-0.06828619,0.21610908,-0.13538523,-0.0020249272,-6.781484e-05,-0.007278157,-0.0062277704,2.1760352e-06,2.592802e-06,0.0006533712,-0.32665133,-0.08564295,0.00742547,1.4981116,1.496454,nan,0.10081559,0.004787995,0.0033414091,0.028252413,0.019372791,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
599180095,599178572,0,nan,nan,-0.068962485,0.21605052,-0.13743436,-0.06828619,0.21610908,-0.13538523,-0.0046797423,-0.0008974247,-0.010230724,-0.008979517,2.1760352e-06,2.592802e-06,0.0006533712,-0.103378974,-0.27769902,-0.13497217,1.4993101,1.496454,nan,0.10116253,0.0051881154,0.0036141975,0.029192103,0.02000202,inf,inf,inf,inf,1,1,1,1,2,2,1,1,1,1,0,0,0,0,0
