timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
598386975,598386455,0.071128026,0.0,0.040261216,0.0313301,nan,nan,nan,nan,nan,nan,nan,nan,0
598390105,598388992,0.07197144,0.0,0.040116113,0.032539632,nan,nan,nan,nan,nan,nan,nan,nan,0
598395417,598394592,0.07161648,0.0,0.04011698,0.031755015,nan,nan,nan,nan,nan,nan,nan,nan,0
598418474,598412936,0.07195796,0.0,0.040403,0.032290738,nan,nan,nan,nan,nan,nan,nan,nan,0
598421140,598416749,0.07234956,0.0,0.040634982,0.032219045,nan,nan,nan,nan,nan,nan,nan,nan,0
598424030,598420668,0.07104735,0.0,0.039182607,0.030994788,nan,nan,nan,nan,nan,nan,nan,nan,0
598429764,598425588,0.07218475,0.0,0.03679865,0.029851623,nan,nan,nan,nan,nan,nan,nan,nan,0
598434010,598428114,0.07135852,0.0,0.03757906,0.029337306,nan,nan,nan,nan,nan,nan,nan,nan,0
598438472,598433168,0.072472155,0.0,0.040013943,0.03525807,nan,nan,nan,nan,nan,nan,nan,nan,0
598441355,598436971,0.0719845,0.0,0.043345686,0.03657358,nan,nan,nan,nan,nan,nan,nan,nan,0
598444247,598440898,0.0727235,0.0,0.044812925,0.038461782,nan,nan,nan,nan,nan,nan,nan,nan,0
598450510,598445814,0.06965159,0.0,0.04297175,0.033167288,nan,nan,nan,nan,nan,nan,nan,nan,0
598457438,598453392,0.06913853,0.0,0.038600117,0.028458111,nan,nan,nan,nan,nan,nan,nan,nan,0
598460143,598457146,0.07209776,0.0,0.036850832,0.027233446,nan,nan,nan,nan,nan,nan,nan,nan,0
598463975,598458434,0.07111174,0.0,0.034610618,0.026405964,nan,nan,nan,nan,nan,nan,nan,nan,0
598466605,598463515,0.07033494,0.0,0.033027884,0.024363428,nan,nan,nan,nan,nan,nan,nan,nan,0
598469428,598465989,0.07284497,0.0,0.03394401,0.027839651,nan,nan,nan,nan,nan,nan,nan,nan,0
598476773,598472336,0.07512616,0.0,0.04072075,0.033583824,nan,nan,nan,nan,nan,nan,nan,nan,0
598479431,598476139,0.072604254,0.0,0.043692652,0.03748059,nan,nan,nan,nan,nan,nan,nan,nan,0
598482725,598478651,0.07125346,0.0,0.04530546,0.039339148,nan,nan,nan,nan,nan,nan,nan,nan,0
598485420,598482436,0.071321696,0.0,0.047201432,0.04222977,nan,nan,nan,nan,nan,nan,nan,nan,0
598492608,598488774,0.07072312,0.0,0.045884483,0.036084563,nan,nan,nan,nan,nan,nan,nan,nan,0
598499178,598495092,0.06994075,0.0,0.0371797,0.025125794,nan,nan,nan,nan,nan,nan,nan,nan,0
598501838,598498854,0.069875985,0.0,0.03186659,0.022228647,nan,nan,nan,nan,nan,nan,nan,nan,0
598504500,598501389,0.072763614,0.0,0.032276172,0.02331959,nan,nan,nan,nan,nan,nan,nan,nan,0
598512917,598508962,0.07264587,0.0,0.03898286,0.031256072,nan,nan,nan,nan,nan,nan,nan,nan,0
598515718,598512741,0.072010756,0.0,0.043552976,0.036142208,nan,nan,nan,nan,nan,nan,nan,nan,0
598518827,598517873,0.07381402,0.0,0.04909794,0.04375929,nan,nan,nan,nan,nan,nan,nan,nan,0
598522454,598521689,0.07415664,0.0,0.050714903,0.040695325,nan,nan,nan,nan,nan,nan,nan,nan,0
598528515,598527968,0.07070748,0.0,0.04284226,0.03697648,nan,nan,nan,nan,nan,nan,nan,nan,0
598530985,598530647,0.06878119,0.0,0.042464525,0.035327967,nan,nan,nan,nan,nan,nan,nan,nan,0
598534623,598534304,0.07018327,0.0,0.043824866,0.037768334,nan,nan,nan,nan,nan,nan,nan,nan,0
598540001,598539399,0.07054277,0.0,0.050221052,0.041752778,nan,nan,nan,nan,nan,nan,nan,nan,0
598543705,598543124,0.071981356,0.0,0.053106986,0.04445195,nan,nan,nan,nan,nan,nan,nan,nan,0
598548397,598547341,0.07038818,0.0,0.0557559,0.04245094,nan,nan,nan,nan,nan,nan,nan,nan,0
598551565,598550744,0.070048384,0.0,0.05635722,0.042039406,nan,nan,nan,nan,nan,nan,nan,nan,0
598552396,598551935,0.07152559,0.0,0.056944102,0.04256596,nan,nan,nan,nan,nan,nan,nan,nan,0
598558792,598558292,0.07289423,0.0,0.05730639,0.04441715,nan,nan,nan,nan,nan,nan,nan,nan,0
598561870,598560926,0.07062149,0.0,0.055600345,0.04032995,nan,nan,nan,nan,nan,nan,nan,nan,0
598564039,598563360,0.07127632,0.0,0.055602804,0.039723787,nan,nan,nan,nan,nan,nan,nan,nan,0
598567446,598567086,0.07248409,0.0,0.052553482,0.039130207,nan,nan,nan,nan,nan,nan,nan,nan,0
598576623,598573423,0.07211613,0.0,0.052399606,0.033759296,nan,nan,nan,nan,nan,nan,nan,nan,0
598577891,598575979,0.07250984,0.0,0.050723664,0.03387813,nan,nan,nan,nan,nan,nan,nan,nan,0
598583050,598580994,0.07145545,0.0,0.050033107,0.02914343,nan,nan,nan,nan,nan,nan,nan,nan,0
