timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
598385740,598333379,67137539,7.3398483e-06,0.00044866337,0.0001990313,0,0.0049879043,0.0034748092,0.00035814283,nan,0.0008351811,0.0014184886,0.0,0.0,0.0,0.089119,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
598396304,598343495,67137539,7.83267e-06,0.00046837196,0.00020251109,0,0.004903262,0.0034173692,0.00034953927,nan,0.0010435127,0.0017768334,0.0,0.0,0.0,0.089119,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
598575560,598532992,67137539,7.468719e-06,0.0005689261,0.00024124613,0,0.004983045,0.003470881,8.103325e-05,nan,0.0019963346,0.001616091,0.0,0.0,0.0,0.089119,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
598785320,598731376,28675,3.3452685e-05,0.0007889689,0.0003071623,0,0.0051337956,0.003573318,0.0020286553,nan,0.0040151803,0.0022235815,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
598982181,598929853,28675,2.8434582e-05,0.0016608139,0.00062312745,0,0.004880599,0.0034068704,0.00043558824,nan,0.006172451,0.003443871,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
599180476,599129329,28675,1.6662274e-05,0.0024914746,0.0009957423,0,0.0051881154,0.0036141975,0.0006370822,nan,0.0042436863,0.010147698,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
599380226,599330152,28675,8.932619e-06,0.004061729,0.0016530138,0,0.0053141504,0.0037048555,8.603813e-05,nan,0.003215454,0.015767125,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
599579898,599537346,28675,1.0339083e-05,0.005211584,0.0022714937,0,0.0050224317,0.0035015629,0.0010956995,nan,0.0030743117,0.020212274,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
599781072,599728128,28675,1.0855685e-05,0.0062768636,0.0027763455,0,0.005156329,0.00359449,0.0007915645,nan,0.0017283199,0.022262566,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
599978097,599930279,28675,1.5067731e-05,0.006793697,0.0031309114,0,0.0049492447,0.003449686,0.0017036055,nan,0.0030105049,0.022358445,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
600181487,600127344,67137539,1.8793542e-05,0.006967393,0.0033018067,0,0.004951901,0.0034516207,0.00094305567,nan,0.0046687475,0.024457917,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
600380720,600332040,67137539,3.3842185e-05,0.0068348697,0.003165895,0,0.004793201,0.0033323294,0.00049424556,nan,0.0025074712,0.02338957,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
600578029,600535464,67137539,1.4442583e-05,0.0060688267,0.0028287498,0,0.005333215,0.0037034007,0.00093867345,nan,0.0012480861,0.023457436,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
600783771,600735026,67137539,1.2132523e-05,0.005696345,0.0026498241,0,0.0050388463,0.003515264,0.0004464309,nan,0.0027757178,0.019182531,0.0,0.0,0.0,0.099121,2490378,2490378,0,0,0,0,831,1,1,2,2,1,0,0,0,0,0,0,0
