timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
598384530,598383946,0.73182607,0.023853173,-0.0034375577,0.68106526,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598389654,598388992,0.7318246,0.023852242,-0.0034365852,0.68106693,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598394654,598394009,0.7318274,0.023848917,-0.0034411876,0.68106395,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598422328,598418475,0.7318275,0.02384793,-0.0034434232,0.68106383,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598428610,598423056,0.731846,0.023848217,-0.0034414602,0.681044,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598433745,598433168,0.7318411,0.02385046,-0.003434324,0.6810492,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598442576,598438306,0.7318057,0.023851138,-0.0034313211,0.68108726,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598448854,598448341,0.7317804,0.023847668,-0.0034331165,0.68111455,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598453969,598453392,0.73179895,0.02384026,-0.0034440663,0.6810948,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598458931,598458434,0.73184186,0.023838844,-0.0034470079,0.68104875,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598467793,598463515,0.7318855,0.023831857,-0.0034542556,0.681002,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598468934,598468568,0.73190564,0.023833998,-0.0034575274,0.6809803,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598477910,598473579,0.731877,0.02384209,-0.003454382,0.68101084,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598484374,598483728,0.7317653,0.023839667,-0.0034522836,0.681131,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598489318,598488774,0.7317523,0.023836847,-0.0034569262,0.6811451,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598494438,598493833,0.7317903,0.023832764,-0.003464342,0.68110424,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598504778,598503937,0.7318931,0.023826627,-0.003469333,0.680994,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598514610,598508962,0.7318746,0.023831462,-0.0034662548,0.68101376,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598519833,598519137,0.7317592,0.023834499,-0.003476054,0.6811375,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598524833,598524185,0.73174065,0.023833347,-0.0034804253,0.68115747,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598534844,598532992,0.7316806,0.02383354,-0.0034719738,0.68122214,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598538748,598538146,0.731607,0.023827586,-0.0034750944,0.68130124,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598543713,598543124,0.73151934,0.023827694,-0.003481868,0.6813954,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598553704,598553244,0.73133045,0.023818161,-0.003532982,0.6815982,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598558936,598558292,0.731242,0.02381149,-0.0035636814,0.6816932,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598569812,598568412,0.73114383,0.023801105,-0.0036389318,0.6817984,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598574124,598573423,0.731092,0.023798091,-0.0036952696,0.6818538,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598584257,598583562,0.7310524,0.023796935,-0.003811833,0.68189555,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598589217,598588641,0.73107994,0.023800833,-0.0038841842,0.6818655,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598594320,598593675,0.73114944,0.023803558,-0.0039551505,0.6817906,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598604464,598598722,0.7312462,0.023805631,-0.0040324796,0.6816863,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598607268,598605153,0.7313736,0.023814352,-0.0041294266,0.6815486,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598610812,598610042,0.73146266,0.02381442,-0.004194075,0.6814527,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598615807,598615213,0.73150015,0.023811927,-0.0042797513,0.68141204,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598620615,598620122,0.7315075,0.023809245,-0.004375454,0.6814036,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598625762,598625237,0.7314807,0.023787102,-0.00448622,0.6814323,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598636936,598636435,0.73148257,0.023660144,-0.004778639,0.6814329,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598641009,598640452,0.73150694,0.023598941,-0.004890137,0.681408,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598646084,598645430,0.7315354,0.023525221,-0.005019703,0.681379,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598651009,598650531,0.73154324,0.023463778,-0.005154848,0.6813716,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598661458,598660620,0.731585,0.023411795,-0.0052812737,0.68132764,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598671213,598665620,0.73162097,0.023355389,-0.0053963847,0.6812901,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598676465,598675793,0.7316975,0.023183957,-0.0056243087,0.6812118,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598686593,598685840,0.7317731,0.023004916,-0.0058613955,0.68113476,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598696383,598695966,0.73185617,0.02286287,-0.0061049624,0.6810481,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598701672,598701082,0.73183125,0.022825304,-0.0062043285,0.6810752,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598706605,598706040,0.73181504,0.02278291,-0.0062913354,0.68109334,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598711900,598711252,0.7317624,0.022745771,-0.0063334387,0.68115073,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598716679,598716163,0.73173594,0.022721259,-0.006350873,0.6811798,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598721894,598721297,0.7316989,0.022704221,-0.006337344,0.68122035,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598732000,598731376,0.7316483,0.02270351,-0.006293446,0.681275,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598737079,598736427,0.73162854,0.022719603,-0.0062281042,0.6812964,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598745818,598741795,0.7316382,0.022708237,-0.006172971,0.68128693,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598752158,598746580,0.73162746,0.022708446,-0.006120138,0.681299,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598753414,598752900,0.7316065,0.022691425,-0.0060482984,0.6813227,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598763534,598762930,0.7315776,0.022650318,-0.0059188856,0.6813562,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598768518,598767983,0.73159534,0.0226353,-0.00582292,0.6813384,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598773711,598773072,0.73163486,0.022636807,-0.0057117813,0.6812969,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598785956,598784414,0.73163676,0.02267852,-0.0054319184,0.68129575,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
598790042,598789487,0.73163784,0.022709223,-0.0053126635,0.6812945,0.73289627,-1.3881162e-09,-4.2928144e-10,0.6803404,1
