timestamp,speed_up,speed_down,want_takeoff
599364345,4.0,1.5,0
600344063,4.0,1.5,0
601349185,4.0,1.5,1
602355660,4.0,1.5,0
603349156,4.0,1.5,0
604349394,4.0,1.5,0
605344782,4.0,1.5,0
605808267,4.0,1.5,0
646846651,4.0,1.5,0
646865409,4.0,1.5,0
647847721,4.0,1.5,0
648848048,4.0,1.5,0
649851587,4.0,1.5,0
650848673,4.0,1.5,0
651832590,4.0,1.5,0
