timestamp,imbalanced_prop_metric,motor_failure_mask,fd_roll,fd_pitch,fd_alt,fd_ext,fd_arm_escs,fd_battery,fd_imbalanced_prop,fd_motor
598357122,-0.0007406244,0,0,0,0,0,0,0,0,0
598858051,0.021533761,0,0,0,0,0,0,0,0,0
599362039,0.03737375,0,0,0,0,0,0,0,0,0
599863334,0.049889367,0,0,0,0,0,0,0,0,0
600375381,0.060872853,0,0,0,0,0,0,0,0,0
600884602,0.066057235,0,0,0,0,0,0,0,0,0
601391718,0.24591795,0,0,0,0,0,0,0,0,0
601903802,0.4439845,0,0,0,0,0,0,0,0,0
602411999,0.70080024,0,0,0,0,0,0,0,0,0
602918901,0.8574024,0,0,0,0,0,0,0,0,0
603427637,1.0909064,0,0,0,0,0,0,0,0,0
603935887,1.3074358,0,0,0,0,0,0,0,0,0
604437746,1.4839888,0,0,0,0,0,0,0,0,0
604944157,1.6500709,0,0,0,0,0,0,0,0,0
605451220,1.7636616,0,0,0,0,0,0,0,0,0
605825833,1.8555363,0,0,0,0,0,0,0,0,0
606330163,1.9912935,0,0,0,0,0,0,0,0,0
606837884,2.0952914,0,0,0,0,0,0,0,0,0
607340369,2.193348,0,0,0,0,0,0,0,0,0
607847525,2.277442,0,0,0,0,0,0,0,0,0
608356569,2.3580794,0,0,0,0,0,0,0,0,0
608866232,2.433605,0,0,0,0,0,0,0,0,0
609381122,2.5096989,0,0,0,0,0,0,0,0,0
609888331,2.5772977,0,0,0,0,0,0,0,0,0
610389929,2.6034098,0,0,0,0,0,0,0,0,0
610896645,2.6524343,0,0,0,0,0,0,0,0,0
611403023,2.6550827,0,0,0,0,0,0,0,0,0
611907224,2.7143826,0,0,0,0,0,0,0,0,0
612418972,2.757802,0,0,0,0,0,0,0,0,0
612926745,2.7976086,0,0,0,0,0,0,0,0,0
613430740,2.8493576,0,0,0,0,0,0,0,0,0
613932515,2.8776903,0,0,0,0,0,0,0,0,0
614433980,2.8988717,0,0,0,0,0,0,0,0,0
614942977,2.912254,0,0,0,0,0,0,0,0,0
